Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
110525,499316,-1051307,-204451,-664560,1985676,-2793465,-2325356,-4923111,-5504296,-3491423,-6407407,-3505802,-4044736,-1987714,-3895681,-5355371
110526,502483,-1056451,-201015,-661559,1986779,-3045129,-2322890,-4915131,-5500754,-3486844,-6399343,-3518465,-4042886,-1979611,-3893289,-5641509
110527,503221,-1059503,-197514,-657926,1993982,-2709678,-2317702,-4916186,-5507046,-3486112,-6402820,-3522221,-4044585,-1982224,-3894630,-5463691
110528,500533,-1057386,-197891,-657876,1996608,-2437179,-2316834,-4921246,-5509106,-3486709,-6406757,-3511048,-4044405,-1986411,-3897429,-5175967
110529,499274,-1056369,-198592,-658439,1992504,-2718326,-2319281,-4918483,-5501526,-3483869,-6399962,-3506249,-4040490,-1980766,-3896817,-5310775
110530,502128,-1060774,-195902,-656128,1991982,-3048032,-2317935,-4910278,-5496275,-3479305,-6390911,-3517254,-4038218,-1972023,-3894410,-5632734
110531,503614,-1064458,-192052,-652246,1998749,-2791555,-2312717,-4909707,-5501522,-3477947,-6392727,-3523446,-4039654,-1973079,-3895049,-5534074
110532,501113,-1062894,-192040,-651734,2002531,-2454720,-2311045,-4915227,-5505337,-3478966,-6397947,-3513471,-4040227,-1978335,-3898106,-5217696
110533,499192,-1061181,-193203,-652627,1998823,-2660542,-2313493,-4914209,-5499070,-3477082,-6393104,-3506280,-4036886,-1974599,-3898309,-5279576
110534,501530,-1064809,-191165,-650856,1996836,-3042621,-2313151,-4906101,-5492499,-3472602,-6383358,-3515504,-4034036,-1965409,-3895864,-5617576
110535,503611,-1068889,-187104,-646850,2002679,-2866611,-2308182,-4903896,-5496498,-3470716,-6383419,-3523797,-4035288,-1964907,-3895931,-5593562
110536,501494,-1067436,-186441,-645737,2007359,-2461603,-2305785,-4909599,-5501356,-3471714,-6389266,-3514544,-4036575,-1970874,-3898957,-5247107
110537,498911,-1064303,-187902,-646997,2004104,-2546424,-2308311,-4910644,-5496075,-3470501,-6386307,-3503356,-4034118,-1969436,-3900008,-5202170
110538,500370,-1065841,-186766,-646266,2000468,-2928783,-2309374,-4903602,-5487902,-3466109,-6376272,-3507584,-4031242,-1960793,-3898008,-5504222
110539,502874,-1069004,-182886,-642782,2004847,-2840574,-2305259,-4900284,-5489528,-3463512,-6374220,-3514967,-4032384,-1958902,-3897705,-5543836
110540,501182,-1067289,-181989,-641607,2009959,-2411848,-2302532,-4906091,-5494812,-3464466,-6380347,-3505984,-4034397,-1965264,-3900892,-5198666
110541,498268,-1063317,-184085,-643475,2007324,-2424226,-2305017,-4909069,-5490777,-3464071,-6379445,-3492444,-4032637,-1965774,-3902765,-5090057
110542,499329,-1064040,-183932,-643511,2002814,-2858049,-2306926,-4902807,-5481866,-3460111,-6369621,-3494907,-4029013,-1957194,-3900834,-5406673
110543,502658,-1068455,-180374,-640177,2006212,-2936504,-2303139,-4897517,-5482049,-3457104,-6365645,-3506417,-4028918,-1952863,-3899511,-5581866
110544,502283,-1069325,-178574,-637798,2012654,-2569438,-2298979,-4901519,-5488684,-3457874,-6371541,-3504472,-4030304,-1957783,-3901631,-5326859
110545,500075,-1067268,-179823,-638361,2012483,-2540169,-2299654,-4904409,-5487452,-3457911,-6372407,-3495034,-4028022,-1958646,-3902976,-5207339
110546,501056,-1069464,-179420,-637634,2008681,-2997932,-2300977,-4897845,-5479799,-3454263,-6363360,-3500001,-4023159,-1949556,-3900425,-5535071
110547,505088,-1076639,-175283,-633379,2011881,-3215528,-2296790,-4889912,-5479548,-3450684,-6357687,-3517392,-4021414,-1942311,-3897597,-5826012
110548,505911,-1081064,-171741,-628981,2020031,-2895745,-2290813,-4891236,-5487892,-3450976,-6363094,-3523541,-4022109,-1945255,-3898381,-5651783
110549,503480,-1082135,-172181,-628364,2021906,-2780514,-2290037,-4894354,-5490424,-3451859,-6366449,-3518697,-4020324,-1947131,-3899840,-5490453
110550,503191,-1086212,-172006,-627516,2018311,-3184833,-2291486,-4888774,-5485112,-3449335,-6359506,-3524567,-4015733,-1939182,-3897915,-5765002
110551,506586,-1095291,-167987,-623319,2020277,-3468195,-2288141,-4879798,-5484678,-3445775,-6353091,-3543863,-4013654,-1930675,-3894941,-6097104
110552,507507,-1101946,-163589,-618176,2028433,-3152361,-2281937,-4879741,-5493836,-3445762,-6358034,-3553330,-4014891,-1932765,-3895497,-5951216
110553,504689,-1103467,-163217,-616888,2031669,-2894249,-2280426,-4883905,-5498835,-3447202,-6363561,-3547410,-4014638,-1936653,-3897818,-5689856
110554,503002,-1106054,-163411,-616627,2027842,-3169276,-2282628,-4880670,-5494187,-3445262,-6358487,-3546915,-4011155,-1931037,-3897016,-5834099
110555,505580,-1113092,-160017,-613408,2027828,-3464527,-2280926,-4872080,-5491556,-3441451,-6351184,-3560289,-4009429,-1922630,-3894462,-6137884
110556,506694,-1118521,-155546,-608737,2034902,-3166256,-2275541,-4871365,-5499131,-3441014,-6354948,-3567209,-4011709,-1924506,-3895304,-6006829
110557,503734,-1118287,-155171,-607820,2038591,-2800071,-2274085,-4876979,-5504504,-3442654,-6361655,-3556779,-4013009,-1930310,-3898392,-5663589
110558,501404,-1117619,-156124,-608565,2034643,-2974653,-2276948,-4876164,-5499652,-3441395,-6358234,-3548567,-4010535,-1927216,-3898744,-5698346
110559,503461,-1121820,-153937,-606742,2032588,-3320707,-2276945,-4868447,-5494525,-3437669,-6350158,-3556139,-4008782,-1919011,-3896676,-6003206
110560,505240,-1126175,-149857,-602792,2038354,-3118622,-2272301,-4866794,-5499804,-3436578,-6351946,-3562359,-4010975,-1919544,-3897121,-5950760
110561,502985,-1125066,-149259,-601757,2042863,-2716313,-2270259,-4872779,-5505646,-3438234,-6359161,-3551511,-4012813,-1926069,-3900276,-5598405
110562,500543,-1122613,-150711,-602926,2039641,-2822299,-2272937,-4873724,-5501452,-3437634,-6357427,-3540011,-4010759,-1924884,-3901282,-5568080
110563,502459,-1124983,-149253,-601727,2036604,-3223200,-2273706,-4866227,-5494720,-3433866,-6348806,-3544931,-4008203,-1916456,-3899136,-5888856
110564,505246,-1129184,-145088,-597761,2041639,-3144899,-2269221,-4862629,-5497807,-3431756,-6348139,-3553123,-4009361,-1914702,-3898452,-5940423
110565,503889,-1128417,-143702,-595919,2047406,-2730027,-2266026,-4867819,-5504432,-3433113,-6355409,-3545122,-4011328,-1921028,-3901147,-5609371
110566,501266,-1125401,-145212,-597071,2045386,-2749304,-2268126,-4870104,-5501606,-3432916,-6355403,-3532561,-4009584,-1921421,-3902472,-5511711
110567,502283,-1126897,-144672,-596697,2041237,-3160883,-2269896,-4863620,-5494250,-3429477,-6346970,-3535481,-4006677,-1913417,-3900515,-5815963
110568,505492,-1131144,-140689,-592959,2045046,-3189652,-2266029,-4858445,-5495575,-3426866,-6344306,-3545419,-4007286,-1909938,-3899262,-5950488
110569,504733,-1131004,-138717,-590581,2051413,-2767428,-2262227,-4862930,-5502854,-3428127,-6351449,-3540384,-4009750,-1916148,-3901872,-5642434
110570,501821,-1127510,-140322,-591763,2050461,-2681695,-2263834,-4866740,-5501782,-3428758,-6353479,-3526837,-4008965,-1918626,-3904056,-5465957
110571,502081,-1127392,-140440,-591959,2045686,-3064354,-2266327,-4861537,-5493928,-3425634,-6345541,-3526189,-4005931,-1911519,-3902511,-5720250
110572,505231,-1131214,-137104,-589050,2047693,-3189192,-2263618,-4855571,-5493203,-3422679,-6341161,-3536175,-4006327,-1906852,-3901110,-5917562
110573,505085,-1131396,-134749,-586478,2054169,-2781118,-2259492,-4859188,-5500322,-3423565,-6347579,-3533257,-4009167,-1912551,-3903485,-5645404
110574,502075,-1127191,-136296,-587671,2054278,-2592019,-2260517,-4864441,-5500654,-3424681,-6351245,-3518346,-4009273,-1916819,-3906260,-5395259
110575,501519,-1125297,-137141,-588628,2049063,-2927572,-2263644,-4860860,-5492559,-3422048,-6344205,-3513584,-4006366,-1911047,-3905367,-5585792
110576,504593,-1128125,-134467,-586521,2049315,-3145065,-2262064,-4854248,-5489534,-3418743,-6338095,-3522401,-4006202,-1905222,-3903767,-5835891
110577,505098,-1128547,-131877,-583877,2055494,-2782117,-2257936,-4856835,-5495813,-3419113,-6343227,-3521626,-4009173,-1909863,-3905677,-5620907
110578,502101,-1124070,-133406,-585126,2056619,-2507907,-2258433,-4863206,-5497646,-3420809,-6348511,-3506577,-4010296,-1915804,-3909082,-5317522
110579,500703,-1120885,-135143,-586975,2051148,-2785520,-2262116,-4861601,-5490103,-3419117,-6343082,-3498791,-4007903,-1911928,-3909206,-5442049
110580,503438,-1122850,-133405,-585840,2049632,-3083396,-2261800,-4854858,-5485097,-3415672,-6335646,-3506342,-4007117,-1905227,-3907509,-5732885
110581,504666,-1123660,-130660,-583266,2055274,-2792670,-2257779,-4855988,-5490418,-3415556,-6339242,-3508276,-4010041,-1908581,-3909006,-5593021
110582,502120,-1119150,-131774,-584150,2057647,-2452868,-2257432,-4862835,-5493542,-3417456,-6345458,-3494224,-4011749,-1915467,-3912613,-5258701
110583,500118,-1114992,-134127,-586579,2052391,-2657256,-2261356,-4863109,-5486774,-3416435,-6341552,-3483875,-4009702,-1913294,-3913437,-5311922
110584,502328,-1116203,-133316,-586401,2049195,-3017260,-2262348,-4856587,-5480271,-3413101,-6333339,-3490082,-4008503,-1906217,-3911919,-5626241
110585,504172,-1117721,-130640,-584014,2053904,-2821773,-2258699,-4856248,-5484352,-3412492,-6335150,-3495034,-4011214,-1907975,-3912919,-5574954
110586,502033,-1113928,-131373,-584494,2057336,-2438287,-2257613,-4863178,-5488829,-3414567,-6342122,-3483327,-4013481,-1915437,-3916596,-5232712
110587,499570,-1109319,-134111,-587217,2052835,-2562990,-2261361,-4865021,-5483410,-3414363,-6340071,-3471622,-4011916,-1915043,-3918121,-5216652
110588,501174,-1109965,-134134,-587738,2048334,-2964109,-2263351,-4858934,-5475888,-3411194,-6331499,-3476429,-4010147,-1907746,-3916689,-5538679
110589,503791,-1112129,-131313,-585300,2052194,-2877304,-2259911,-4856709,-5478355,-3409866,-6331166,-3484122,-4012120,-1907380,-3916902,-5580644
110590,502335,-1109409,-131311,-585067,2056691,-2471919,-2257840,-4863069,-5483958,-3411837,-6338359,-3475571,-4014634,-1914728,-3920362,-5251071
110591,499753,-1104642,-133944,-587545,2053443,-2509872,-2260858,-4866167,-5480127,-3412141,-6338049,-3463107,-4013366,-1915822,-3922311,-5166906
110592,501084,-1104457,-134150,-588089,2048530,-2930856,-2263126,-4860261,-5471781,-3408834,-6329126,-3466167,-4010586,-1908171,-3920604,-5480650
110593,504350,-1107319,-131054,-585439,2051550,-2961481,-2259829,-4855975,-5472462,-3406542,-6326434,-3476302,-4011459,-1905376,-3919754,-5617117
110594,503789,-1105944,-129967,-584086,2057152,-2557256,-2256561,-4861070,-5478867,-3408017,-6333307,-3471678,-4013906,-1911886,-3922562,-5321421
110595,501189,-1101543,-132182,-586036,2055487,-2503717,-2258562,-4865086,-5476831,-3408604,-6334706,-3459247,-4012859,-1914157,-3924621,-5172168
110596,501931,-1100915,-132569,-586586,2050439,-2920005,-2261059,-4859754,-5468274,-3405373,-6326166,-3460539,-4009326,-1906592,-3922771,-5459674
110597,505543,-1104572,-129395,-583814,2052486,-3066719,-2258093,-4853672,-5467323,-3402406,-6321514,-3472809,-4009129,-1901585,-3921006,-5682770
110598,505807,-1104929,-127252,-581346,2058982,-2689617,-2253769,-4857139,-5474342,-3403377,-6327690,-3472602,-4011402,-1906889,-3923079,-5440812
110599,503303,-1101367,-128831,-582447,2059188,-2547231,-2254486,-4861737,-5474513,-3404399,-6330822,-3461202,-4010714,-1910328,-3925319,-5235907
110600,503194,-1100751,-129577,-583141,2054214,-2928184,-2257143,-4857484,-5466750,-3401793,-6323462,-3461038,-4007020,-1903676,-3923891,-5476546
110601,506571,-1105329,-126757,-580680,2054924,-3175717,-2255032,-4850369,-5464480,-3398565,-6317363,-3474650,-4006074,-1897065,-3921726,-5765934
110602,507606,-1107408,-123710,-577264,2061924,-2847247,-2250064,-4851940,-5471537,-3398902,-6322394,-3478651,-4008054,-1900751,-3922929,-5590307
110603,505321,-1104816,-124491,-577413,2064021,-2619861,-2249509,-4856788,-5473920,-3400267,-6327126,-3468752,-4007862,-1905233,-3925267,-5337628
110604,504582,-1103882,-125249,-577906,2059674,-2937747,-2251971,-4853601,-5467018,-3398087,-6321032,-3466412,-4004021,-1899641,-3924074,-5512277
110605,507954,-1108112,-122297,-575241,2059601,-3254212,-2250230,-4845220,-5463106,-3394313,-6313427,-3479216,-4002116,-1891622,-3921308,-5836147
110606,509454,-1111317,-118558,-571353,2066466,-2977239,-2245029,-4845099,-5469624,-3393991,-6317058,-3485866,-4004061,-1893852,-3921900,-5720662
110607,507036,-1109270,-118751,-571011,2069854,-2656036,-2243691,-4850641,-5473820,-3395681,-6323214,-3476319,-4004876,-1899596,-3924672,-5413121
110608,505279,-1107357,-119930,-572037,2065730,-2871775,-2246464,-4849486,-5468056,-3394342,-6319156,-3470134,-4001962,-1896234,-3924550,-5488982
110609,507714,-1110539,-117897,-570434,2063753,-3223862,-2246269,-4841745,-5462645,-3390711,-6310979,-3479616,-4000039,-1888199,-3922192,-5809476
110610,509476,-1113770,-114220,-566895,2069419,-3011126,-2241690,-4840504,-5467785,-3389949,-6313022,-3486855,-4002240,-1889354,-3922698,-5751182
110611,507024,-1111469,-114219,-566526,2073368,-2613265,-2240001,-4846816,-5473101,-3391989,-6320212,-3476739,-4004319,-1896414,-3926155,-5400690
110612,504515,-1107850,-116064,-568273,2069480,-2724425,-2243093,-4847925,-5468042,-3391412,-6318000,-3465812,-4002384,-1895410,-3927218,-5376309
110613,506266,-1108947,-115017,-567705,2065921,-3101232,-2244266,-4841014,-5460817,-3387880,-6309316,-3470719,-4000309,-1887694,-3925345,-5681512
110614,508589,-1111436,-111594,-564706,2070259,-2979772,-2240454,-4838584,-5463656,-3386411,-6309163,-3477707,-4002324,-1887372,-3925427,-5694652
110615,506784,-1108570,-111142,-564076,2074936,-2541525,-2238213,-4844941,-5469336,-3388341,-6316561,-3467671,-4005046,-1894961,-3928923,-5334010
110616,503869,-1103346,-113461,-566394,2071650,-2550356,-2241256,-4848104,-5465311,-3388587,-6316306,-3453268,-4004135,-1896341,-3930989,-5220606
110617,504696,-1102487,-113635,-567145,2066508,-2933141,-2243846,-4842659,-5456788,-3385409,-6307677,-3453909,-4002057,-1889386,-3929711,-5497984
110618,507263,-1104251,-110824,-565056,2069060,-2915039,-2241161,-4839317,-5457361,-3383544,-6305602,-3460951,-4003953,-1887859,-3929629,-5586355
110619,505991,-1101259,-110177,-564428,2073953,-2470784,-2238672,-4845451,-5463111,-3385311,-6312714,-3452304,-4007237,-1895495,-3933110,-5244752
110620,502746,-1095158,-113086,-567362,2071298,-2389136,-2241687,-4850537,-5460439,-3386444,-6314382,-3436112,-4007332,-1899099,-3936213,-5059989
110621,502779,-1092815,-114441,-569249,2065090,-2769421,-2245399,-4846635,-5451377,-3383854,-6306256,-3433635,-4005241,-1893179,-3935593,-5307672
110622,505871,-1094121,-112130,-567705,2066172,-2872896,-2243551,-4842047,-5449672,-3381442,-6302002,-3441414,-4006387,-1889889,-3935036,-5482541
110623,505571,-1091821,-111026,-566674,2071444,-2463389,-2240518,-4847030,-5455430,-3382823,-6308321,-3436274,-4009726,-1896657,-3938100,-5197926
110624,502564,-1085646,-113804,-569383,2070163,-2302371,-2242679,-4853091,-5454190,-3384222,-6311391,-3420347,-4010108,-1901426,-3941296,-4962823
110625,502186,-1082257,-115657,-571577,2063921,-2660276,-2246591,-4850184,-5445106,-3382006,-6304009,-3415948,-4007619,-1896266,-3940952,-5172858
110626,505463,-1083595,-113775,-570428,2063685,-2874200,-2245466,-4844403,-5441336,-3378967,-6297767,-3424767,-4007627,-1891101,-3939693,-5422549
110627,506093,-1082499,-112022,-568779,2069229,-2517474,-2241862,-4847761,-5446924,-3379750,-6302772,-3423881,-4010707,-1896424,-3942041,-5208125
110628,503351,-1076843,-114265,-570855,2069564,-2276251,-2242931,-4854391,-5447636,-3381561,-6307286,-3409473,-4011649,-1902361,-3945596,-4928762
110629,502452,-1072837,-116347,-573162,2063756,-2583433,-2246808,-4852697,-5439074,-3379682,-6300943,-3403090,-4008925,-1898156,-3945513,-5082369
110630,505655,-1074162,-114835,-572346,2062299,-2886087,-2246418,-4846087,-5433747,-3376345,-6293286,-3412253,-4008099,-1891665,-3943880,-5384568
110631,507133,-1074372,-112459,-570102,2067842,-2603972,-2242416,-4847487,-5438714,-3376365,-6296706,-3415399,-4010726,-1895167,-3945382,-5252388
110632,504771,-1069729,-113999,-571375,2069834,-2298647,-2242275,-4854249,-5441248,-3378313,-6302371,-3403255,-4011969,-1901753,-3948856,-4946705
110633,503265,-1065694,-116363,-573789,2064628,-2539841,-2245993,-4853922,-5434035,-3377162,-6297730,-3395708,-4009377,-1898937,-3949261,-5037583
110634,506124,-1067147,-115248,-573293,2062025,-2911794,-2246363,-4846871,-5427476,-3373599,-6289062,-3404631,-4007585,-1891361,-3947244,-5373427
110635,508296,-1068841,-112361,-570636,2067206,-2717207,-2242254,-4846293,-5431525,-3372787,-6290542,-3411491,-4009599,-1892706,-3947811,-5328542
110636,506329,-1065335,-112987,-570961,2070711,-2352666,-2240924,-4852809,-5435749,-3374652,-6296976,-3401791,-4011220,-1899570,-3951107,-5004056
110637,504278,-1061088,-115279,-573242,2066498,-2500642,-2244202,-4853832,-5429976,-3373993,-6294133,-3392430,-4008966,-1898324,-3952059,-5013794
110638,506439,-1061970,-114579,-573130,2062887,-2903339,-2245411,-4846939,-5422404,-3370356,-6285009,-3399352,-4006582,-1890392,-3950085,-5347218
110639,509096,-1064407,-111407,-570383,2067283,-2802913,-2241527,-4844539,-5425074,-3368836,-6284580,-3408431,-4008164,-1889859,-3950064,-5383169
110640,507616,-1061881,-111244,-569947,2071904,-2400656,-2239253,-4850629,-5430413,-3370527,-6291386,-3400860,-4010191,-1896786,-3953227,-5055699
110641,505174,-1057487,-113605,-572200,2068793,-2456514,-2242069,-4853136,-5426197,-3370455,-6290424,-3389826,-4008400,-1897151,-3954773,-4988475
110642,506645,-1057879,-113491,-572467,2064354,-2882117,-2243981,-4846731,-5417934,-3366959,-6281252,-3394597,-4005394,-1889124,-3952828,-5313289
110643,509873,-1061238,-110235,-569639,2067853,-2899617,-2240420,-4842432,-5419010,-3364708,-6278762,-3405974,-4006154,-1886409,-3951991,-5443649
110644,509284,-1060152,-109044,-568104,2073698,-2499861,-2236959,-4847349,-5425452,-3366182,-6285533,-3402232,-4008252,-1892731,-3954701,-5150081
110645,506743,-1056326,-111121,-569899,2072108,-2468079,-2238822,-4850832,-5423337,-3366718,-6286529,-3391397,-4006867,-1894502,-3956542,-5020697
110646,507526,-1056602,-111369,-570369,2067325,-2890381,-2241102,-4845128,-5415164,-3363556,-6277922,-3394674,-4003346,-1886759,-3954712,-5320679
110647,511107,-1060823,-108002,-567431,2069866,-3020659,-2237861,-4838979,-5414641,-3360594,-6273361,-3408036,-4003082,-1881810,-3952951,-5535594
110648,511169,-1061478,-105821,-564933,2076500,-2635740,-2233507,-4842428,-5421686,-3361588,-6279497,-3408243,-4005167,-1887101,-3954982,-5285460
110649,508636,-1058170,-107281,-565991,2076679,-2501109,-2234227,-4846692,-5421618,-3362535,-6282236,-3397550,-4004302,-1890251,-3957169,-5086591
110650,508694,-1057619,-107702,-566493,2072002,-2871099,-2236670,-4842021,-5413701,-3359692,-6274473,-3397785,-4000638,-1883446,-3955696,-5322999
110651,511970,-1061682,-104659,-563992,2073066,-3071804,-2234401,-4835036,-5411437,-3356354,-6268396,-3410408,-4000018,-1877337,-3953792,-5576808
110652,512301,-1062689,-101977,-561262,2079556,-2684397,-2229990,-4837597,-5418224,-3356914,-6273679,-3411762,-4002786,-1882142,-3955826,-5345537
110653,509314,-1058206,-103241,-562412,2080624,-2402162,-2230430,-4843490,-5419510,-3358359,-6278176,-3397859,-4003656,-1887725,-3959156,-5036056
110654,507924,-1054509,-104565,-564196,2075137,-2643126,-2234106,-4841625,-5411177,-3356146,-6271821,-3390039,-4001394,-1883699,-3959246,-5136472
110655,510284,-1054789,-102604,-563444,2073628,-2839962,-2234024,-4835727,-5405746,-3352626,-6264422,-3394950,-4001787,-1878325,-3958407,-5346814
110656,510588,-1052391,-100385,-562071,2078435,-2432259,-2231012,-4838720,-5409932,-3352773,-6268264,-3390830,-4006361,-1883893,-3961480,-5093712
110657,506863,-1043771,-102627,-564972,2078892,-2004947,-2232562,-4847620,-5410656,-3354834,-6274040,-3368964,-4009894,-1892872,-3966866,-4661182
110658,503983,-1034438,-106074,-569577,2071703,-2117063,-2238464,-4849986,-5400776,-3353683,-6269227,-3349574,-4009881,-1892861,-3969442,-4615592
110659,505214,-1029472,-106755,-572114,2066497,-2350840,-2241658,-4846538,-5391359,-3350642,-6260786,-3345057,-4011445,-1889079,-3970362,-4802328
110660,505658,-1023688,-106304,-573254,2068534,-2021341,-2240851,-4850211,-5391991,-3350574,-6262529,-3336918,-4017014,-1894785,-3974244,-4603819
110661,502104,-1011894,-109852,-577896,2068343,-1547566,-2243269,-4861270,-5391966,-3353159,-6268813,-3311506,-4022126,-1905933,-3980922,-4141530
110662,498630,-998906,-115399,-584848,2060160,-1604626,-2250559,-4866963,-5381531,-3353156,-6265506,-3286642,-4023321,-1908854,-3985253,-4030676
110663,499590,-990695,-118159,-589611,2052541,-1920446,-2255747,-4864850,-5369132,-3350127,-6255819,-3278218,-4024306,-1905141,-3986622,-4249441
110664,501164,-983654,-118617,-591939,2052928,-1739739,-2255889,-4867375,-5366942,-3349364,-6254946,-3272199,-4029256,-1909066,-3990111,-4175352
110665,498992,-971214,-121941,-596491,2053654,-1281221,-2257479,-4878044,-5366832,-3351525,-6260674,-3249872,-4034089,-1919871,-3996382,-3756047
110666,495970,-957202,-127905,-603787,2046454,-1299263,-2264209,-4885019,-5356973,-3351734,-6258281,-3225367,-4034794,-1923756,-4000799,-3618313
110667,497024,-947777,-131258,-609050,2038095,-1670133,-2269861,-4883097,-5343200,-3348406,-6247663,-3217147,-4034391,-1919329,-4001784,-3864552
110668,499772,-941111,-131599,-611299,2037622,-1634580,-2270026,-4883384,-5338701,-3346401,-6243790,-3215636,-4037704,-1920293,-4003931,-3913469
110669,498639,-930322,-134276,-615102,2039263,-1204072,-2270506,-4892846,-5339347,-3348067,-6248903,-3199819,-4042076,-1930029,-4009618,-3555984
110670,495944,-917047,-140004,-621926,2033710,-1163000,-2276043,-4900394,-5331297,-3348573,-6247810,-3178143,-4042523,-1934662,-4014108,-3384415
110671,496749,-908529,-143830,-627226,2025172,-1587147,-2281738,-4898511,-5317421,-3345301,-6237031,-3172214,-4040539,-1929436,-4014647,-3658119
110672,500624,-904443,-143831,-628744,2024443,-1724891,-2281480,-4895948,-5311564,-3342226,-6230459,-3177841,-4041496,-1926776,-4015082,-3855054
110673,501149,-897562,-144932,-630494,2028027,-1372366,-2279861,-4902497,-5313327,-3342931,-6234324,-3171935,-4044279,-1933705,-4018955,-3608576
110674,499424,-887675,-149167,-635146,2025574,-1299627,-2282779,-4908966,-5308212,-3343304,-6234318,-3157382,-4043413,-1937580,-4022342,-3444487
110675,500460,-881897,-151989,-638670,2018748,-1747027,-2286914,-4905947,-5295956,-3339909,-6223902,-3156532,-4039367,-1930954,-4021702,-3738077
110676,504976,-881963,-150840,-638471,2018495,-2032914,-2285607,-4900001,-5289956,-3335818,-6215158,-3170299,-4037734,-1924377,-4020073,-4062557
110677,506709,-880436,-149737,-637476,2024207,-1754356,-2281663,-4902934,-5293662,-3335594,-6217834,-3175337,-4038882,-1928054,-4022044,-3925059
110678,505241,-875312,-152153,-639688,2024931,-1615054,-2282059,-4908270,-5292609,-3336202,-6219660,-3168431,-4037549,-1931586,-4024796,-3745351
110679,505438,-873228,-154196,-641827,2019684,-2022933,-2285079,-4905061,-5283126,-3333233,-6210819,-3171326,-4032605,-1924746,-4023827,-4007007
110680,509604,-877273,-152277,-640426,2019318,-2398386,-2283429,-4897016,-5277681,-3328783,-6201101,-3190237,-4029477,-1915662,-4021189,-4398919
110681,511933,-880580,-149351,-637349,2026117,-2180527,-2278019,-4896899,-5282998,-3327901,-6202858,-3203134,-4029891,-1916731,-4021847,-4344332
110682,510598,-879454,-149965,-637344,2029419,-1956962,-2276245,-4901359,-5285589,-3328650,-6206389,-3201062,-4028624,-1920189,-4024139,-4129714
110683,510201,-879570,-150903,-637920,2025891,-2280227,-2277965,-4898204,-5278521,-3325929,-6199305,-3204131,-4023243,-1913719,-4022925,-4317406
110684,513931,-885740,-148250,-635345,2025369,-2708021,-2276114,-4888574,-5272894,-3320971,-6188776,-3223781,-4018876,-1902799,-4019324,-4732482
110685,516908,-892210,-143761,-630460,2032838,-2556691,-2269671,-4885497,-5278402,-3319236,-6189047,-3241014,-4018620,-1901302,-4018686,-4750786
110686,515828,-893754,-142663,-628426,2038519,-2252942,-2266057,-4889087,-5283635,-3319916,-6193749,-3241514,-4017649,-1904725,-4020474,-4500609
110687,514619,-894796,-142909,-628024,2036609,-2455487,-2266853,-4887006,-5278832,-3317754,-6188868,-3242312,-4012679,-1899681,-4019630,-4584746
110688,517516,-900669,-139844,-625001,2035603,-2867562,-2265338,-4877161,-5272643,-3312713,-6178164,-3258241,-4008115,-1888542,-4016133,-4958740
110689,520421,-907245,-134465,-619610,2042378,-2733474,-2259118,-4872515,-5276718,-3310022,-6176707,-3273706,-4008091,-1885746,-4015146,-4990111
110690,518899,-907952,-132403,-617065,2048722,-2297153,-2255120,-4876721,-5282725,-3310624,-6182304,-3270279,-4008829,-1890710,-4017692,-4645513
110691,516378,-905937,-132921,-617406,2047008,-2316522,-2256421,-4877414,-5278436,-3309238,-6179744,-3261595,-4005973,-1889132,-4018587,-4556272
110692,517460,-908084,-131334,-616277,2043666,-2680269,-2257209,-4869974,-5270130,-3304683,-6169398,-3266998,-4002609,-1879992,-4016521,-4837332
110693,520043,-912017,-126974,-612521,2048041,-2608936,-2252913,-4865434,-5270917,-3301600,-6166087,-3276447,-4003429,-1876979,-4016012,-4893315
110694,518636,-910446,-125176,-610684,2054068,-2129034,-2249383,-4870544,-5276247,-3302331,-6171829,-3268803,-4005792,-1883274,-4019385,-4521509
110695,515239,-905378,-126932,-612567,2052179,-2030509,-2251579,-4874401,-5272507,-3302184,-6171593,-3253087,-4005041,-1885224,-4022206,-4322630
110696,515168,-903649,-127082,-613447,2047035,-2371751,-2254302,-4869478,-5262552,-3298407,-6161883,-3250331,-4002534,-1878147,-4021519,-4543103
110697,517783,-904906,-124003,-611398,2048987,-2399789,-2251818,-4864968,-5260176,-3295106,-6156744,-3255982,-4003654,-1874651,-4021358,-4655526
110698,517014,-901690,-122502,-610324,2054473,-1932364,-2248650,-4870214,-5264609,-3295733,-6161968,-3247226,-4006957,-1881357,-4025094,-4308722
110699,513620,-894370,-124977,-613179,2052959,-1749722,-2250979,-4876290,-5261531,-3296338,-6163466,-3227947,-4007346,-1885751,-4029016,-4041215
110700,512783,-890031,-126627,-615674,2046589,-2083423,-2255066,-4873556,-5250781,-3293271,-6154580,-3220461,-4005059,-1880266,-4029284,-4225014
110701,515644,-890091,-124696,-614927,2046458,-2246100,-2254039,-4868509,-5245838,-3289703,-6147525,-3225635,-4005557,-1875512,-4028909,-4426587
110702,516019,-887157,-123174,-613901,2051789,-1852331,-2250757,-4872667,-5249666,-3289899,-6151542,-3220406,-4008727,-1881092,-4032069,-4165566
110703,513213,-879661,-125643,-616601,2051605,-1614104,-2252210,-4879531,-5248042,-3290872,-6154344,-3202502,-4009459,-1886626,-4036085,-3872574
