Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
128413,544523,-1034107,-132867,-607411,1919171,-2460112,-2319883,-5169883,-5361292,-3228744,-6187922,-3806696,-3940340,-1686356,-3871234,-5065902
128414,542451,-1029307,-134229,-608309,1919248,-2287670,-2319902,-5174323,-5361306,-3229717,-6191282,-3802770,-3939095,-1690184,-3872168,-4840037
128415,541795,-1029471,-136156,-610641,1913753,-2638222,-2325181,-5171786,-5355073,-3229273,-6186242,-3800996,-3938272,-1685942,-3872568,-5050474
128416,544183,-1034543,-134762,-610006,1913274,-2872862,-2325542,-5166456,-5354124,-3228298,-6182117,-3804722,-3939797,-1681504,-3872097,-5316878
128417,545011,-1034861,-132157,-607007,1918988,-2531979,-2320082,-5168452,-5360671,-3228759,-6186972,-3806855,-3940862,-1685569,-3872017,-5125029
128418,542897,-1030219,-133228,-607444,1920198,-2275654,-2318982,-5173656,-5362322,-3229948,-6191640,-3803532,-3939935,-1690514,-3872981,-4849356
128419,541669,-1029167,-135474,-609890,1914937,-2565431,-2324019,-5172358,-5356352,-3229731,-6187610,-3800894,-3938764,-1687323,-3873437,-4994489
128420,543859,-1033944,-134662,-609834,1913177,-2878141,-2325591,-5166534,-5353714,-3228569,-6182227,-3803900,-3939857,-1681891,-3872867,-5301189
128421,545225,-1035391,-131765,-606751,1918544,-2604602,-2320409,-5167110,-5359687,-3228639,-6185779,-3806764,-3941148,-1684647,-3872501,-5180364
128422,543393,-1031017,-132184,-606532,1921075,-2278838,-2318063,-5172601,-5362906,-3229999,-6191564,-3804192,-3940613,-1690503,-3873501,-4870278
128423,541651,-1028943,-134632,-609111,1916329,-2491204,-2322691,-5172752,-5357812,-3230227,-6189057,-3801002,-3939433,-1688868,-3874317,-4941581
128424,543261,-1033303,-134584,-609866,1913218,-2861427,-2325633,-5167111,-5353900,-3229196,-6183101,-3803273,-3940302,-1683071,-3873987,-5268557
128425,545084,-1035941,-131714,-607008,1917877,-2678454,-2321160,-5166285,-5359009,-3229017,-6185214,-3806814,-3941869,-1684406,-3873534,-5231131
128426,543724,-1032037,-131447,-606044,1921628,-2298761,-2317642,-5171725,-5363421,-3230196,-6191447,-3804870,-3941519,-1690524,-3874219,-4903317
128427,541806,-1028752,-133749,-608281,1917964,-2419716,-2321312,-5173032,-5359255,-3230654,-6190361,-3801071,-3940234,-1690316,-3875116,-4894596
128428,542921,-1032264,-134279,-609603,1913841,-2824575,-2325264,-5167674,-5354225,-3229761,-6184068,-3802396,-3940741,-1684381,-3874974,-5221954
128429,544947,-1036012,-131660,-607275,1917326,-2743507,-2321924,-5165543,-5358136,-3229444,-6184656,-3806437,-3942541,-1684252,-3874504,-5269727
128430,544023,-1032918,-130725,-605697,1921971,-2335710,-2317536,-5170526,-5363543,-3230512,-6191154,-3805430,-3942461,-1690425,-3875048,-4946226
128431,541829,-1028938,-132912,-607746,1919300,-2360283,-2320207,-5173121,-5360532,-3231166,-6191601,-3801363,-3941089,-1691689,-3876066,-4859873
128432,542261,-1031533,-134122,-609671,1914267,-2772844,-2324984,-5168535,-5354786,-3230459,-6185436,-3801767,-3941244,-1686091,-3876223,-5166670
128433,544644,-1035926,-131779,-607822,1916601,-2799329,-2322678,-5165084,-5357237,-3229897,-6184363,-3806021,-3943147,-1684450,-3875718,-5296587
128434,544171,-1033843,-130317,-605761,1921818,-2386485,-2317702,-5169522,-5363556,-3230914,-6190830,-3806172,-3943562,-1690440,-3876092,-4996689
128435,541771,-1029489,-132441,-607632,1920154,-2314216,-2319352,-5173419,-5362153,-3231943,-6192911,-3802225,-3942364,-1693220,-3877223,-4838644
128436,541699,-1030876,-134081,-609916,1914681,-2708366,-2324531,-5169749,-5355875,-3231236,-6187036,-3801485,-3941955,-1688069,-3877426,-5106539
128437,544199,-1035784,-132227,-608742,1915584,-2843454,-2323526,-5165231,-5356684,-3230496,-6184394,-3805717,-3943807,-1685011,-3877016,-5311782
128438,544331,-1034921,-130282,-606312,1921047,-2452034,-2318243,-5168690,-5363397,-3231342,-6190355,-3806954,-3944614,-1690322,-3877302,-5055445
128439,542261,-1030121,-131884,-607466,1920881,-2284488,-2318422,-5173282,-5363530,-3232527,-6193840,-3803194,-3943536,-1694348,-3878445,-4832370
128440,541681,-1030270,-133896,-609931,1915306,-2639179,-2323682,-5170720,-5357242,-3232067,-6188701,-3801455,-3942736,-1690052,-3878806,-5046884
128441,544191,-1035262,-132513,-609295,1914865,-2870833,-2323954,-5165420,-5356310,-3231060,-6184541,-3805239,-3944260,-1685621,-3878237,-5312043
128442,544990,-1035574,-130039,-606436,1920450,-2527043,-2318529,-5167588,-5362956,-3231620,-6189530,-3807454,-3945401,-1689876,-3878248,-5116806
128443,542872,-1030990,-131269,-607072,1921458,-2274642,-2317559,-5172931,-5364654,-3232865,-6194206,-3804159,-3944540,-1694884,-3879328,-4843207
128444,541670,-1030036,-133597,-609649,1916048,-2567576,-2322726,-5171717,-5358824,-3232790,-6190315,-3801734,-3943602,-1691874,-3880009,-4991356
128445,543776,-1034950,-132930,-609696,1914188,-2879714,-2324415,-5166086,-5356419,-3231833,-6185202,-3805019,-3944976,-1686706,-3879667,-5298576
128446,544909,-1036615,-130338,-606852,1919326,-2604232,-2319481,-5166997,-5362559,-3232046,-6188960,-3808041,-3946432,-1689677,-3879461,-5175945
128447,542967,-1032381,-130997,-606772,1921647,-2280986,-2317341,-5172712,-5365883,-3233461,-6194819,-3805552,-3945935,-1695634,-3880547,-4867232
128448,541199,-1030442,-133572,-609404,1916746,-2496658,-2322121,-5172958,-5360804,-3233684,-6192329,-3802439,-3944796,-1694029,-3881412,-4941344
128449,542836,-1035001,-133637,-610263,1913549,-2867967,-2325163,-5167401,-5357122,-3232846,-6186566,-3805011,-3945872,-1688434,-3881341,-5270111
128450,544583,-1037777,-130887,-607441,1918151,-2680899,-2320773,-5166747,-5362333,-3232707,-6188802,-3808627,-3947496,-1689917,-3880974,-5229760
128451,543167,-1033920,-130710,-606477,1921811,-2303411,-2317361,-5172233,-5366782,-3233927,-6195079,-3806734,-3947147,-1696134,-3881741,-4902836
128452,541088,-1030944,-133251,-608926,1917811,-2430566,-2321302,-5173689,-5362769,-3234539,-6194119,-3803199,-3946001,-1696040,-3882792,-4899415
128453,542368,-1034599,-133791,-610202,1913676,-2836534,-2325247,-5168284,-5357822,-3233609,-6187851,-3804706,-3946547,-1690096,-3882687,-5229214
128454,544553,-1038341,-131121,-607733,1917267,-2750520,-2321786,-5166132,-5361755,-3233168,-6188402,-3808792,-3948294,-1689963,-3882222,-5273527
128455,543680,-1035212,-130197,-606051,1921913,-2343455,-2317399,-5171156,-5367256,-3234259,-6194891,-3807817,-3948236,-1696168,-3882806,-4949626
128456,541491,-1031424,-132531,-608174,1919048,-2374283,-2320254,-5173783,-5364396,-3235022,-6195338,-3803922,-3946992,-1697412,-3883907,-4868457
128457,542106,-1034045,-133644,-609935,1914134,-2787694,-2324948,-5169082,-5358595,-3234170,-6189036,-3804342,-3947061,-1691649,-3883964,-5177638
128458,544455,-1038532,-131328,-607994,1916535,-2808869,-2322643,-5165731,-5361133,-3233644,-6188027,-3808651,-3948948,-1690083,-3883505,-5304124
128459,544040,-1036469,-129849,-605857,1921766,-2395354,-2317668,-5170127,-5367483,-3234767,-6194559,-3808789,-3949393,-1696132,-3884012,-5003034
128460,541791,-1032136,-131918,-607583,1920129,-2329036,-2319343,-5173869,-5366032,-3235793,-6196545,-3804881,-3948222,-1698839,-3885167,-4849504
128461,541851,-1033664,-133486,-609688,1914794,-2726060,-2324467,-5170022,-5359828,-3235194,-6190631,-3804272,-3947872,-1693648,-3885361,-5120540
128462,544396,-1038572,-131484,-608223,1915951,-2853665,-2323321,-5165471,-5360695,-3234387,-6187954,-3808424,-3949593,-1690529,-3884734,-5320738
128463,544534,-1037614,-129423,-605541,1921569,-2460462,-2317971,-5168912,-5367319,-3235162,-6193831,-3809513,-3950274,-1695747,-3884855,-5061486
128464,542366,-1032914,-130986,-606577,1921401,-2299789,-2318280,-5173404,-5367270,-3236268,-6197139,-3805714,-3949114,-1699604,-3885939,-4843465
128465,541776,-1033200,-132927,-608911,1915937,-2656552,-2323581,-5170706,-5361003,-3235880,-6192001,-3804122,-3948374,-1695276,-3886307,-5061573
128466,544069,-1038459,-131712,-608349,1915444,-2881442,-2323972,-5165554,-5360370,-3235185,-6188187,-3808180,-3950122,-1691197,-3885967,-5322740
128467,544763,-1038718,-129296,-605444,1921052,-2532567,-2318584,-5167771,-5366963,-3235739,-6193239,-3810271,-3951144,-1695491,-3885899,-5122137
128468,542753,-1033986,-130376,-605881,1922178,-2285719,-2317545,-5172891,-5368437,-3236949,-6197786,-3806842,-3950157,-1700391,-3886862,-4851662
128469,541673,-1033064,-132614,-608346,1916853,-2583325,-2322636,-5171455,-5362509,-3236824,-6193723,-3804365,-3949134,-1697207,-3887351,-5004985
128470,543909,-1037936,-131800,-608285,1915169,-2888726,-2324119,-5165689,-5360077,-3235765,-6188515,-3807522,-3950342,-1691910,-3886775,-5308510
128471,545213,-1039326,-129022,-605235,1920517,-2607546,-2318939,-5166457,-5366146,-3235942,-6192274,-3810379,-3951599,-1694872,-3886442,-5179890
128472,543421,-1034898,-129535,-605027,1922826,-2289524,-2316705,-5171901,-5369179,-3237221,-6197863,-3807653,-3950924,-1700566,-3887377,-4873691
128473,541788,-1032946,-131972,-607580,1917962,-2511686,-2321353,-5171862,-5363937,-3237315,-6195111,-3804486,-3949674,-1698711,-3888136,-4953904
128474,543538,-1037461,-131861,-608289,1914927,-2876480,-2324130,-5166177,-5360197,-3236301,-6189255,-3806989,-3950643,-1692993,-3887843,-5279650
128475,545345,-1039992,-129021,-605411,1919609,-2681093,-2319586,-5165581,-5365454,-3236183,-6191607,-3810578,-3952206,-1694544,-3887453,-5231179
128476,543889,-1036102,-128900,-604564,1923073,-2309979,-2316275,-5171097,-5369809,-3237478,-6197871,-3808694,-3951821,-1700698,-3888288,-4906875
128477,541809,-1033276,-131471,-607126,1918909,-2444289,-2320309,-5172499,-5365688,-3238024,-6196752,-3805206,-3950636,-1700424,-3889319,-4910039
128478,543048,-1036996,-132010,-608415,1914813,-2844764,-2324185,-5167102,-5360934,-3237172,-6190620,-3806866,-3951301,-1694556,-3889277,-5238004
128479,545093,-1040569,-129374,-605917,1918468,-2749445,-2320661,-5165139,-5364992,-3236735,-6191357,-3810882,-3953018,-1694546,-3888777,-5274025
128480,544127,-1037339,-128527,-604296,1923016,-2346052,-2316366,-5170182,-5370307,-3237817,-6197794,-3809802,-3952847,-1700671,-3889307,-4950345
128481,542013,-1033509,-130807,-606373,1920106,-2386121,-2319227,-5172596,-5367197,-3238437,-6197993,-3805816,-3951423,-1701682,-3890288,-4876466
128482,542636,-1036261,-131907,-608144,1915199,-2798894,-2323915,-5167849,-5361529,-3237579,-6191711,-3806344,-3951528,-1695899,-3890321,-5187588
128483,544841,-1040730,-129632,-606232,1917592,-2810332,-2321619,-5164744,-5364281,-3237063,-6190922,-3810701,-3953452,-1694468,-3889899,-5306759
128484,544273,-1038614,-128311,-604190,1922761,-2397926,-2316778,-5169384,-5370597,-3238140,-6197491,-3810797,-3953868,-1700521,-3890391,-5003684
128485,542132,-1034221,-130344,-605828,1921188,-2339201,-2318421,-5172873,-5368940,-3239051,-6199276,-3806782,-3952601,-1703004,-3891431,-4855172
128486,542258,-1035807,-131867,-607927,1915889,-2738017,-2323521,-5168929,-5362702,-3238324,-6193281,-3806240,-3952184,-1697686,-3891577,-5130087
128487,544663,-1040711,-129919,-606502,1917093,-2857206,-2322364,-5164584,-5363807,-3237627,-6190887,-3810595,-3953988,-1694828,-3891121,-5324691
128488,544702,-1039616,-127914,-603874,1922758,-2461507,-2317004,-5168081,-5370455,-3238454,-6196867,-3811644,-3954656,-1700166,-3891329,-5061559
128489,542556,-1034879,-129494,-604971,1922482,-2307651,-2317349,-5172446,-5370216,-3239487,-6200011,-3807702,-3953429,-1703832,-3892340,-4847752
128490,541942,-1035323,-131491,-607381,1916933,-2669284,-2322719,-5169719,-5364055,-3239157,-6194898,-3806266,-3952785,-1699487,-3892775,-5071125
128491,544357,-1040397,-130083,-606671,1916726,-2885716,-2322891,-5164531,-5363466,-3238311,-6191052,-3810214,-3954411,-1695335,-3892300,-5326997
128492,545031,-1040474,-127636,-603732,1922434,-2532491,-2317448,-5166812,-5370025,-3238801,-6196098,-3812164,-3955341,-1699600,-3892209,-5120959
128493,542872,-1035859,-128896,-604376,1923356,-2292742,-2316686,-5171999,-5371486,-3240098,-6200634,-3808802,-3954409,-1704467,-3893321,-4854562
128494,541701,-1035187,-131258,-607011,1917892,-2596619,-2321974,-5170596,-5365668,-3240092,-6196633,-3806557,-3953526,-1701309,-3894052,-5014039
128495,543944,-1040102,-130387,-606938,1916358,-2895977,-2323405,-5164881,-5363449,-3239058,-6191571,-3809877,-3954827,-1696149,-3893624,-5314840
128496,545186,-1041387,-127625,-603918,1921766,-2608126,-2318237,-5165789,-5369669,-3239321,-6195506,-3812778,-3956148,-1699281,-3893432,-5179726
128497,543399,-1036846,-128148,-603786,1924093,-2293618,-2316109,-5171224,-5372462,-3240507,-6200896,-3809844,-3955289,-1704854,-3894297,-4874445
128498,541796,-1034914,-130577,-606362,1919231,-2522130,-2320854,-5171086,-5367212,-3240712,-6198102,-3806754,-3954119,-1702949,-3895103,-4960164
128499,543511,-1039508,-130499,-607090,1916252,-2886394,-2323651,-5165414,-5363732,-3239925,-6192429,-3809469,-3955224,-1697358,-3894939,-5287291
128500,545208,-1042066,-127724,-604247,1920964,-2685054,-2319141,-5164887,-5369026,-3239826,-6194816,-3812974,-3956697,-1698934,-3894506,-5233851
128501,543872,-1038013,-127535,-603279,1924555,-2314950,-2315769,-5170221,-5373217,-3241065,-6200954,-3810902,-3956187,-1704979,-3895244,-4908682
128502,541966,-1035089,-129931,-605640,1920509,-2456212,-2319708,-5171336,-5368880,-3241524,-6199576,-3807289,-3954867,-1704491,-3896146,-4917305
128503,543176,-1038944,-130459,-606927,1916471,-2857561,-2323527,-5165922,-5364142,-3240691,-6193405,-3809017,-3955531,-1698604,-3896064,-5247703
128504,545282,-1042442,-127751,-604366,1920329,-2754428,-2319821,-5163947,-5368335,-3240373,-6194277,-3813046,-3957268,-1698722,-3895607,-5278120
128505,544301,-1039172,-126951,-602827,1924803,-2351511,-2315534,-5169022,-5373656,-3241488,-6200764,-3811871,-3957122,-1704900,-3896206,-4953090
128506,542050,-1035613,-129438,-605086,1921659,-2398123,-2318617,-5171551,-5370609,-3242260,-6201022,-3807984,-3955881,-1705951,-3897337,-4884267
128507,542567,-1038648,-130669,-606996,1916643,-2812508,-2323359,-5166901,-5365171,-3241636,-6194903,-3808800,-3956207,-1700318,-3897523,-5198364
128508,544996,-1042934,-128184,-604881,1919316,-2815928,-2320714,-5163612,-5367995,-3241084,-6194118,-3813114,-3958024,-1698928,-3896979,-5311923
128509,544733,-1040491,-126618,-602619,1924680,-2401836,-2315596,-5167927,-5373928,-3241872,-6200383,-3812806,-3958082,-1704710,-3897166,-5005534
128510,542634,-1036027,-128554,-604191,1923055,-2350647,-2317249,-5171270,-5371886,-3242516,-6201804,-3808486,-3956526,-1706809,-3897962,-4862761
128511,542756,-1037617,-129984,-606201,1917774,-2751260,-2322260,-5167161,-5365783,-3241901,-6195888,-3808076,-3956273,-1701549,-3898199,-5141104
128512,545146,-1042507,-128023,-604785,1919028,-2862876,-2320955,-5162817,-5366986,-3241159,-6193552,-3812356,-3958071,-1698712,-3897684,-5330531
128513,545326,-1041276,-125847,-601989,1924828,-2471134,-2315426,-5166171,-5373494,-3241862,-6199451,-3813236,-3958526,-1703882,-3897758,-5068462
128514,543092,-1036671,-127454,-603097,1924498,-2324730,-2315908,-5170546,-5373245,-3242856,-6202480,-3809309,-3957218,-1707430,-3898758,-4861191
128515,542454,-1037269,-129408,-605492,1918953,-2688401,-2321289,-5167735,-5367080,-3242435,-6197252,-3807878,-3956553,-1702950,-3899132,-5088249
128516,544967,-1042259,-127759,-604489,1919036,-2897702,-2321206,-5162434,-5366606,-3241520,-6193451,-3811817,-3958169,-1698850,-3898591,-5340324
128517,545689,-1042190,-125185,-601432,1924889,-2539489,-2315659,-5164696,-5373061,-3241910,-6198447,-3813538,-3958970,-1703144,-3898421,-5128582
128518,543589,-1037451,-126351,-601964,1925876,-2304078,-2314824,-5169648,-5374242,-3243060,-6202790,-3809967,-3957902,-1707856,-3899415,-4864194
128519,542274,-1036955,-128742,-604637,1920318,-2611574,-2320204,-5168236,-5368329,-3242997,-6198681,-3807718,-3957049,-1704620,-3900114,-5027429
128520,544486,-1041775,-127748,-604410,1918955,-2902963,-2321491,-5162591,-5366261,-3242005,-6193709,-3811012,-3958384,-1699549,-3899662,-5323261
128521,545824,-1042863,-124946,-601299,1924529,-2610171,-2316175,-5163406,-5372229,-3242070,-6197500,-3813533,-3959438,-1702557,-3899232,-5181930
128522,544079,-1038259,-125451,-601096,1926879,-2302887,-2314020,-5168693,-5374857,-3243242,-6202791,-3810500,-3958540,-1708026,-3900020,-4880907
128523,542348,-1036479,-127886,-603679,1921924,-2535504,-2318869,-5168559,-5369752,-3243617,-6200069,-3807621,-3957581,-1706249,-3900990,-4971653
128524,543932,-1041156,-127912,-604476,1918948,-2889108,-2321727,-5162959,-5366455,-3242867,-6194566,-3810397,-3958859,-1700859,-3900929,-5292271
128525,545588,-1043493,-125176,-601655,1923736,-2679272,-2317198,-5162502,-5371873,-3242871,-6197172,-3813866,-3960434,-1702707,-3900572,-5230283
128526,544124,-1039339,-125116,-600840,1927177,-2313636,-2313983,-5167894,-5375924,-3244116,-6203266,-3811671,-3959956,-1708811,-3901373,-4906039
128527,542148,-1036522,-127614,-603309,1922998,-2463745,-2318076,-5168947,-5371467,-3244562,-6201756,-3808046,-3958664,-1708257,-3902312,-4921579
128528,543379,-1040447,-128129,-604577,1918996,-2863284,-2321846,-5163564,-5366797,-3243706,-6195560,-3809791,-3959314,-1702392,-3902211,-5252659
128529,545594,-1043653,-125236,-601814,1923058,-2750429,-2317893,-5161609,-5370959,-3243232,-6196348,-3813577,-3960848,-1702506,-3901567,-5275381
128530,544801,-1039961,-124276,-600117,1927664,-2347591,-2313467,-5166507,-5375959,-3244183,-6202564,-3812056,-3960495,-1708564,-3901940,-4947609
128531,542682,-1036142,-126551,-602211,1924584,-2402711,-2316433,-5168669,-5372624,-3244784,-6202485,-3808044,-3959104,-1709387,-3902880,-4885210
128532,543334,-1039032,-127584,-603924,1919767,-2815897,-2320932,-5163739,-5367054,-3243979,-6196132,-3808707,-3959256,-1703567,-3902884,-5200396
128533,545574,-1043246,-125112,-601832,1922431,-2810638,-2318234,-5160551,-5369897,-3243432,-6195419,-3812906,-3960991,-1702279,-3902324,-5307017
128534,545146,-1040641,-123586,-599606,1927681,-2396741,-2313135,-5164921,-5375864,-3244344,-6201774,-3812576,-3961103,-1708244,-3902656,-4998375
128535,542769,-1036342,-125737,-601387,1925714,-2354623,-2315026,-5168321,-5373893,-3245192,-6203241,-3808447,-3959734,-1710462,-3903641,-4861918
128536,542649,-1038252,-127365,-603609,1920206,-2757756,-2320199,-5164397,-5367927,-3244676,-6197366,-3808209,-3959642,-1705262,-3903952,-5144361
128537,545084,-1042924,-125229,-602001,1921663,-2859057,-2318674,-5160064,-5369159,-3243849,-6195069,-3812389,-3961352,-1702499,-3903375,-5326864
128538,545166,-1041431,-123137,-599276,1927401,-2458845,-2313145,-5163544,-5375506,-3244444,-6200902,-3812999,-3961722,-1707764,-3903408,-5055574
128539,542846,-1036696,-124833,-600469,1926834,-2320827,-2313689,-5167821,-5374908,-3245312,-6203684,-3808907,-3960379,-1711187,-3904340,-4852328
128540,542331,-1037137,-126597,-602648,1921403,-2689324,-2318829,-5164761,-5368572,-3244739,-6198257,-3807470,-3959671,-1706607,-3904608,-5084659
128541,544692,-1042112,-124994,-601717,1921490,-2890880,-2318669,-5159584,-5367989,-3243621,-6194444,-3811266,-3961106,-1702470,-3903930,-5331717
128542,545559,-1041543,-122170,-598414,1927623,-2528850,-2312807,-5161640,-5374140,-3243681,-6199266,-3812600,-3961587,-1706558,-3903458,-5115176
128543,543511,-1036550,-123202,-598810,1928636,-2300851,-2311907,-5166389,-5375006,-3244532,-6203268,-3808739,-3960304,-1710986,-3904269,-4855374
128544,542247,-1035927,-125425,-601312,1923239,-2614308,-2317111,-5164651,-5368987,-3244267,-6198922,-3806436,-3959322,-1707512,-3904841,-5024658
128545,544257,-1040914,-124568,-601201,1921874,-2902744,-2318436,-5159052,-5366952,-3243221,-6194014,-3809838,-3960660,-1702491,-3904400,-5319613
128546,545506,-1041798,-121651,-598008,1927578,-2603909,-2313026,-5160001,-5372952,-3243249,-6197856,-3812316,-3961686,-1705602,-3904033,-5173111
128547,543694,-1037037,-122107,-597757,1929954,-2299122,-2310916,-5165240,-5375379,-3244282,-6202989,-3809110,-3960707,-1710972,-3904834,-4872182
128548,542153,-1035107,-124334,-600141,1925182,-2539525,-2315596,-5164695,-5369884,-3244275,-6199862,-3805962,-3959471,-1708774,-3905514,-4968977
128549,543989,-1039577,-123962,-600583,1922600,-2893996,-2318042,-5158820,-5366246,-3243086,-6193931,-3808417,-3960312,-1702931,-3905008,-5292250
128550,545671,-1041694,-120968,-597543,1927684,-2677435,-2313206,-5158329,-5371476,-3242824,-6196369,-3811624,-3961581,-1704601,-3904441,-5225084
128551,544330,-1037241,-120629,-596476,1931374,-2314250,-2309755,-5163431,-5375217,-3243816,-6202202,-3809141,-3960833,-1710421,-3905009,-4901271
128552,542274,-1034340,-123003,-598859,1927249,-2468657,-2313820,-5164342,-5370609,-3244136,-6200501,-3805419,-3959447,-1709639,-3905826,-4920958
128553,543376,-1038311,-123493,-600128,1923299,-2866165,-2317564,-5158931,-5365994,-3243246,-6194311,-3807229,-3960126,-1703769,-3905684,-5251970
128554,545382,-1041576,-120700,-597445,1927371,-2748403,-2313640,-5157149,-5370256,-3242888,-6195284,-3811133,-3961739,-1704033,-3905118,-5270316
128555,544499,-1037859,-119752,-595757,1932027,-2346419,-2309232,-5162079,-5375115,-3243802,-6201483,-3809544,-3961306,-1710001,-3905484,-4942242
128556,542319,-1034086,-121994,-597857,1928924,-2406179,-2312258,-5164176,-5371574,-3244322,-6201236,-3805393,-3959806,-1710634,-3906348,-4883725
128557,542753,-1037158,-123117,-599659,1924016,-2820467,-2316882,-5159352,-5366154,-3243694,-6194994,-3806264,-3960126,-1704934,-3906493,-5201276
128558,544983,-1041307,-120611,-597484,1926840,-2808726,-2314081,-5156237,-5369039,-3243159,-6194338,-3810431,-3961842,-1703679,-3905922,-5302829
128559,544548,-1038586,-119108,-595256,1932153,-2394536,-2308981,-5160629,-5374828,-3244006,-6200576,-3809894,-3961782,-1709500,-3906102,-4992339
128560,542308,-1034161,-121124,-596945,1930269,-2356554,-2310851,-5163906,-5372666,-3244800,-6201867,-3805647,-3960328,-1711572,-3907006,-4859092
128561,542431,-1035927,-122527,-598961,1924969,-2760572,-2315851,-5159756,-5366549,-3244188,-6195822,-3805328,-3960088,-1706229,-3907161,-5143256
128562,544774,-1040704,-120500,-597421,1926411,-2856042,-2314367,-5155582,-5367829,-3243469,-6193599,-3809517,-3961802,-1703556,-3906562,-5321666
128563,544925,-1039071,-118442,-594676,1932196,-2453545,-2308753,-5159068,-5374143,-3244144,-6199469,-3810027,-3962155,-1708867,-3906594,-5047157
128564,542778,-1034214,-120086,-595861,1931623,-2320334,-2309287,-5163221,-5373522,-3245145,-6202267,-3805934,-3960844,-1712294,-3907594,-4846776
128565,542166,-1034926,-122047,-598283,1925965,-2692678,-2314697,-5160312,-5367264,-3244773,-6196887,-3804642,-3960276,-1707754,-3907959,-5083195
128566,544471,-1039977,-120512,-597392,1926009,-2887535,-2314549,-5155281,-5367054,-3243970,-6193334,-3808699,-3961986,-1703943,-3907474,-5326463
128567,545109,-1039595,-118009,-594414,1931854,-2521740,-2308926,-5157715,-5373514,-3244388,-6198496,-3810265,-3962742,-1708385,-3907292,-5105102
128568,542998,-1034765,-119277,-595107,1932576,-2299739,-2308287,-5162652,-5374356,-3245438,-6202527,-3806457,-3961574,-1712864,-3908162,-4848365
128569,541839,-1034246,-121519,-597687,1927059,-2618899,-2313564,-5160952,-5368279,-3245238,-6198114,-3804244,-3960660,-1709371,-3908682,-5023227
128570,544122,-1039101,-120459,-597393,1925864,-2902152,-2314643,-5155268,-5366373,-3244224,-6193290,-3807759,-3962001,-1704414,-3908221,-5316607
128571,545319,-1039928,-117611,-594234,1931533,-2596838,-2309229,-5156372,-5372452,-3244279,-6197273,-3810182,-3963005,-1707631,-3907847,-5163804
128572,543576,-1035126,-118146,-594069,1933769,-2297974,-2307176,-5161590,-5374700,-3245217,-6202288,-3806867,-3961949,-1712875,-3908597,-4865712
128573,542117,-1033358,-120487,-596560,1928847,-2544451,-2311966,-5161117,-5369126,-3245207,-6199076,-3803797,-3960726,-1710596,-3909293,-4968437
128574,543839,-1038109,-120333,-597182,1926104,-2895090,-2314582,-5155529,-5365853,-3244297,-6193479,-3806661,-3961876,-1705103,-3909069,-5290796
128575,545628,-1040091,-117297,-594021,1931269,-2672187,-2309607,-5155068,-5371172,-3244042,-6195997,-3809799,-3963119,-1706886,-3908454,-5217948
128576,544091,-1035820,-117275,-593257,1934628,-2312966,-2306454,-5160462,-5374915,-3245070,-6201851,-3807314,-3962431,-1712762,-3909092,-4895630
128577,542204,-1032982,-119660,-595644,1930432,-2474193,-2310531,-5161278,-5370249,-3245378,-6200079,-3803682,-3961117,-1711911,-3909932,-4921407
128578,543683,-1036755,-119851,-596609,1926789,-2868363,-2313957,-5155568,-5365552,-3244316,-6193757,-3805394,-3961657,-1705839,-3909637,-5251997
128579,545701,-1039922,-117050,-593899,1930888,-2743247,-2309984,-5153823,-5369779,-3243799,-6194729,-3809114,-3963112,-1706095,-3908926,-5264066
128580,544606,-1036298,-116297,-592412,1935264,-2345164,-2305795,-5158959,-5374736,-3244785,-6201026,-3807589,-3962796,-1712224,-3909386,-4937304
128581,542461,-1032621,-118601,-594575,1932006,-2411469,-2308919,-5161066,-5371273,-3245372,-6200799,-3803605,-3961460,-1712900,-3910344,-4883939
128582,543178,-1035651,-119563,-596254,1927261,-2825132,-2313343,-5156097,-5365819,-3244599,-6194506,-3804523,-3961771,-1707099,-3910353,-5202914
128583,545613,-1039604,-116904,-593874,1930294,-2806269,-2310297,-5152925,-5368657,-3243827,-6193839,-3808565,-3963341,-1705789,-3909591,-5299813
128584,545056,-1036918,-115496,-591706,1935471,-2392722,-2305304,-5157446,-5374412,-3244637,-6200121,-3807968,-3963275,-1711649,-3909829,-4987921
128585,542729,-1032644,-117626,-593486,1933374,-2362888,-2307328,-5160726,-5372229,-3245434,-6201396,-3803817,-3961868,-1713699,-3910835,-4860382
128586,542785,-1034604,-119097,-595545,1928046,-2769215,-2312376,-5156626,-5366123,-3244739,-6195306,-3803589,-3961633,-1708276,-3910934,-5147809
128587,545128,-1039381,-117059,-593957,1929586,-2858323,-2310773,-5152509,-5367571,-3243969,-6193207,-3807876,-3963372,-1705691,-3910321,-5322531
128588,545059,-1037754,-115089,-591315,1935236,-2453792,-2305315,-5156163,-5373908,-3244647,-6199152,-3808432,-3963742,-1711075,-3910384,-5044911
128589,542564,-1033207,-116913,-592674,1934428,-2329921,-2306150,-5160512,-5373211,-3245602,-6201812,-3804384,-3962394,-1714367,-3911362,-4851141
128590,541824,-1034135,-118857,-595108,1928799,-2704536,-2311572,-5157649,-5367002,-3245186,-6196407,-3803242,-3961830,-1709739,-3911741,-5091694
