Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0,18.19125,18.47151,15.74265,16.94832,23.2432,20.14816,29.5815,9.99481
1,18.44997,18.98063,16.76345,18.23472,24.5168,20.65824,30.60486,10.24905
2,20.26101,21.52623,18.29465,19.26384,24.77152,20.65824,29.5815,12.02873
3,23.62437,24.07183,19.06025,18.492,22.98848,17.8528,26.25558,12.79145
4,22.58949,22.79903,17.27385,15.66192,19.93184,14.28224,22.92966,9.74057
5,16.89765,16.68959,12.42505,10.7736,14.58272,9.94656,18.0687,5.92697
6,11.46453,11.85295,7.83145,5.88528,9.74304,5.1008,12.9519,2.11337
7,9.65349,10.32559,6.04505,3.82704,7.70528,3.06048,11.16102,0.07945
8,7.06629,7.01631,2.72745,0.99696,4.39392,1.53024,9.37014,-3.22567
9,1.37445,1.67055,-2.88695,-3.3768,0.3184,-2.04032,5.02086,-7.80199
10,-2.50635,-2.14785,-6.45975,-5.9496,-0.70048,-4.33568,1.95078,-10.09015
11,-3.02379,-2.65697,-6.71495,-6.97872,-1.46464,-5.86592,0.67158,-10.59863
12,-3.79995,-3.42065,-6.71495,-7.49328,-3.5024,-7.90624,0.1599,-12.88679
13,-3.02379,-2.65697,-4.67335,-4.92048,-2.99296,-6.88608,1.95078,-11.61559
14,3.18549,4.47071,1.70665,1.51152,2.10144,-1.02016,8.34678,-2.71719
15,9.39477,10.32559,6.55545,5.88528,6.17696,2.04032,10.13766,3.38457
16,8.10117,8.28911,4.76905,3.82704,4.64864,0.51008,9.1143,1.09641
17,6.03141,6.50719,3.23785,2.28336,5.15808,2.80544,12.44022,-1.95447
18,5.77269,6.50719,2.72745,3.31248,7.70528,7.90624,17.30118,-2.20871
19,4.47909,5.23439,3.23785,4.3416,8.72416,10.71168,18.0687,-2.97143
20,0.59829,0.90687,1.19625,2.02608,6.94112,9.43648,14.2311,-6.02231
21,-3.28251,-2.65697,-2.12135,-1.31856,3.88448,6.376,11.16102,-7.54775
22,-3.54123,-2.91153,-3.65255,-2.60496,3.12032,5.35584,11.41686,-6.53079
23,-1.47147,-0.62049,-2.12135,-1.83312,4.39392,6.12096,12.44022,-5.00535
24,-0.17787,0.65231,-1.35575,-1.57584,3.62976,4.84576,11.92854,-6.02231
25,2.15061,2.94335,0.43065,0.22512,3.88448,3.8256,10.90518,-4.49687
26,7.06629,8.03455,6.04505,6.39984,9.2336,7.90624,14.48694,0.58793
27,9.39477,9.81647,8.59705,9.4872,12.29024,9.94656,16.7895,1.60489
28,7.58373,8.28911,5.53465,6.65712,9.99776,6.12096,12.44022,-1.70023
29,6.80757,7.77999,3.49305,3.56976,7.19584,3.06048,9.62598,-2.97143
30,7.58373,8.79823,4.25865,3.0552,6.6864,2.04032,8.85846,-2.97143
31,8.10117,9.30735,5.02425,4.3416,6.6864,1.53024,7.57926,-1.70023
32,7.32501,8.03455,3.49305,3.82704,5.15808,0.25504,5.78838,-1.70023
33,5.77269,6.25263,1.45145,1.51152,2.8656,-2.5504,3.48582,-3.22567
34,4.47909,4.97983,0.43065,-0.03216,0.57312,-4.84576,2.20662,-7.03927
35,0.33957,0.39775,-2.63175,-1.83312,-1.20992,-6.63104,1.4391,-13.14103
36,-5.61099,-5.20257,-7.48055,-5.17776,-2.99296,-7.90624,0.1599,-16.70039
37,-5.86971,-4.94801,-7.48055,-5.17776,-2.2288,-3.8256,3.48582,-13.64951
38,-4.31739,-3.42065,-4.92855,-3.3768,-1.71936,-0.51008,5.02086,-11.36135
39,-2.76507,-1.89329,-3.65255,-2.86224,-2.2288,-1.02016,3.74166,-9.58167
40,-2.76507,-2.14785,-4.41815,-5.69232,-4.01184,-4.84576,1.69494,-11.36135
41,-5.35227,-5.20257,-6.20455,-8.5224,-5.28544,-8.16128,-0.60762,-13.39527
42,-2.50635,-2.14785,-2.88695,-5.17776,-1.46464,-5.86592,0.92742,-9.83591
43,1.63317,2.68879,0.94105,-1.57584,1.84672,-2.5504,2.7183,-6.27655
44,0.59829,0.90687,-0.33495,-2.60496,0.06368,-4.08064,-0.60762,-7.54775
45,-4.83483,-4.43889,-3.65255,-5.9496,-2.73824,-7.39616,-4.18938,-11.61559
46,-7.68075,-6.72993,-3.90775,-5.17776,-1.20992,-5.35584,-1.1193,-12.63255
47,-6.12843,-5.20257,-0.84535,-1.57584,3.88448,0.25504,4.76502,-12.12407
48,-7.68075,-8.00273,-3.14215,-1.83312,4.64864,1.02016,5.78838,-16.70039
49,-13.89003,-14.11217,-8.50135,-5.69232,0.82784,-2.04032,3.74166,-22.03943
50,-15.95979,-15.38497,-9.77735,-6.97872,-0.9552,-4.08064,1.69494,-22.03943
51,-12.33771,-11.05745,-6.45975,-5.17776,0.3184,-2.80544,2.97414,-19.24279
52,-7.42203,-6.47537,-5.18375,-5.9496,-0.9552,-3.8256,3.22998,-17.71735
53,-4.57611,-4.18433,-6.20455,-8.77968,-4.01184,-6.376,1.69494,-16.95463
54,-0.17787,0.65231,-2.12135,-4.6632,-0.9552,-2.80544,5.53254,-12.37831
55,2.92677,3.19791,3.49305,2.28336,6.17696,4.59072,13.20774,-10.59863
56,2.40933,2.68879,5.27945,6.14256,12.29024,9.69152,18.32454,-13.14103
57,1.37445,1.92511,5.27945,7.68624,16.11104,12.49696,19.85958,-14.66647
58,3.44421,4.21615,7.57625,9.22992,19.16768,14.28224,20.88294,-11.36135
59,5.77269,5.99807,7.32105,7.94352,17.38464,12.49696,18.58038,-9.58167
60,1.89189,1.67055,0.43065,1.7688,9.2336,6.12096,11.6727,-12.88679
61,-4.57611,-4.69345,-6.97015,-5.17776,1.33728,-0.25504,5.53254,-16.70039
62,-7.42203,-6.98449,-10.79815,-10.06608,-3.24768,-4.59072,2.7183,-16.44615
63,-11.56155,-11.82113,-16.92295,-16.75536,-10.12512,-12.24192,-2.65434,-19.75127
64,-16.73595,-16.91233,-21.26135,-22.41552,-14.20064,-18.10784,-6.49194,-23.31063
65,-16.99467,-16.65777,-17.94375,-20.35728,-11.39872,-16.5776,-4.18938,-23.05639
66,-12.07899,-10.80289,-10.28775,-12.3816,-5.28544,-10.71168,0.41574,-18.98855
67,-6.38715,-5.71169,-5.43895,-5.9496,-0.9552,-6.63104,3.48582,-13.14103
68,-3.28251,-3.16609,-4.16295,-3.63408,2.35616,-3.8256,5.2767,-9.83591
69,-4.05867,-4.18433,-4.92855,-4.92048,2.8656,-3.06048,3.22998,-10.59863
70,-5.35227,-5.20257,-6.20455,-5.69232,2.10144,-2.5504,3.22998,-12.63255
71,-5.09355,-4.43889,-6.71495,-5.9496,1.592,-2.29536,4.50918,-13.39527
72,-6.12843,-5.71169,-7.73575,-7.75056,-1.20992,-4.08064,3.9975,-13.90375
73,-6.38715,-6.22081,-7.48055,-8.5224,-2.99296,-5.86592,3.74166,-13.39527
74,-2.24763,-1.38417,-3.14215,-4.92048,-1.20992,-4.59072,5.53254,-8.56471
75,-0.95403,-0.36593,-1.35575,-3.3768,-1.20992,-5.61088,3.74166,-9.32743
76,-3.54123,-3.67521,-3.14215,-4.40592,-2.2288,-8.16128,0.67158,-14.15799
77,-7.16331,-7.23905,-6.20455,-6.20688,-3.75712,-9.43648,-1.1193,-17.71735
78,-7.16331,-6.47537,-6.71495,-6.20688,-4.01184,-8.67136,-1.63098,-17.20887
79,-7.16331,-6.98449,-8.50135,-8.26512,-5.54016,-9.94656,-4.18938,-17.71735
80,-10.26795,-10.29377,-11.56375,-12.3816,-8.5968,-12.24192,-7.25946,-20.25975
81,-14.66619,-14.36673,-13.86055,-16.49808,-10.88928,-14.79232,-8.53866,-23.81911
82,-12.85515,-11.82113,-11.05335,-13.92528,-8.08736,-11.4768,-3.42186,-21.27671
83,-6.90459,-5.96625,-5.43895,-7.49328,-3.24768,-6.376,2.20662,-15.68343
84,-6.12843,-6.22081,-5.69415,-6.46416,-3.75712,-7.90624,1.69494,-14.66647
85,-9.75051,-10.54833,-10.28775,-10.83792,-8.08736,-13.26208,-2.91018,-16.44615
86,-8.45691,-7.74817,-9.52215,-11.35248,-7.3232,-12.24192,-1.37514,-12.88679
87,-5.35227,-4.69345,-8.24615,-11.35248,-7.57792,-10.71168,-0.35178,-11.61559
88,-7.16331,-7.23905,-10.79815,-13.92528,-10.63456,-12.24192,-2.65434,-15.17495
89,-7.42203,-7.23905,-9.77735,-12.63888,-8.5968,-8.67136,1.4391,-16.70039
90,-5.35227,-5.20257,-6.20455,-8.77968,-3.75712,-3.8256,5.53254,-15.42919
91,-4.57611,-4.18433,-6.20455,-8.00784,-2.99296,-3.8256,3.9975,-15.68343
92,-4.83483,-4.43889,-8.24615,-8.77968,-4.01184,-5.61088,1.4391,-15.42919
93,-5.35227,-5.20257,-8.75655,-8.77968,-4.26656,-5.86592,1.4391,-13.64951
94,-4.57611,-4.18433,-7.99095,-9.03696,-4.01184,-6.63104,1.95078,-11.10711
95,-5.09355,-4.69345,-9.52215,-11.35248,-6.55904,-9.94656,-0.35178,-14.92071
96,-6.90459,-6.72993,-12.58455,-14.18256,-10.63456,-14.28224,-3.42186,-20.00551
97,-6.38715,-5.71169,-13.86055,-15.98352,-12.67232,-16.32256,-4.9569,-19.49703
98,-3.54123,-2.91153,-11.30855,-14.43984,-11.144,-16.06752,-5.98026,-15.17495
99,0.08085,0.65231,-4.92855,-8.26512,-5.54016,-11.98688,-2.65434,-10.09015
100,2.15061,2.43423,0.94105,-0.804,0.82784,-6.63104,2.7183,-8.05623
101,0.33957,0.65231,2.98265,3.56976,5.4128,-3.57056,5.53254,-9.07319
102,2.15061,2.68879,6.55545,9.22992,11.7808,1.78528,8.34678,-5.51383
103,6.03141,6.50719,9.87305,13.3464,17.63936,6.63104,10.3935,-2.71719
104,8.35989,8.28911,10.12825,13.60368,19.4224,8.41632,10.90518,-3.98839
105,9.65349,10.07103,10.12825,12.83184,18.91296,8.9264,11.92854,-3.98839
106,11.98197,12.36207,12.68025,14.11824,20.18656,11.22176,15.25446,-1.44599
107,12.24069,12.10751,12.93545,13.60368,19.93184,10.2016,14.2311,-0.93751
108,5.51397,4.97983,6.81065,7.42896,13.0544,2.80544,8.34678,-7.03927
109,-1.73019,-2.40241,0.17545,0.4824,4.90336,-4.84576,1.69494,-12.12407
110,-5.86971,-5.71169,-3.90775,-4.14864,0.06368,-9.43648,-3.42186,-14.92071
111,-6.12843,-5.96625,-5.43895,-5.69232,-0.19104,-9.43648,-4.70106,-15.17495
112,-4.83483,-4.43889,-4.92855,-4.14864,1.592,-5.61088,-0.60762,-13.14103
113,-4.31739,-3.92977,-4.16295,-2.86224,2.8656,-2.04032,3.74166,-11.10711
114,-1.98891,-1.63873,-1.86615,-1.31856,4.39392,-0.25504,5.53254,-8.31047
115,1.63317,2.17967,0.68585,0.4824,6.94112,0.25504,4.50918,-6.27655
116,1.37445,0.90687,-1.10055,-1.06128,5.15808,-3.06048,0.1599,-10.34439
117,-1.21275,-1.63873,-2.88695,-2.34768,4.39392,-3.8256,-1.37514,-12.88679
118,-0.43659,-0.36593,-1.10055,-0.804,6.17696,-1.2752,0.41574,-11.10711
119,1.37445,1.67055,0.68585,0.99696,6.94112,1.02016,4.25334,-11.10711
120,-3.02379,-3.16609,-2.63175,-1.06128,3.88448,-1.2752,3.74166,-16.70039
121,-6.38715,-6.22081,-3.39735,-1.83312,3.88448,-1.78528,4.76502,-17.71735
122,-3.28251,-2.40241,-0.59015,-0.804,5.92224,-1.02016,7.06758,-13.14103
123,0.33957,0.65231,-1.35575,-3.11952,2.10144,-5.1008,4.25334,-10.59863
124,-1.21275,-1.63873,-3.90775,-6.72144,-3.24768,-10.2016,-0.35178,-13.14103
125,-6.12843,-6.22081,-5.43895,-7.49328,-4.52128,-12.49696,-2.3985,-16.19191
126,-5.35227,-4.94801,-2.63175,-3.3768,-1.20992,-11.4768,-2.91018,-15.42919
127,-1.47147,-0.36593,1.19625,2.02608,3.12032,-8.16128,-0.09594,-14.15799
128,2.40933,2.94335,5.53465,7.68624,8.46944,-2.04032,5.53254,-12.37831
129,6.03141,6.76175,10.12825,12.06,13.56384,5.35584,11.6727,-7.80199
130,12.24069,13.63487,14.72185,15.9192,18.40352,12.24192,16.53366,-0.42903
131,18.96741,19.99887,18.29465,19.00656,20.95072,15.04736,19.3479,7.19817
132,19.22613,19.48975,18.29465,18.23472,19.93184,13.26208,17.55702,8.46937
133,17.41509,17.70783,18.29465,18.23472,20.696,15.04736,18.0687,8.46937
134,20.26101,20.76255,21.61225,21.57936,24.5168,20.91328,21.65046,12.53721
135,23.62437,24.32639,23.90905,23.6376,26.55456,23.46368,21.65046,16.35081
136,21.29589,21.78079,22.63305,22.86576,25.7904,21.93344,18.83622,13.80841
137,17.15637,16.94415,20.08105,21.32208,24.77152,20.65824,17.04534,9.74057
138,15.34533,15.92591,19.31545,20.29296,24.5168,20.65824,18.58038,7.19817
139,15.08661,15.67135,17.01865,18.492,23.75264,19.38304,19.3479,4.65577
140,12.49941,13.12575,14.21145,16.94832,22.98848,17.08768,18.32454,0.84217
141,10.17093,10.32559,13.70105,16.94832,23.49792,16.5776,17.81286,-0.42903
142,13.53429,14.14399,18.03945,20.55024,27.57344,21.16832,22.41798,4.91001
143,16.63893,16.68959,19.06025,20.80752,27.82816,21.16832,21.39462,7.70665
144,11.98197,11.59839,13.70105,15.14736,21.71488,16.06752,16.7895,3.13033
145,6.03141,6.25263,7.83145,10.25904,15.6016,12.49696,16.02198,-1.44599
146,6.80757,7.77999,7.32105,9.4872,14.07328,10.45664,17.04534,-0.42903
147,7.32501,7.77999,6.04505,7.68624,10.25248,3.31552,11.6727,-3.47991
148,1.11573,0.65231,0.17545,0.99696,1.84672,-9.18144,-1.37514,-11.86983
149,-5.09355,-5.20257,-4.67335,-4.14864,-3.5024,-15.81248,-10.58538,-16.95463
150,-4.05867,-3.16609,-4.41815,-4.14864,-1.97408,-13.51712,-9.56202,-15.42919
151,0.59829,1.16143,-1.86615,-2.60496,0.82784,-9.18144,-3.42186,-11.61559
152,1.11573,1.41599,-2.63175,-3.63408,0.82784,-6.12096,1.95078,-10.85287
153,-3.54123,-3.67521,-6.97015,-8.26512,-2.73824,-6.88608,3.48582,-13.64951
154,-8.71563,-8.76641,-12.07415,-13.15344,-7.3232,-9.18144,2.20662,-16.70039
155,-9.75051,-9.53009,-14.62615,-15.46896,-9.8704,-10.71168,0.67158,-18.22583
156,-11.56155,-11.56657,-16.66775,-17.01264,-11.90816,-12.752,-3.16602,-20.25975
157,-14.66619,-14.62129,-19.21975,-18.8136,-13.94592,-15.55744,-7.00362,-21.53095
158,-13.37259,-12.58481,-16.66775,-16.75536,-11.39872,-12.752,-5.46858,-18.22583
159,-6.38715,-5.45713,-8.50135,-9.55152,-3.5024,-5.1008,-0.86346,-12.37831
160,-0.17787,0.39775,-3.39735,-4.6632,1.592,-1.02016,0.92742,-8.81895
161,1.63317,1.92511,-2.63175,-3.3768,2.61088,0.51008,3.22998,-9.07319
162,4.73781,5.23439,0.43065,-1.06128,3.88448,2.5504,5.02086,-9.58167
163,8.61861,9.30735,3.23785,0.22512,4.1392,1.53024,3.22998,-9.83591
164,8.61861,9.05279,2.72745,-1.06128,2.61088,-0.51008,0.41574,-9.83591
165,6.80757,7.01631,1.45145,-2.86224,1.33728,-1.02016,-0.09594,-8.56471
166,8.10117,8.03455,2.98265,-1.57584,2.8656,1.02016,2.97414,-4.75111
167,8.61861,8.54367,3.74825,-1.57584,2.35616,0.76512,3.48582,-3.73415
168,6.54885,6.25263,1.70665,-3.89136,-0.70048,-4.33568,-2.14266,-5.00535
169,6.29013,7.01631,1.45145,-3.89136,0.06368,-6.376,-4.70106,-3.98839
170,9.65349,10.58015,5.53465,1.51152,6.43168,-1.2752,-1.37514,-0.17479
171,14.05173,14.65311,10.38345,8.45808,13.30912,5.1008,3.74166,2.87609
172,14.56917,14.90767,11.14905,9.74448,13.56384,6.63104,6.30006,1.60489
173,11.20581,11.08927,7.06585,4.59888,7.70528,3.06048,4.50918,-1.19175
174,7.06629,7.01631,3.23785,-0.03216,2.8656,1.02016,3.74166,-3.22567
175,5.25525,5.48895,1.96185,-1.57584,2.61088,1.53024,5.2767,-4.49687
176,-0.17787,0.39775,-3.39735,-5.69232,-0.19104,-2.04032,3.48582,-11.10711
177,-7.16331,-7.23905,-9.77735,-11.35248,-5.28544,-5.61088,0.67158,-16.95463
178,-8.71563,-8.25729,-11.30855,-12.12432,-5.03072,-4.33568,3.74166,-16.19191
179,-8.71563,-8.51185,-12.32935,-12.3816,-4.52128,-5.1008,4.50918,-17.71735
180,-14.40747,-14.62129,-18.45415,-18.29904,-8.85152,-11.73184,-1.37514,-24.07335
181,-16.21851,-16.14865,-21.00615,-21.12912,-10.63456,-13.26208,-3.42186,-24.32759
182,-14.14875,-13.85761,-19.21975,-20.35728,-10.12512,-10.71168,-2.91018,-21.53095
183,-10.00923,-9.27553,-13.86055,-14.43984,-6.30432,-6.88608,-1.88682,-19.49703
184,-5.86971,-4.94801,-8.24615,-7.75056,-2.48352,-4.59072,-0.35178,-18.98855
185,-3.02379,-2.65697,-5.18375,-3.89136,-0.44576,-3.31552,0.67158,-17.20887
186,1.63317,2.17967,-1.10055,-0.804,1.592,-1.53024,2.46246,-11.36135
187,6.03141,6.25263,2.21705,0.73968,1.08256,-2.80544,2.7183,-7.54775
188,7.84245,8.03455,4.25865,1.25424,0.06368,-6.12096,2.20662,-7.29351
189,9.39477,9.81647,6.04505,3.0552,1.84672,-5.1008,4.25334,-5.51383
190,12.24069,12.87119,8.34185,5.88528,5.4128,-1.53024,6.04422,-1.95447
191,14.82789,15.41679,10.63865,8.2008,8.72416,1.53024,7.57926,0.07945
192,13.27557,13.38031,9.61785,8.2008,10.76192,3.31552,8.85846,-3.22567
193,9.91221,10.07103,6.30025,5.628,11.01664,3.57056,8.85846,-5.00535
194,4.47909,4.47071,0.68585,0.4824,6.43168,-1.02016,3.9975,-7.29351
195,-4.05867,-4.18433,-7.99095,-8.00784,-1.71936,-8.67136,-2.3985,-12.88679
196,-10.26795,-10.29377,-12.83975,-12.89616,-6.81376,-12.49696,-5.98026,-16.19191
197,-12.07899,-11.82113,-12.83975,-12.89616,-8.5968,-13.77216,-6.2361,-17.20887
198,-10.78539,-10.54833,-12.83975,-12.89616,-10.63456,-14.79232,-6.49194,-18.73431
199,-10.26795,-10.29377,-15.13655,-14.69712,-13.18176,-16.32256,-6.49194,-22.29367
200,-11.82027,-11.82113,-16.92295,-17.01264,-13.94592,-17.59776,-5.46858,-25.34455
201,-12.59643,-12.83937,-16.15735,-16.75536,-11.65344,-16.32256,-2.3985,-24.58183
202,-11.56155,-11.31201,-13.09495,-14.18256,-7.57792,-13.00704,0.67158,-21.53095
203,-10.00923,-9.78465,-11.81895,-13.668,-6.81376,-11.4768,-0.35178,-21.27671
204,-11.04411,-11.05745,-14.11575,-17.5272,-10.12512,-13.26208,-4.44522,-23.05639
205,-15.95979,-16.40321,-20.24055,-24.21648,-17.00256,-18.87296,-11.3529,-26.10727
206,-15.95979,-15.63953,-20.49575,-24.21648,-17.76672,-19.63808,-10.84122,-24.07335
207,-7.42203,-6.47537,-12.58455,-15.72624,-10.12512,-13.77216,-2.3985,-16.44615
208,-1.73019,-1.63873,-7.22535,-10.83792,-5.28544,-9.43648,1.4391,-14.41223
209,-5.61099,-6.22081,-9.77735,-13.15344,-6.81376,-10.2016,0.41574,-19.75127
210,-11.04411,-11.56657,-12.58455,-16.49808,-10.12512,-11.98688,-1.63098,-23.05639
211,-13.89003,-13.85761,-17.43335,-19.84272,-14.71008,-16.32256,-6.2361,-23.81911
212,-14.66619,-14.36673,-22.02695,-23.18736,-18.53088,-20.14816,-11.60874,-22.54791
213,-16.73595,-17.16689,-26.87575,-28.59024,-22.6064,-22.18848,-15.70218,-24.32759
214,-18.02955,-17.93057,-28.40695,-30.64848,-23.88,-22.18848,-15.95802,-25.09031
215,-14.92491,-14.62129,-25.08935,-27.30384,-20.82336,-19.63808,-12.88794,-22.29367
216,-12.59643,-12.33025,-23.04775,-24.21648,-18.27616,-18.61792,-10.0737,-20.76823
217,-11.30283,-11.31201,-21.77175,-22.6728,-16.74784,-16.06752,-5.46858,-21.02247
218,-7.68075,-7.49361,-18.19895,-19.07088,-13.43648,-10.71168,1.18326,-17.46311
219,-3.54123,-2.91153,-14.62615,-15.98352,-11.90816,-9.69152,1.18326,-12.63255
220,-1.98891,-1.63873,-12.58455,-13.15344,-10.12512,-9.69152,-2.65434,-12.12407
221,-0.43659,0.14319,-8.75655,-8.26512,-4.01184,-5.86592,-1.63098,-10.09015
222,3.18549,3.96159,-3.39735,-2.86224,2.8656,-0.25504,3.22998,-5.76807
223,3.70293,3.70703,-1.61095,-1.83312,3.62976,1.78528,5.02086,-6.27655
224,-0.17787,-0.11137,-4.41815,-4.92048,-0.44576,0.25504,3.74166,-8.81895
225,-5.61099,-5.45713,-11.30855,-10.83792,-7.3232,-5.61088,1.69494,-16.44615
226,-12.59643,-12.83937,-19.73015,-19.32816,-16.2384,-14.53728,-1.63098,-26.10727
227,-17.51211,-17.42145,-23.30295,-24.98832,-21.84224,-21.42336,-4.9569,-30.42935
228,-17.51211,-17.42145,-22.28215,-25.50288,-23.37056,-24.99392,-9.30618,-29.92087
229,-16.47723,-16.14865,-19.21975,-22.15824,-20.56864,-23.46368,-10.84122,-28.90391
230,-13.63131,-13.34849,-16.15735,-17.26992,-16.74784,-19.89312,-11.60874,-25.34455
231,-13.37259,-13.34849,-17.17815,-16.75536,-15.72896,-19.38304,-12.88794,-24.07335
232,-16.47723,-16.65777,-21.26135,-21.12912,-18.02144,-21.6784,-15.1905,-25.59879
233,-17.77083,-17.93057,-23.55815,-24.98832,-19.29504,-22.69856,-14.93466,-25.59879
234,-15.18363,-14.87585,-22.53735,-24.21648,-18.7856,-19.89312,-11.3529,-22.03943
235,-10.00923,-9.27553,-18.96455,-21.3864,-16.49312,-16.32256,-8.02698,-17.46311
236,-6.12843,-5.45713,-16.41255,-18.8136,-13.18176,-13.51712,-3.93354,-14.15799
237,-4.05867,-3.92977,-14.37095,-15.98352,-8.85152,-9.43648,1.95078,-12.88679
238,-4.05867,-3.92977,-12.83975,-13.41072,-5.28544,-5.35584,6.5559,-12.37831
239,-4.05867,-3.67521,-11.81895,-11.35248,-2.99296,-3.06048,8.34678,-10.85287
240,-3.02379,-2.65697,-10.54295,-10.06608,-1.46464,-2.29536,8.34678,-8.56471
241,-3.02379,-2.91153,-10.28775,-9.8088,-1.46464,-3.31552,6.81174,-7.80199
242,-4.57611,-4.43889,-12.32935,-12.12432,-4.26656,-6.376,2.46246,-10.34439
243,-4.57611,-4.18433,-14.62615,-15.46896,-8.85152,-11.73184,-4.18938,-11.10711
244,-3.54123,-2.91153,-14.88135,-17.78448,-12.4176,-15.55744,-10.0737,-12.37831
245,-5.35227,-4.94801,-15.64695,-19.32816,-15.47424,-17.59776,-13.14378,-14.66647
246,-5.35227,-4.94801,-13.60535,-17.5272,-14.9648,-16.5776,-12.6321,-12.88679
247,-3.02379,-2.40241,-11.30855,-14.43984,-12.92704,-14.79232,-9.30618,-10.09015
248,-5.61099,-5.45713,-14.37095,-16.75536,-14.45536,-17.59776,-9.81786,-13.39527
249,-11.30283,-11.56657,-19.47495,-21.64368,-17.25728,-21.16832,-13.14378,-18.22583
250,-12.85515,-12.58481,-19.47495,-22.15824,-15.47424,-18.87296,-12.12042,-18.22583
251,-9.75051,-9.27553,-16.92295,-19.32816,-11.65344,-13.51712,-8.02698,-16.95463
252,-10.00923,-9.78465,-17.94375,-19.84272,-12.16288,-13.26208,-8.7945,-18.73431
253,-9.49179,-9.27553,-17.94375,-19.58544,-12.92704,-13.26208,-9.56202,-16.70039
254,-7.42203,-7.23905,-14.62615,-16.2408,-11.144,-11.22176,-6.49194,-12.88679
255,-5.86971,-5.20257,-11.56375,-12.3816,-8.08736,-8.41632,-2.14266,-10.34439
256,-7.42203,-7.49361,-12.32935,-12.63888,-8.85152,-8.16128,-1.88682,-11.10711
257,-8.97435,-9.02097,-13.86055,-13.92528,-10.12512,-8.16128,-3.6777,-9.83591
258,-7.16331,-6.22081,-11.30855,-12.63888,-7.06848,-4.84576,-0.35178,-6.27655
259,-0.95403,-0.11137,-6.20455,-8.26512,-0.9552,-0.25504,4.76502,-0.93751
260,1.89189,1.92511,-4.41815,-6.20688,0.82784,-0.25504,5.78838,-0.42903
261,-3.02379,-3.16609,-9.01175,-10.58064,-3.75712,-4.84576,2.46246,-4.24263
262,-6.90459,-6.47537,-12.83975,-13.92528,-6.81376,-6.12096,1.69494,-7.03927
263,-11.56155,-11.31201,-17.68855,-18.55632,-10.63456,-9.43648,-0.60762,-11.61559
264,-16.73595,-16.65777,-23.55815,-24.47376,-16.74784,-15.55744,-7.00362,-15.93767
265,-19.06443,-18.94881,-25.85495,-26.78928,-20.56864,-19.89312,-12.12042,-15.93767
266,-16.73595,-16.40321,-24.32375,-26.01744,-21.3328,-21.42336,-13.39962,-12.63255
267,-14.92491,-14.87585,-24.83415,-27.56112,-24.64416,-26.01408,-15.95802,-10.85287
268,-16.47723,-16.65777,-29.17255,-32.70672,-31.26688,-33.41024,-21.84234,-12.12407
269,-16.99467,-17.42145,-31.21415,-35.5368,-34.57824,-35.96064,-23.88906,-11.36135
270,-16.99467,-17.16689,-29.93815,-33.73584,-33.55936,-33.41024,-21.5865,-10.85287
271,-16.73595,-16.65777,-28.15175,-30.3912,-30.248,-30.6048,-19.79562,-10.85287
272,-18.28827,-18.18513,-28.15175,-29.36208,-27.7008,-29.83968,-19.28394,-12.37831
273,-22.68651,-22.76721,-30.44855,-31.42032,-27.95552,-30.6048,-20.3073,-15.93767
274,-25.27371,-25.31281,-30.95895,-32.44944,-27.19136,-29.58464,-21.07482,-17.97159
275,-23.20395,-23.02177,-28.91735,-31.42032,-25.91776,-27.54432,-20.81898,-16.70039
276,-23.20395,-23.27633,-31.21415,-34.50768,-28.71968,-29.83968,-23.88906,-18.98855
277,-24.23883,-24.29457,-33.25575,-37.08048,-29.73856,-31.11488,-25.4241,-22.03943
278,-25.53243,-25.31281,-32.74535,-36.56592,-27.7008,-29.3296,-24.40074,-25.34455
279,-24.23883,-24.29457,-29.68295,-33.73584,-24.38944,-25.75904,-21.84234,-23.56487
280,-21.91035,-21.74897,-27.38615,-31.16304,-22.6064,-23.97376,-20.3073,-20.76823
281,-21.65163,-22.00353,-29.17255,-31.93488,-24.13472,-24.99392,-19.79562,-20.51399
282,-22.68651,-23.27633,-30.95895,-32.70672,-25.66304,-25.24896,-19.0281,-19.49703
283,-21.65163,-21.23985,-29.42775,-31.6776,-24.64416,-24.2288,-18.26058,-15.93767
284,-20.61675,-20.47617,-27.64135,-30.90576,-23.62528,-25.504,-20.3073,-15.68343
285,-21.39291,-21.23985,-26.87575,-29.61936,-23.11584,-26.52416,-23.12154,-16.70039
286,-18.02955,-17.42145,-22.79255,-24.73104,-20.56864,-24.2288,-22.35402,-11.86983
287,-12.85515,-12.07569,-17.94375,-20.87184,-17.512,-22.18848,-19.53978,-7.29351
288,-12.33771,-12.33025,-18.19895,-22.41552,-17.76672,-23.71872,-19.53978,-9.07319
289,-14.92491,-15.13041,-20.75095,-26.27472,-21.07808,-26.26912,-21.84234,-11.10711
290,-14.40747,-14.11217,-20.24055,-26.532,-22.35168,-26.26912,-22.09818,-9.58167
291,-9.49179,-9.27553,-16.41255,-23.9592,-21.3328,-24.48384,-19.28394,-7.80199
292,-10.52667,-10.54833,-16.92295,-24.47376,-22.09696,-24.73888,-18.77226,-12.12407
293,-14.66619,-14.87585,-19.73015,-26.532,-22.86112,-24.2288,-19.0281,-16.19191
294,-15.95979,-15.89409,-20.75095,-27.04656,-21.3328,-21.6784,-18.77226,-16.44615
