Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
6421,9.91221,9.05279,11.65945,13.08912,5.92224,6.376,7.57926,5.16425
6422,1.63317,0.90687,5.78985,7.17168,0.57312,1.02016,3.22998,-1.70023
6423,-0.69531,-0.36593,5.02425,6.65712,0.3184,2.5504,3.48582,-0.93751
6424,-0.17787,0.14319,5.27945,7.42896,0.82784,4.08064,1.69494,-0.68327
6425,-3.28251,-3.42065,0.68585,3.0552,-2.99296,0.25504,-2.14266,-3.98839
6426,-11.04411,-11.31201,-7.99095,-4.92048,-8.85152,-4.08064,-3.93354,-11.10711
6427,-15.95979,-16.14865,-14.37095,-11.86704,-13.43648,-8.41632,-6.2361,-12.37831
6428,-17.51211,-17.67601,-17.94375,-16.2408,-16.2384,-12.49696,-7.77114,-11.10711
6429,-18.54699,-18.69425,-17.68855,-16.2408,-15.98368,-13.51712,-9.30618,-9.32743
6430,-20.61675,-20.98529,-18.45415,-16.2408,-16.2384,-14.79232,-11.60874,-11.10711
6431,-20.35803,-20.47617,-18.19895,-15.46896,-16.49312,-14.0272,-10.32954,-8.56471
6432,-16.21851,-15.63953,-16.15735,-14.43984,-18.02144,-14.53728,-11.3529,-3.47991
6433,-12.33771,-12.33025,-13.35015,-13.41072,-19.04032,-15.55744,-15.44634,-1.44599
6434,-10.26795,-10.29377,-9.77735,-10.32336,-16.2384,-14.28224,-16.98138,-2.46295
6435,-6.64587,-6.22081,-5.18375,-6.20688,-11.144,-10.96672,-13.9113,-2.20871
6436,-0.17787,0.39775,-0.07975,-0.54672,-5.03072,-5.61088,-6.49194,4.14729
6437,0.59829,0.14319,-0.84535,0.22512,-4.52128,-3.31552,-2.3985,5.67273
6438,-7.93947,-9.02097,-7.99095,-4.92048,-10.12512,-6.12096,-2.91018,-0.17479
6439,-10.00923,-9.78465,-8.50135,-5.43504,-10.63456,-4.59072,-2.3985,-0.42903
6440,-6.12843,-5.96625,-5.69415,-3.63408,-9.36096,-3.06048,-2.65434,-1.70023
6441,-7.93947,-8.51185,-7.99095,-6.20688,-12.92704,-8.16128,-8.02698,-6.27655
6442,-9.49179,-9.78465,-8.24615,-6.72144,-14.71008,-11.22176,-10.58538,-2.97143
6443,-4.57611,-3.92977,-4.16295,-4.14864,-13.18176,-10.96672,-11.60874,4.40153
6444,-4.57611,-4.69345,-8.24615,-7.75056,-17.512,-14.53728,-15.95802,0.33369
6445,-7.42203,-8.00273,-13.35015,-12.3816,-21.07808,-17.34272,-13.9113,-4.24263
6446,-9.75051,-9.78465,-13.09495,-11.35248,-18.7856,-15.55744,-7.5153,-6.78503
6447,-8.97435,-8.76641,-9.52215,-6.72144,-13.6912,-10.96672,-2.3985,-3.47991
6448,-7.42203,-8.00273,-8.75655,-5.69232,-11.90816,-10.2016,-3.16602,1.35065
6449,-11.56155,-12.33025,-12.83975,-9.8088,-15.98368,-15.55744,-11.86458,-0.68327
6450,-14.66619,-14.36673,-14.62615,-12.12432,-18.53088,-19.89312,-19.53978,-3.98839
6451,-12.07899,-11.05745,-11.05335,-9.8088,-16.2384,-19.38304,-20.3073,-3.73415
6452,-7.16331,-6.22081,-7.99095,-6.97872,-12.92704,-18.36288,-18.00474,-4.75111
6453,-8.45691,-8.51185,-10.28775,-8.77968,-14.45536,-19.63808,-17.7489,-9.83591
6454,-13.11387,-13.34849,-12.83975,-11.0952,-15.47424,-20.91328,-18.26058,-10.59863
6455,-14.40747,-13.85761,-11.30855,-9.8088,-13.6912,-18.61792,-17.23722,-11.36135
6456,-12.33771,-11.82113,-10.79815,-8.77968,-13.18176,-16.06752,-14.67882,-10.85287
6457,-13.63131,-14.11217,-14.62615,-12.3816,-16.49312,-18.10784,-14.93466,-12.37831
6458,-20.09931,-20.98529,-20.49575,-17.78448,-21.84224,-24.2288,-20.56314,-16.44615
6459,-26.04987,-26.84017,-22.28215,-19.84272,-23.88,-28.0544,-28.23834,-18.48007
6460,-25.01499,-25.05825,-19.21975,-17.26992,-21.84224,-27.03424,-30.79674,-16.70039
6461,-22.42779,-22.51265,-18.45415,-17.01264,-23.11584,-27.03424,-27.72666,-21.27671
6462,-21.13419,-21.23985,-19.47495,-18.04176,-25.1536,-25.75904,-24.91242,-22.29367
6463,-19.84059,-19.96705,-19.47495,-16.75536,-23.37056,-22.69856,-21.33066,-16.95463
6464,-21.13419,-21.74897,-20.24055,-17.01264,-22.35168,-22.9536,-18.77226,-17.20887
6465,-25.79115,-26.07649,-22.28215,-19.84272,-23.62528,-24.73888,-19.0281,-21.78519
6466,-27.08475,-27.09473,-23.04775,-20.87184,-24.89888,-25.24896,-22.60986,-24.32759
6467,-21.65163,-20.98529,-18.70935,-16.75536,-22.86112,-21.42336,-23.37738,-18.48007
6468,-16.73595,-16.40321,-14.37095,-12.63888,-20.56864,-18.36288,-23.63322,-13.64951
6469,-19.06443,-19.71249,-16.92295,-14.43984,-23.11584,-21.42336,-26.19162,-16.95463
6470,-23.72139,-23.78545,-21.51655,-18.8136,-26.4272,-25.75904,-23.88906,-18.98855
6471,-22.94523,-22.76721,-20.75095,-17.78448,-24.38944,-22.44352,-17.23722,-15.17495
6472,-20.87547,-20.98529,-17.94375,-14.69712,-21.3328,-18.36288,-15.70218,-13.90375
6473,-20.87547,-21.23985,-17.94375,-14.43984,-21.3328,-19.128,-20.05146,-19.75127
6474,-23.46267,-23.78545,-19.98535,-17.01264,-22.6064,-21.16832,-21.5865,-24.32759
6475,-23.72139,-23.78545,-20.49575,-18.04176,-23.62528,-20.65824,-19.0281,-21.78519
6476,-22.94523,-23.02177,-20.24055,-18.55632,-25.40832,-20.14816,-18.26058,-16.70039
6477,-23.98011,-24.29457,-20.49575,-18.04176,-26.4272,-20.4032,-19.79562,-15.68343
6478,-22.68651,-23.02177,-17.68855,-14.9544,-23.37056,-17.34272,-16.4697,-14.66647
6479,-21.13419,-20.98529,-16.15735,-12.89616,-21.84224,-15.81248,-12.88794,-14.15799
6480,-18.54699,-17.93057,-14.37095,-11.86704,-20.0592,-13.77216,-8.53866,-14.66647
6481,-17.77083,-17.42145,-13.60535,-11.0952,-19.04032,-11.4768,-7.00362,-15.93767
6482,-15.95979,-15.63953,-10.54295,-8.26512,-15.98368,-8.41632,-11.09706,-12.63255
6483,-8.19819,-7.49361,-5.43895,-3.63408,-11.90816,-6.63104,-15.44634,-3.73415
6484,-4.83483,-5.20257,-6.45975,-4.14864,-13.6912,-10.45664,-16.4697,1.09641
6485,-9.75051,-10.29377,-12.83975,-9.03696,-19.04032,-16.5776,-16.21386,-0.42903
6486,-12.33771,-12.33025,-13.35015,-9.8088,-19.54976,-15.55744,-12.37626,-1.70023
6487,-11.30283,-10.80289,-9.52215,-6.72144,-15.98368,-10.71168,-8.28282,-1.95447
6488,-7.42203,-7.23905,-4.92855,-2.86224,-12.4176,-8.16128,-6.2361,-0.42903
6489,-6.12843,-5.96625,-3.39735,-1.31856,-11.39872,-8.41632,-6.2361,-2.46295
6490,-5.09355,-4.69345,-2.12135,0.73968,-10.63456,-6.376,-4.70106,-2.71719
6491,-3.28251,-2.91153,-0.84535,1.7688,-10.12512,-5.61088,-7.5153,-2.71719
6492,-0.69531,-0.62049,1.19625,3.31248,-7.3232,-5.35584,-10.32954,-2.20871
6493,-1.21275,-1.63873,2.98265,4.85616,-3.75712,-4.84576,-11.3529,-5.25959
6494,-1.21275,-0.87505,6.04505,8.97264,0.3184,-0.25504,-8.53866,-2.46295
6495,1.11573,1.67055,8.85225,12.31728,3.62976,6.376,-1.63098,3.63881
6496,0.85701,0.90687,5.27945,8.97264,1.33728,6.376,-0.09594,-0.17479
6497,-1.98891,-2.40241,0.17545,4.08432,-4.26656,3.06048,0.41574,-4.75111
6498,-4.31739,-4.69345,-2.12135,1.25424,-8.5968,0.0,2.7183,-2.71719
6499,-6.64587,-6.72993,-4.16295,-1.31856,-11.65344,-3.06048,1.69494,-2.46295
6500,-10.52667,-10.80289,-7.48055,-4.6632,-15.21952,-6.88608,-2.3985,-6.78503
6501,-13.63131,-13.85761,-11.56375,-9.29424,-20.56864,-11.98688,-7.5153,-9.83591
6502,-13.63131,-13.60305,-13.35015,-12.12432,-22.86112,-13.51712,-8.53866,-12.63255
6503,-9.49179,-9.02097,-11.05335,-11.0952,-22.86112,-14.0272,-10.32954,-13.14103
6504,-6.90459,-6.72993,-9.01175,-9.8088,-22.35168,-14.28224,-12.37626,-9.83591
6505,-10.26795,-10.80289,-11.05335,-9.8088,-21.3328,-11.98688,-11.09706,-11.10711
6506,-15.95979,-16.65777,-14.11575,-10.58064,-20.0592,-7.39616,-6.2361,-17.71735
6507,-19.06443,-19.20337,-16.15735,-11.86704,-20.0592,-5.86592,-3.42186,-22.29367
6508,-15.70107,-15.38497,-14.37095,-10.06608,-18.7856,-6.376,-4.18938,-15.68343
6509,-10.52667,-10.03921,-10.03255,-5.9496,-15.72896,-6.376,-3.6777,-7.03927
6510,-11.04411,-10.54833,-9.52215,-5.9496,-15.72896,-8.16128,-3.93354,-6.78503
6511,-13.89003,-13.60305,-12.07415,-9.55152,-19.54976,-10.71168,-6.74778,-9.32743
6512,-15.44235,-15.38497,-14.11575,-12.12432,-23.88,-13.51712,-10.32954,-14.15799
6513,-17.51211,-17.42145,-16.66775,-13.41072,-26.4272,-14.53728,-11.60874,-20.00551
6514,-19.58187,-19.71249,-17.94375,-13.41072,-24.89888,-12.24192,-8.28282,-23.05639
6515,-20.35803,-20.47617,-17.17815,-11.60976,-20.56864,-7.14112,-1.63098,-22.29367
6516,-21.91035,-22.00353,-18.45415,-13.41072,-21.58752,-8.16128,-1.88682,-23.05639
6517,-21.65163,-22.00353,-20.75095,-18.04176,-26.93664,-13.51712,-8.53866,-23.56487
6518,-19.58187,-19.71249,-19.47495,-18.29904,-27.19136,-14.28224,-11.60874,-17.71735
6519,-16.99467,-16.91233,-14.37095,-12.89616,-21.84224,-10.96672,-8.53866,-10.85287
6520,-16.99467,-16.65777,-14.11575,-11.35248,-20.56864,-10.71168,-8.28282,-10.59863
6521,-18.54699,-18.43969,-17.68855,-14.18256,-23.11584,-13.26208,-10.58538,-12.12407
6522,-21.65163,-21.74897,-21.77175,-17.78448,-25.1536,-15.04736,-13.14378,-15.17495
6523,-21.91035,-22.00353,-21.77175,-17.01264,-23.62528,-11.73184,-10.32954,-16.95463
6524,-18.54699,-18.18513,-17.68855,-12.12432,-18.02144,-6.376,-5.46858,-15.42919
6525,-16.99467,-17.67601,-16.15735,-9.03696,-15.47424,-4.84576,-2.65434,-14.41223
6526,-21.13419,-21.74897,-19.73015,-12.3816,-19.54976,-8.41632,-5.72442,-17.20887
6527,-22.68651,-22.25809,-21.26135,-15.72624,-23.11584,-10.96672,-11.86458,-17.20887
6528,-19.84059,-18.94881,-19.47495,-15.46896,-23.11584,-11.4768,-14.16714,-16.44615
6529,-16.99467,-16.65777,-18.70935,-14.69712,-23.37056,-13.51712,-12.12042,-14.92071
6530,-20.61675,-20.98529,-23.55815,-17.5272,-27.44608,-17.8528,-14.16714,-20.00551
6531,-21.91035,-22.00353,-24.57895,-17.78448,-27.19136,-17.08768,-13.9113,-23.31063
6532,-21.13419,-20.98529,-22.28215,-15.72624,-24.38944,-13.26208,-12.6321,-24.32759
6533,-22.16907,-22.25809,-22.79255,-15.72624,-25.1536,-13.00704,-13.14378,-26.61575
6534,-23.72139,-23.78545,-23.30295,-15.72624,-25.1536,-13.26208,-12.37626,-26.61575
6535,-22.68651,-22.51265,-21.26135,-14.18256,-23.62528,-11.73184,-11.09706,-24.32759
6536,-17.77083,-17.42145,-17.43335,-11.35248,-21.07808,-10.71168,-11.09706,-21.53095
6537,-16.21851,-16.14865,-17.43335,-12.3816,-21.84224,-12.752,-13.9113,-21.27671
6538,-18.02955,-18.18513,-20.24055,-15.46896,-26.17248,-16.83264,-17.49306,-19.24279
6539,-19.84059,-19.71249,-22.02695,-17.5272,-30.75744,-18.61792,-17.7489,-18.22583
6540,-22.16907,-22.00353,-23.81335,-20.1,-33.30464,-19.38304,-16.98138,-21.53095
6541,-23.72139,-23.53089,-24.06855,-20.61456,-31.77632,-18.61792,-17.23722,-23.31063
6542,-24.23883,-23.78545,-24.32375,-20.1,-28.71968,-20.4032,-20.81898,-20.51399
6543,-21.39291,-20.73073,-23.04775,-18.04176,-25.91776,-19.63808,-17.7489,-18.73431
6544,-19.84059,-19.71249,-22.79255,-17.01264,-25.1536,-17.8528,-15.1905,-22.29367
6545,-20.35803,-20.47617,-23.55815,-18.04176,-26.93664,-18.87296,-20.81898,-23.81911
6546,-16.99467,-16.91233,-20.75095,-15.98352,-24.13472,-19.128,-23.37738,-21.78519
6547,-12.33771,-11.82113,-15.39175,-11.0952,-19.04032,-16.32256,-19.28394,-18.98855
6548,-12.59643,-12.58481,-14.88135,-9.8088,-18.7856,-15.81248,-17.7489,-20.25975
6549,-17.51211,-18.18513,-18.70935,-11.86704,-22.09696,-18.10784,-20.81898,-23.05639
6550,-18.28827,-18.43969,-18.70935,-12.3816,-22.35168,-18.87296,-21.5865,-20.25975
6551,-14.14875,-13.85761,-13.60535,-8.5224,-18.53088,-15.81248,-19.0281,-13.39527
6552,-11.04411,-11.05745,-8.24615,-3.11952,-15.21952,-11.4768,-16.4697,-10.85287
6553,-14.40747,-14.62129,-9.77735,-3.63408,-15.98368,-11.73184,-16.72554,-17.71735
6554,-17.51211,-17.42145,-13.09495,-6.20688,-16.49312,-13.26208,-17.49306,-20.00551
6555,-12.85515,-12.07569,-9.26695,-2.86224,-11.144,-8.41632,-12.12042,-13.64951
6556,-5.35227,-4.69345,-2.12135,4.08432,-3.75712,0.0,-5.98026,-11.86983
6557,-1.73019,-1.63873,-0.59015,5.11344,-2.99296,2.04032,-2.65434,-11.36135
6558,-4.83483,-5.71169,-3.90775,2.28336,-6.81376,-0.25504,-3.42186,-12.63255
6559,-8.45691,-8.25729,-2.88695,4.3416,-5.54016,1.78528,-2.91018,-10.09015
6560,-6.12843,-5.45713,1.19625,8.45808,-1.71936,4.84576,-1.1193,-5.25959
6561,-7.42203,-6.98449,-2.37655,4.3416,-5.79488,0.76512,-3.42186,-7.29351
6562,-8.71563,-8.51185,-5.69415,0.73968,-10.12512,-1.53024,-4.18938,-8.31047
6563,-6.64587,-6.72993,-4.41815,0.73968,-10.63456,-0.76512,-2.65434,-9.07319
6564,-5.86971,-5.71169,-3.14215,1.25424,-9.8704,-0.76512,-1.63098,-10.34439
6565,-4.31739,-4.43889,-2.37655,1.25424,-8.34208,-1.02016,0.1599,-6.02231
6566,-2.76507,-2.40241,-1.86615,1.25424,-6.55904,-1.02016,1.69494,-3.22567
6567,-1.21275,-1.12961,-0.84535,2.54064,-4.26656,0.25504,0.92742,-2.71719
6568,0.33957,0.90687,-0.33495,4.08432,-3.24768,0.25504,-0.35178,-0.17479
6569,0.33957,0.65231,-0.33495,4.59888,-2.73824,0.0,1.4391,-0.17479
6570,-1.47147,-1.63873,-1.35575,4.3416,-2.73824,1.2752,3.22998,-4.24263
6571,-2.76507,-2.40241,-2.12135,3.31248,-3.5024,1.78528,3.74166,-7.54775
6572,1.37445,1.92511,-0.33495,4.08432,-3.5024,2.29536,3.22998,-7.54775
6573,2.15061,1.92511,-1.61095,2.02608,-7.06848,-4.08064,-4.70106,-11.10711
6574,-1.47147,-1.63873,-4.92855,-1.57584,-11.65344,-9.94656,-13.39962,-10.59863
6575,0.85701,1.41599,-2.63175,-0.804,-10.12512,-6.376,-11.3529,1.09641
6576,7.06629,7.77999,2.98265,4.3416,-4.52128,0.76512,-0.09594,8.46937
6577,4.22037,3.45247,1.45145,4.3416,-3.5024,0.76512,2.97414,1.35065
6578,-2.50635,-3.16609,-1.86615,2.79792,-4.01184,-0.25504,-0.60762,-4.24263
6579,-4.05867,-3.67521,-2.12135,2.28336,-4.52128,1.02016,-2.14266,-5.00535
6580,-3.28251,-2.91153,-2.37655,2.28336,-4.776,2.04032,1.4391,-5.51383
6581,-5.86971,-5.96625,-5.18375,-0.03216,-6.30432,0.76512,4.76502,-9.32743
6582,-5.61099,-4.94801,-5.43895,-0.03216,-5.79488,1.53024,8.09094,-12.37831
6583,-0.43659,0.14319,-3.39735,2.28336,-3.5024,2.5504,7.57926,-12.63255
6584,1.89189,1.67055,-0.84535,4.08432,-1.71936,2.29536,2.20662,-5.76807
6585,2.92677,2.94335,1.96185,7.17168,-0.44576,1.53024,-4.9569,1.09641
6586,3.18549,3.19791,4.25865,8.45808,-0.19104,1.02016,-8.02698,4.14729
6587,4.99653,5.48895,6.81065,10.7736,2.10144,3.06048,-3.93354,8.46937
6588,7.06629,7.01631,8.34185,12.57456,5.15808,5.86592,3.22998,8.97785
6589,3.96165,3.45247,4.51385,9.74448,3.12032,4.08064,3.22998,0.33369
6590,-0.95403,-1.12961,-0.59015,4.59888,-2.99296,-0.25504,-2.3985,-8.56471
6591,-2.50635,-1.89329,-0.59015,4.3416,-3.24768,-0.51008,-4.44522,-10.09015
6592,0.59829,0.90687,1.96185,6.14256,-0.9552,0.0,-4.9569,-6.78503
6593,0.08085,-0.11137,0.17545,3.82704,-4.26656,-4.84576,-9.81786,-7.03927
6594,-3.54123,-3.92977,-2.88695,0.99696,-8.5968,-8.9264,-12.88794,-7.80199
6595,-2.50635,-2.40241,1.19625,5.628,-4.52128,-4.33568,-5.98026,-3.73415
6596,1.11573,1.92511,7.32105,12.31728,1.84672,1.02016,1.95078,-2.20871
6597,2.66805,2.94335,8.34185,13.86096,3.62976,0.76512,3.74166,-5.25959
6598,1.89189,1.92511,7.06585,13.60368,3.62976,-0.51008,1.18326,-2.71719
6599,0.33957,0.14319,5.02425,11.80272,1.592,-2.80544,-3.42186,-0.42903
6600,-0.17787,-0.36593,2.47225,9.22992,-0.44576,-6.376,-8.53866,-1.44599
6601,-1.98891,-2.14785,1.19625,7.94352,-0.44576,-7.6512,-9.81786,-5.00535
6602,-8.45691,-9.02097,-3.90775,3.31248,-4.52128,-11.98688,-14.67882,-11.86983
6603,-15.18363,-15.38497,-9.26695,-2.60496,-9.10624,-16.5776,-22.35402,-17.97159
6604,-16.73595,-16.40321,-11.81895,-5.69232,-10.63456,-16.83264,-19.53978,-18.73431
6605,-15.70107,-15.63953,-11.30855,-6.20688,-8.85152,-13.51712,-10.32954,-14.92071
6606,-15.95979,-16.40321,-11.81895,-6.46416,-6.30432,-12.24192,-4.70106,-14.66647
6607,-19.32315,-19.96705,-15.39175,-9.55152,-7.3232,-14.53728,-4.9569,-19.75127
6608,-24.49755,-25.05825,-21.00615,-14.69712,-12.67232,-19.63808,-10.84122,-27.12423
6609,-29.15451,-29.38577,-26.87575,-20.1,-20.56864,-26.01408,-20.56314,-31.44631
6610,-27.34347,-26.84017,-24.57895,-19.07088,-21.3328,-28.30944,-25.16826,-26.36151
6611,-18.54699,-17.93057,-15.64695,-11.0952,-13.43648,-21.6784,-18.51642,-16.70039
6612,-13.63131,-13.60305,-12.32935,-7.49328,-9.61568,-16.06752,-13.14378,-14.15799
6613,-16.73595,-17.16689,-15.90215,-10.83792,-11.65344,-15.55744,-10.84122,-19.49703
6614,-21.13419,-21.23985,-17.94375,-13.668,-12.16288,-14.0272,-7.00362,-23.31063
6615,-20.61675,-20.22161,-17.43335,-13.92528,-10.63456,-10.96672,-3.16602,-21.53095
6616,-16.99467,-16.40321,-15.90215,-12.63888,-9.61568,-10.71168,-5.72442,-18.98855
6617,-12.85515,-12.33025,-11.81895,-9.03696,-7.3232,-10.71168,-10.32954,-14.15799
6618,-11.82027,-11.82113,-8.75655,-6.72144,-6.30432,-11.22176,-11.86458,-12.88679
6619,-10.52667,-10.29377,-8.24615,-6.72144,-7.06848,-11.22176,-13.14378,-12.63255
6620,-7.16331,-6.72993,-6.45975,-4.6632,-5.79488,-8.67136,-10.84122,-14.15799
6621,-5.09355,-4.94801,-4.16295,-1.31856,-3.24768,-5.35584,-6.49194,-18.48007
6622,-5.09355,-5.20257,-2.88695,-0.03216,-1.97408,-4.33568,-7.00362,-17.20887
6623,-0.69531,-0.11137,-0.84535,1.25424,-0.44576,-3.31552,-4.70106,-8.05623
6624,6.03141,7.01631,1.45145,3.0552,1.592,-2.04032,1.69494,-3.22567
6625,5.25525,5.23439,-0.59015,1.25424,-0.19104,-5.1008,0.67158,-9.07319
6626,-2.24763,-3.42065,-6.20455,-4.40592,-5.79488,-10.96672,-5.46858,-20.76823
6627,-5.09355,-4.94801,-6.45975,-4.14864,-6.30432,-9.94656,-5.72442,-18.98855
6628,-0.17787,0.65231,-1.61095,-0.03216,-2.48352,-5.86592,-4.44522,-3.22567
6629,-0.17787,0.14319,-2.88695,-1.57584,-2.73824,-5.86592,-6.74778,-4.49687
6630,-5.09355,-5.71169,-7.99095,-5.69232,-5.54016,-7.6512,-9.56202,-17.20887
6631,-8.19819,-8.51185,-9.52215,-7.49328,-6.55904,-6.12096,-9.30618,-19.75127
6632,-9.75051,-10.03921,-10.79815,-9.55152,-9.61568,-8.41632,-8.7945,-20.51399
6633,-9.23307,-9.02097,-11.81895,-12.12432,-12.92704,-13.51712,-7.77114,-20.76823
6634,-4.05867,-3.42065,-8.50135,-9.55152,-10.63456,-13.00704,-3.16602,-13.14103
6635,0.85701,1.16143,-2.12135,-3.3768,-4.52128,-7.6512,0.67158,-3.73415
6636,6.29013,6.50719,2.98265,1.51152,-1.20992,-5.1008,-0.86346,-2.20871
6637,9.39477,9.81647,6.30025,4.08432,-0.19104,-4.84576,-4.44522,-2.97143
6638,11.72325,12.10751,8.34185,7.17168,2.8656,-2.29536,-3.6777,5.41849
6639,13.79301,14.39855,8.34185,7.42896,2.8656,-1.53024,-1.88682,11.77449
6640,10.42965,10.58015,4.00345,2.54064,-1.46464,-5.61088,-4.9569,3.63881
6641,6.54885,6.50719,-0.84535,-2.86224,-5.79488,-8.67136,-7.00362,-3.98839
6642,2.92677,2.68879,-5.18375,-6.97872,-10.12512,-10.45664,-8.7945,-8.81895
6643,0.08085,0.14319,-6.71495,-7.75056,-11.144,-9.94656,-8.02698,-19.24279
6644,1.37445,1.41599,-6.71495,-7.75056,-11.90816,-11.98688,-8.53866,-20.00551
6645,0.85701,0.90687,-8.24615,-9.29424,-14.45536,-16.06752,-12.88794,-14.92071
6646,-1.21275,-1.38417,-7.22535,-8.00784,-12.67232,-15.81248,-13.39962,-9.32743
6647,1.63317,1.92511,-1.10055,-1.57584,-5.28544,-9.18144,-7.00362,1.60489
6648,6.29013,6.50719,2.47225,3.31248,0.3184,-4.08064,-1.63098,7.96089
6649,4.22037,3.96159,-0.33495,1.51152,-1.20992,-4.08064,-1.37514,3.13033
6650,-3.02379,-3.42065,-6.20455,-4.6632,-7.06848,-7.90624,-3.42186,-8.05623
6651,-5.86971,-5.71169,-7.22535,-6.72144,-8.5968,-8.41632,-2.91018,-12.12407
6652,-5.35227,-5.20257,-5.94935,-5.17776,-7.3232,-5.86592,-0.60762,-11.36135
6653,-9.23307,-9.78465,-10.54295,-8.77968,-10.88928,-8.41632,-2.91018,-14.41223
6654,-15.44235,-16.14865,-16.15735,-13.668,-14.9648,-12.49696,-5.98026,-21.02247
6655,-15.70107,-15.38497,-14.88135,-12.63888,-14.71008,-12.24192,-5.98026,-21.53095
6656,-12.59643,-12.33025,-13.86055,-12.63888,-15.98368,-13.51712,-7.77114,-22.03943
6657,-12.33771,-12.33025,-16.15735,-15.21168,-19.29504,-16.32256,-12.88794,-21.53095
6658,-15.18363,-15.63953,-16.41255,-15.21168,-19.80448,-17.59776,-17.49306,-19.75127
6659,-14.40747,-13.85761,-11.81895,-9.8088,-13.43648,-14.28224,-14.42298,-16.70039
6660,-9.75051,-9.27553,-7.48055,-4.40592,-6.55904,-9.18144,-6.2361,-14.41223
6661,-7.68075,-7.49361,-7.99095,-4.14864,-5.03072,-7.14112,-1.88682,-13.14103
6662,-7.16331,-7.49361,-8.75655,-5.43504,-6.55904,-7.6512,-1.63098,-13.14103
6663,-14.14875,-15.13041,-12.83975,-8.5224,-8.85152,-10.45664,-3.6777,-18.98855
6664,-19.58187,-19.96705,-15.39175,-10.58064,-10.88928,-12.752,-6.74778,-19.24279
6665,-17.77083,-17.67601,-15.13655,-9.55152,-10.88928,-13.51712,-10.0737,-17.20887
6666,-13.89003,-13.85761,-13.09495,-6.20688,-8.5968,-11.22176,-11.3529,-16.95463
6667,-9.49179,-9.53009,-10.03255,-2.60496,-4.776,-8.16128,-7.00362,-16.19191
6668,-3.79995,-3.42065,-5.69415,1.51152,-0.9552,-5.61088,-3.16602,-13.39527
6669,-1.98891,-1.89329,-4.92855,2.79792,-0.9552,-5.35584,-3.42186,-17.71735
6670,-3.79995,-4.18433,-7.48055,0.4824,-3.5024,-6.63104,-5.21274,-16.19191
6671,-0.43659,-0.62049,-4.67335,2.79792,-1.71936,-3.57056,-1.63098,-5.76807
6672,0.85701,0.90687,-1.86615,5.88528,-0.9552,-1.53024,1.18326,-3.22567
6673,-0.43659,-0.36593,-2.37655,5.37072,-3.5024,-3.31552,-0.60762,-6.53079
6674,-1.21275,-1.12961,-2.12135,5.11344,-3.5024,-4.08064,-2.65434,-7.80199
6675,-0.69531,-0.36593,0.68585,8.2008,1.08256,-2.80544,-2.3985,-7.03927
6676,0.85701,1.16143,2.98265,10.7736,4.39392,-2.04032,-2.3985,-7.80199
6677,1.89189,1.92511,3.23785,10.7736,5.66752,-1.78528,-2.65434,-8.56471
6678,3.70293,3.96159,5.27945,13.08912,8.46944,2.04032,-0.09594,-5.00535
6679,5.77269,5.99807,7.83145,15.14736,9.2336,4.08064,1.4391,-2.97143
6680,5.25525,5.23439,6.81065,13.60368,6.43168,2.04032,-0.09594,-4.49687
6681,1.37445,1.16143,1.96185,8.45808,0.82784,-3.31552,-3.93354,-6.78503
6682,-3.02379,-3.16609,-3.65255,2.02608,-5.79488,-8.9264,-7.5153,-11.61559
6683,-3.28251,-3.16609,-3.90775,1.25424,-7.83264,-8.67136,-6.49194,-9.07319
6684,-1.21275,-1.12961,-1.86615,3.0552,-6.55904,-6.88608,-6.2361,-4.24263
6685,-1.73019,-1.89329,-2.63175,2.54064,-6.0496,-7.6512,-6.49194,-5.25959
6686,-3.02379,-3.42065,-3.90775,2.28336,-4.52128,-6.12096,-4.70106,-9.07319
6687,-2.50635,-2.40241,-2.63175,4.85616,-0.44576,-1.53024,-0.09594,-10.59863
6688,0.08085,0.39775,-1.35575,7.42896,3.12032,1.78528,2.97414,-6.78503
6689,1.63317,1.67055,-1.61095,6.9144,3.62976,1.78528,2.7183,-2.46295
6690,2.15061,1.92511,-3.65255,4.08432,1.08256,-0.76512,0.67158,-1.44599
6691,-0.43659,-0.36593,-6.71495,-0.03216,-2.48352,-3.57056,-0.60762,-4.75111
6692,-5.09355,-5.20257,-9.26695,-2.0904,-5.28544,-5.1008,-1.1193,-7.80199
6693,-6.64587,-6.22081,-8.50135,-0.28944,-4.26656,-4.33568,-0.86346,-6.53079
6694,-1.47147,-1.38417,-3.39735,4.3416,0.06368,-1.2752,0.67158,-1.19175
6695,3.18549,3.45247,-0.33495,6.14256,1.592,1.02016,1.69494,-0.42903
6696,4.22037,4.21615,-0.33495,6.39984,0.82784,3.06048,3.22998,-4.24263
6697,0.85701,0.65231,-2.12135,5.88528,1.33728,5.86592,7.32342,-9.07319
6698,-1.98891,-1.63873,-2.63175,7.42896,4.39392,9.18144,10.90518,-10.85287
6699,-0.43659,-0.11137,-0.84535,8.97264,6.43168,11.4768,12.18438,-8.05623
6700,1.37445,1.67055,0.43065,8.97264,4.90336,9.43648,11.16102,-4.49687
6701,-0.43659,-0.62049,-2.88695,5.11344,0.57312,4.33568,7.57926,-6.78503
6702,-3.28251,-3.16609,-6.71495,1.51152,-2.99296,0.76512,4.25334,-8.56471
