Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
758, -84757, -84810, -84854, -85068, -84862, -84911, -84859, -84647, -84753, -84811, -84854, -85066, -84877, -84891, -84843, -84638
759, -84758, -84817, -84852, -85073, -84862, -84898, -84854, -84660, -84754, -84810, -84854, -85056, -84879, -84898, -84854, -84639
760, -84747, -84816, -84856, -85070, -84868, -84889, -84851, -84649, -84761, -84817, -84866, -85052, -84875, -84891, -84856, -84649
761, -84754, -84814, -84852, -85068, -84874, -84889, -84847, -84639, -84748, -84817, -84852, -85052, -84865, -84884, -84845, -84635
762, -84762, -84814, -84856, -85070, -84876, -84902, -84860, -84636, -84746, -84804, -84846, -85059, -84862, -84887, -84848, -84636
763, -84759, -84803, -84854, -85057, -84864, -84904, -84861, -84640, -84752, -84806, -84851, -85065, -84869, -84886, -84848, -84639
764, -84749, -84801, -84851, -85057, -84867, -84894, -84848, -84645, -84762, -84819, -84854, -85067, -84881, -84895, -84840, -84643
765, -84745, -84809, -84858, -85055, -84865, -84881, -84847, -84637, -84760, -84821, -84859, -85064, -84872, -84900, -84849, -84634
766, -84748, -84817, -84849, -85063, -84864, -84884, -84843, -84648, -84762, -84814, -84856, -85064, -84867, -84889, -84845, -84635
767, -84761, -84817, -84847, -85069, -84879, -84903, -84845, -84636, -84758, -84811, -84842, -85065, -84860, -84895, -84839, -84646
768, -84757, -84815, -84844, -85060, -84869, -84895, -84836, -84646, -84758, -84822, -84856, -85061, -84862, -84898, -84839, -84646
769, -84760, -84811, -84843, -85068, -84860, -84890, -84837, -84642, -84766, -84822, -84855, -85056, -84861, -84899, -84845, -84652
770, -84758, -84807, -84847, -85061, -84864, -84896, -84845, -84634, -84757, -84808, -84849, -85069, -84876, -84891, -84849, -84646
771, -84762, -84818, -84844, -85060, -84873, -84901, -84859, -84644, -84750, -84821, -84849, -85072, -84877, -84899, -84854, -84646
772, -84757, -84812, -84842, -85062, -84872, -84892, -84856, -84652, -84743, -84831, -84847, -85061, -84863, -84894, -84852, -84637
773, -84751, -84807, -84851, -85059, -84872, -84886, -84851, -84644, -84751, -84826, -84839, -85054, -84864, -84902, -84839, -84638
774, -84750, -84814, -84852, -85060, -84873, -84881, -84857, -84646, -84750, -84821, -84859, -85065, -84874, -84897, -84841, -84637
775, -84744, -84810, -84852, -85052, -84864, -84881, -84834, -84635, -84747, -84817, -84854, -85066, -84867, -84895, -84842, -84634
776, -84753, -84816, -84854, -85058, -84863, -84884, -84828, -84634, -84749, -84816, -84848, -85066, -84869, -84890, -84836, -84641
777, -84749, -84810, -84848, -85062, -84870, -84896, -84837, -84647, -84761, -84815, -84851, -85066, -84867, -84892, -84842, -84639
778, -84751, -84803, -84849, -85061, -84866, -84892, -84840, -84650, -84757, -84820, -84844, -85067, -84858, -84890, -84837, -84640
779, -84741, -84803, -84850, -85061, -84856, -84892, -84828, -84644, -84757, -84807, -84849, -85057, -84856, -84896, -84834, -84634
780, -84746, -84802, -84855, -85065, -84860, -84891, -84829, -84638, -84747, -84817, -84846, -85046, -84861, -84882, -84848, -84642
781, -84755, -84815, -84852, -85063, -84867, -84896, -84843, -84650, -84736, -84813, -84838, -85054, -84864, -84891, -84848, -84642
782, -84757, -84820, -84853, -85058, -84872, -84891, -84841, -84640, -84747, -84812, -84837, -85064, -84869, -84903, -84846, -84637
783, -84754, -84815, -84851, -85052, -84870, -84892, -84851, -84637, -84749, -84813, -84839, -85068, -84867, -84898, -84854, -84634
784, -84746, -84813, -84852, -85060, -84869, -84894, -84852, -84642, -84754, -84813, -84852, -85051, -84869, -84900, -84849, -84631
785, -84748, -84813, -84860, -85062, -84874, -84896, -84859, -84653, -84766, -84817, -84857, -85057, -84868, -84894, -84851, -84632
786, -84755, -84814, -84846, -85055, -84872, -84900, -84851, -84641, -84759, -84821, -84842, -85072, -84872, -84899, -84845, -84645
787, -84766, -84814, -84846, -85055, -84864, -84898, -84841, -84644, -84753, -84806, -84844, -85069, -84871, -84902, -84845, -84647
788, -84759, -84811, -84854, -85061, -84856, -84889, -84846, -84638, -84755, -84802, -84848, -85066, -84857, -84885, -84831, -84644
789, -84749, -84814, -84842, -85057, -84861, -84888, -84842, -84641, -84762, -84812, -84856, -85068, -84869, -84890, -84839, -84641
790, -84758, -84818, -84856, -85067, -84872, -84895, -84861, -84634, -84762, -84811, -84868, -85052, -84868, -84896, -84852, -84644
791, -84767, -84812, -84859, -85065, -84864, -84902, -84850, -84648, -84747, -84799, -84852, -85053, -84868, -84905, -84847, -84640
792, -84749, -84814, -84854, -85069, -84871, -84894, -84837, -84636, -84757, -84814, -84852, -85065, -84866, -84903, -84851, -84637
793, -84751, -84819, -84857, -85063, -84874, -84891, -84841, -84639, -84747, -84817, -84851, -85064, -84870, -84902, -84848, -84641
794, -84761, -84821, -84851, -85064, -84867, -84889, -84840, -84653, -84744, -84809, -84848, -85064, -84865, -84895, -84843, -84652
795, -84756, -84818, -84854, -85066, -84864, -84884, -84833, -84644, -84749, -84807, -84846, -85058, -84871, -84883, -84833, -84637
796, -84757, -84804, -84849, -85065, -84861, -84889, -84838, -84631, -84745, -84795, -84845, -85065, -84860, -84888, -84836, -84642
797, -84759, -84805, -84839, -85064, -84878, -84892, -84847, -84634, -84746, -84789, -84842, -85068, -84868, -84889, -84841, -84640
798, -84755, -84812, -84841, -85069, -84869, -84900, -84854, -84650, -84750, -84805, -84837, -85061, -84868, -84902, -84844, -84637
799, -84762, -84802, -84841, -85068, -84863, -84897, -84849, -84643, -84756, -84812, -84844, -85063, -84872, -84900, -84854, -84638
800, -84756, -84817, -84836, -85052, -84875, -84894, -84839, -84636, -84766, -84811, -84853, -85064, -84865, -84901, -84829, -84642
801, -84740, -84821, -84849, -85058, -84866, -84897, -84832, -84639, -84757, -84811, -84849, -85068, -84864, -84889, -84834, -84641
802, -84748, -84821, -84850, -85046, -84864, -84883, -84844, -84640, -84757, -84802, -84842, -85064, -84863, -84885, -84838, -84644
803, -84752, -84814, -84856, -85060, -84865, -84892, -84840, -84649, -84767, -84797, -84855, -85070, -84872, -84897, -84847, -84653
804, -56961, -57018, -57083, -57292, -57087, -57104, -57084, -56868, -56968, -57011, -57093, -57293, -57085, -57106, -57092, -56876
805, 54799, 54758, 54571, 54398, 54627, 54665, 54518, 54805, 54805, 54772, 54565, 54414, 54644, 54669, 54521, 54814
806, 82895, 82854, 82642, 82476, 82719, 82748, 82557, 82873, 82904, 82856, 82640, 82470, 82713, 82755, 82558, 82883
807, 82903, 82859, 82655, 82488, 82724, 82749, 82553, 82874, 82903, 82864, 82653, 82473, 82719, 82758, 82552, 82886
808, 82900, 82858, 82648, 82491, 82723, 82763, 82563, 82870, 82902, 82853, 82653, 82478, 82726, 82751, 82562, 82876
809, 82908, 82856, 82638, 82481, 82728, 82761, 82564, 82875, 82911, 82867, 82654, 82482, 82710, 82754, 82566, 82866
810, 82921, 82859, 82648, 82484, 82729, 82769, 82566, 82882, 82907, 82876, 82644, 82485, 82714, 82758, 82563, 82868
811, 82910, 82859, 82648, 82481, 82725, 82764, 82556, 82882, 82902, 82865, 82647, 82487, 82733, 82751, 82556, 82878
812, 82903, 82866, 82652, 82483, 82719, 82751, 82560, 82884, 82908, 82868, 82635, 82475, 82726, 82758, 82554, 82875
813, 82899, 82876, 82651, 82483, 82724, 82756, 82573, 82890, 82906, 82866, 82636, 82476, 82720, 82763, 82561, 82873
814, 82898, 82867, 82634, 82475, 82723, 82751, 82560, 82883, 82904, 82853, 82643, 82482, 82726, 82753, 82559, 82866
815, 82898, 82864, 82636, 82475, 82719, 82741, 82563, 82867, 82888, 82854, 82648, 82471, 82730, 82760, 82556, 82876
816, 82906, 82857, 82644, 82485, 82733, 82759, 82565, 82884, 82899, 82858, 82652, 82474, 82724, 82747, 82560, 82880
817, 82905, 82844, 82642, 82481, 82724, 82756, 82557, 82879, 82903, 82849, 82648, 82481, 82717, 82743, 82555, 82874
818, 82905, 82853, 82641, 82483, 82727, 82753, 82556, 82874, 82894, 82861, 82648, 82473, 82723, 82753, 82541, 82873
819, 82909, 82863, 82639, 82486, 82723, 82754, 82554, 82878, 82911, 82871, 82656, 82483, 82726, 82763, 82554, 82884
820, 82916, 82856, 82638, 82484, 82709, 82752, 82554, 82879, 82925, 82862, 82648, 82485, 82721, 82769, 82564, 82888
821, 82909, 82861, 82643, 82485, 82708, 82751, 82559, 82858, 82912, 82861, 82648, 82485, 82721, 82768, 82560, 82881
822, 82898, 82871, 82646, 82478, 82719, 82758, 82558, 82866, 82904, 82866, 82659, 82481, 82719, 82766, 82558, 82884
823, 82899, 82868, 82657, 82473, 82724, 82759, 82560, 82871, 82900, 82864, 82656, 82477, 82710, 82752, 82553, 82871
824, 82909, 82869, 82657, 82480, 82733, 82764, 82573, 82873, 82897, 82860, 82643, 82473, 82721, 82750, 82555, 82864
825, 82911, 82859, 82648, 82483, 82735, 82752, 82569, 82858, 82888, 82859, 82643, 82465, 82711, 82748, 82551, 82864
826, 82901, 82860, 82639, 82480, 82717, 82753, 82565, 82866, 82905, 82869, 82638, 82462, 82704, 82759, 82549, 82871
827, 82893, 82854, 82644, 82484, 82728, 82758, 82562, 82875, 82905, 82858, 82646, 82469, 82716, 82771, 82551, 82866
828, 82886, 82851, 82644, 82487, 82727, 82748, 82551, 82873, 82901, 82848, 82636, 82476, 82716, 82755, 82546, 82867
829, 82894, 82863, 82650, 82486, 82726, 82746, 82563, 82886, 82894, 82846, 82646, 82474, 82715, 82759, 82553, 82868
830, 82900, 82860, 82652, 82481, 82716, 82754, 82569, 82879, 82894, 82866, 82659, 82483, 82734, 82764, 82568, 82880
831, 82904, 82845, 82647, 82483, 82718, 82759, 82562, 82874, 82903, 82868, 82647, 82483, 82730, 82759, 82563, 82876
832, 82901, 82847, 82653, 82479, 82727, 82751, 82564, 82870, 82901, 82863, 82647, 82486, 82724, 82753, 82565, 82873
833, 82899, 82848, 82657, 82474, 82721, 82749, 82555, 82884, 82899, 82864, 82648, 82494, 82734, 82748, 82563, 82881
834, 82889, 82852, 82654, 82483, 82726, 82761, 82559, 82890, 82911, 82861, 82657, 82482, 82731, 82754, 82549, 82888
835, 82894, 82864, 82638, 82480, 82726, 82751, 82558, 82883, 82909, 82854, 82641, 82471, 82719, 82748, 82555, 82889
836, 82897, 82866, 82629, 82473, 82723, 82747, 82549, 82877, 82899, 82866, 82640, 82469, 82725, 82751, 82563, 82876
837, 82898, 82864, 82639, 82472, 82734, 82758, 82562, 82867, 82899, 82876, 82644, 82476, 82725, 82759, 82561, 82881
838, 82898, 82854, 82646, 82482, 82729, 82763, 82554, 82873, 82898, 82856, 82644, 82468, 82726, 82745, 82556, 82869
839, 82894, 82853, 82646, 82474, 82725, 82749, 82561, 82880, 82901, 82856, 82652, 82484, 82721, 82754, 82560, 82865
840, 82905, 82846, 82642, 82481, 82722, 82747, 82570, 82892, 82912, 82865, 82648, 82491, 82724, 82764, 82568, 82879
841, 82899, 82854, 82643, 82474, 82729, 82753, 82563, 82886, 82903, 82871, 82651, 82475, 82714, 82758, 82563, 82880
842, 82894, 82859, 82648, 82467, 82718, 82748, 82567, 82869, 82903, 82866, 82652, 82479, 82711, 82755, 82551, 82880
843, 82904, 82859, 82649, 82471, 82712, 82740, 82568, 82864, 82900, 82855, 82643, 82475, 82713, 82748, 82556, 82876
844, 82904, 82852, 82633, 82484, 82719, 82750, 82564, 82863, 82904, 82854, 82648, 82481, 82721, 82754, 82564, 82869
845, 82912, 82851, 82639, 82476, 82726, 82756, 82563, 82862, 82914, 82860, 82639, 82490, 82730, 82757, 82558, 82864
846, 82909, 82859, 82653, 82481, 82743, 82754, 82557, 82861, 82912, 82874, 82643, 82493, 82719, 82747, 82563, 82869
847, 82903, 82859, 82655, 82483, 82744, 82757, 82558, 82881, 82896, 82868, 82640, 82487, 82724, 82750, 82560, 82882
848, 82898, 82864, 82646, 82491, 82728, 82760, 82558, 82888, 82894, 82864, 82646, 82489, 82717, 82749, 82561, 82881
849, 82904, 82858, 82641, 82474, 82729, 82752, 82554, 82879, 82900, 82862, 82655, 82491, 82713, 82749, 82564, 82882
850, 82904, 82866, 82635, 82479, 82716, 82754, 82553, 82892, 82904, 82858, 82645, 82489, 82708, 82750, 82554, 82876
851, 82904, 82849, 82654, 82491, 82714, 82761, 82563, 82894, 82901, 82859, 82634, 82481, 82712, 82751, 82564, 82877
852, 82909, 82858, 82656, 82490, 82726, 82760, 82563, 82890, 82899, 82857, 82645, 82482, 82719, 82754, 82569, 82874
853, 82909, 82858, 82640, 82478, 82719, 82759, 82568, 82880, 82896, 82846, 82649, 82488, 82718, 82757, 82553, 82887
854, 82901, 82860, 82643, 82469, 82734, 82756, 82563, 82873, 82906, 82860, 82649, 82476, 82718, 82751, 82554, 82873
855, 82899, 82864, 82644, 82459, 82735, 82750, 82567, 82883, 82902, 82851, 82641, 82464, 82713, 82743, 82554, 82854
856, 82909, 82865, 82637, 82467, 82729, 82764, 82564, 82879, 82911, 82858, 82643, 82469, 82724, 82753, 82560, 82868
857, 82897, 82862, 82632, 82478, 82721, 82758, 82549, 82873, 82906, 82857, 82646, 82489, 82731, 82738, 82551, 82880
858, 82892, 82860, 82651, 82480, 82719, 82763, 82554, 82866, 82907, 82858, 82649, 82477, 82726, 82747, 82556, 82885
859, 82888, 82861, 82644, 82481, 82721, 82759, 82561, 82873, 82912, 82863, 82648, 82474, 82719, 82757, 82570, 82889
860, 82898, 82856, 82641, 82474, 82720, 82748, 82564, 82875, 82892, 82864, 82646, 82478, 82728, 82763, 82561, 82883
861, 82901, 82846, 82649, 82474, 82721, 82749, 82568, 82856, 82901, 82862, 82657, 82478, 82734, 82753, 82551, 82877
862, 82912, 82859, 82656, 82485, 82733, 82751, 82568, 82871, 82906, 82853, 82655, 82478, 82719, 82771, 82561, 82876
863, 82904, 82870, 82658, 82486, 82728, 82757, 82558, 82878, 82902, 82854, 82646, 82479, 82722, 82762, 82564, 82881
864, 82909, 82862, 82646, 82479, 82727, 82754, 82562, 82873, 82898, 82856, 82649, 82479, 82720, 82749, 82566, 82871
865, 82908, 82853, 82636, 82474, 82724, 82757, 82559, 82870, 82906, 82859, 82642, 82477, 82712, 82759, 82559, 82877
866, 82899, 82856, 82638, 82478, 82736, 82764, 82560, 82881, 82900, 82871, 82651, 82474, 82727, 82763, 82559, 82884
867, 82898, 82856, 82641, 82483, 82724, 82755, 82566, 82881, 82903, 82849, 82643, 82487, 82728, 82764, 82558, 82869
868, 55111, 55049, 54873, 54703, 54938, 54957, 54790, 55091, 55119, 55052, 54875, 54706, 54949, 54966, 54799, 55098
869, -56663, -56720, -56779, -56992, -56782, -56804, -56800, -56575, -56663, -56720, -56779, -56992, -56782, -56804, -56800, -56575
870, -84756, -84806, -84847, -85059, -84864, -84891, -84829, -84634, -84756, -84806, -84847, -85059, -84864, -84891, -84829, -84634
871, -84740, -84809, -84852, -85052, -84859, -84893, -84838, -84635, -84740, -84809, -84852, -85052, -84859, -84893, -84838, -84635
872, -84752, -84811, -84848, -85062, -84865, -84891, -84841, -84642, -84752, -84811, -84848, -85062, -84865, -84891, -84841, -84642
873, -84753, -84812, -84847, -85061, -84876, -84902, -84839, -84642, -84753, -84812, -84847, -85061, -84876, -84902, -84839, -84642
874, -84747, -84818, -84849, -85066, -84879, -84897, -84836, -84648, -84747, -84818, -84849, -85066, -84879, -84897, -84836, -84648
875, -84750, -84822, -84846, -85063, -84871, -84887, -84837, -84646, -84750, -84822, -84846, -85063, -84871, -84887, -84837, -84646
876, -84759, -84821, -84851, -85061, -84859, -84896, -84842, -84641, -84759, -84821, -84851, -85061, -84859, -84896, -84842, -84641
877, -84765, -84812, -84849, -85060, -84871, -84894, -84847, -84646, -84765, -84812, -84849, -85060, -84871, -84894, -84847, -84646
878, -84767, -84807, -84847, -85065, -84884, -84898, -84841, -84647, -84767, -84807, -84847, -85065, -84884, -84898, -84841, -84647
879, -84763, -84807, -84856, -85066, -84879, -84899, -84842, -84638, -84763, -84807, -84856, -85066, -84879, -84899, -84842, -84638
880, -84771, -84806, -84852, -85060, -84870, -84906, -84845, -84638, -84771, -84806, -84852, -85060, -84870, -84906, -84845, -84638
881, -84760, -84807, -84854, -85066, -84868, -84891, -84839, -84642, -84760, -84807, -84854, -85066, -84868, -84891, -84839, -84642
882, -84755, -84812, -84850, -85053, -84867, -84884, -84852, -84651, -84755, -84812, -84850, -85053, -84867, -84884, -84852, -84651
883, -84754, -84809, -84847, -85054, -84884, -84891, -84849, -84641, -84754, -84809, -84847, -85054, -84884, -84891, -84849, -84641
884, -84754, -84810, -84847, -85057, -84867, -84900, -84839, -84634, -84754, -84810, -84847, -85057, -84867, -84900, -84839, -84634
885, -84761, -84811, -84853, -85056, -84866, -84901, -84843, -84630, -84761, -84811, -84853, -85056, -84866, -84901, -84843, -84630
886, -84753, -84811, -84854, -85066, -84877, -84891, -84843, -84638, -84753, -84811, -84854, -85066, -84877, -84891, -84843, -84638
887, -84754, -84810, -84854, -85056, -84879, -84898, -84854, -84639, -84754, -84810, -84854, -85056, -84879, -84898, -84854, -84639
888, -84761, -84817, -84866, -85052, -84875, -84891, -84856, -84649, -84761, -84817, -84866, -85052, -84875, -84891, -84856, -84649
889, -84748, -84817, -84852, -85052, -84865, -84884, -84845, -84635, -84748, -84817, -84852, -85052, -84865, -84884, -84845, -84635
890, -84746, -84804, -84846, -85059, -84862, -84887, -84848, -84636, -84746, -84804, -84846, -85059, -84862, -84887, -84848, -84636
891, -84752, -84806, -84851, -85065, -84869, -84886, -84848, -84639, -84752, -84806, -84851, -85065, -84869, -84886, -84848, -84639
892, -84762, -84819, -84854, -85067, -84881, -84895, -84840, -84643, -84762, -84819, -84854, -85067, -84881, -84895, -84840, -84643
893, -84760, -84821, -84859, -85064, -84872, -84900, -84849, -84634, -84760, -84821, -84859, -85064, -84872, -84900, -84849, -84634
894, -84762, -84814, -84856, -85064, -84867, -84889, -84845, -84635, -84762, -84814, -84856, -85064, -84867, -84889, -84845, -84635
895, -84758, -84811, -84842, -85065, -84860, -84895, -84839, -84646, -84758, -84811, -84842, -85065, -84860, -84895, -84839, -84646
896, -84758, -84822, -84856, -85061, -84862, -84898, -84839, -84646, -84758, -84822, -84856, -85061, -84862, -84898, -84839, -84646
897, -84766, -84822, -84855, -85056, -84861, -84899, -84845, -84652, -84766, -84822, -84855, -85056, -84861, -84899, -84845, -84652
898, -84757, -84808, -84849, -85069, -84876, -84891, -84849, -84646, -84757, -84808, -84849, -85069, -84876, -84891, -84849, -84646
899, -84750, -84821, -84849, -85072, -84877, -84899, -84854, -84646, -84750, -84821, -84849, -85072, -84877, -84899, -84854, -84646
900, -84743, -84831, -84847, -85061, -84863, -84894, -84852, -84637, -84743, -84831, -84847, -85061, -84863, -84894, -84852, -84637
901, -84751, -84826, -84839, -85054, -84864, -84902, -84839, -84638, -84751, -84826, -84839, -85054, -84864, -84902, -84839, -84638
902, -84750, -84821, -84859, -85065, -84874, -84897, -84841, -84637, -84750, -84821, -84859, -85065, -84874, -84897, -84841, -84637
903, -84747, -84817, -84854, -85066, -84867, -84895, -84842, -84634, -84747, -84817, -84854, -85066, -84867, -84895, -84842, -84634
904, -84749, -84816, -84848, -85066, -84869, -84890, -84836, -84641, -84749, -84816, -84848, -85066, -84869, -84890, -84836, -84641
905, -84761, -84815, -84851, -85066, -84867, -84892, -84842, -84639, -84761, -84815, -84851, -85066, -84867, -84892, -84842, -84639
906, -84757, -84820, -84844, -85067, -84858, -84890, -84837, -84640, -84757, -84820, -84844, -85067, -84858, -84890, -84837, -84640
907, -84757, -84807, -84849, -85057, -84856, -84896, -84834, -84634, -84757, -84807, -84849, -85057, -84856, -84896, -84834, -84634
908, -84747, -84817, -84846, -85046, -84861, -84882, -84848, -84642, -84747, -84817, -84846, -85046, -84861, -84882, -84848, -84642
909, -84736, -84813, -84838, -85054, -84864, -84891, -84848, -84642, -84736, -84813, -84838, -85054, -84864, -84891, -84848, -84642
910, -84747, -84812, -84837, -85064, -84869, -84903, -84846, -84637, -84747, -84812, -84837, -85064, -84869, -84903, -84846, -84637
911, -84749, -84813, -84839, -85068, -84867, -84898, -84854, -84634, -84749, -84813, -84839, -85068, -84867, -84898, -84854, -84634
912, -84754, -84813, -84852, -85051, -84869, -84900, -84849, -84631, -84754, -84813, -84852, -85051, -84869, -84900, -84849, -84631
913, -84766, -84817, -84857, -85057, -84868, -84894, -84851, -84632, -84766, -84817, -84857, -85057, -84868, -84894, -84851, -84632
914, -84759, -84821, -84842, -85072, -84872, -84899, -84845, -84645, -84759, -84821, -84842, -85072, -84872, -84899, -84845, -84645
915, -84753, -84806, -84844, -85069, -84871, -84902, -84845, -84647, -84753, -84806, -84844, -85069, -84871, -84902, -84845, -84647
916, -84755, -84802, -84848, -85066, -84857, -84885, -84831, -84644, -84755, -84802, -84848, -85066, -84857, -84885, -84831, -84644
917, -84762, -84812, -84856, -85068, -84869, -84890, -84839, -84641, -84762, -84812, -84856, -85068, -84869, -84890, -84839, -84641
918, -84762, -84811, -84868, -85052, -84868, -84896, -84852, -84644, -84762, -84811, -84868, -85052, -84868, -84896, -84852, -84644
919, -84747, -84799, -84852, -85053, -84868, -84905, -84847, -84640, -84747, -84799, -84852, -85053, -84868, -84905, -84847, -84640
920, -84757, -84814, -84852, -85065, -84866, -84903, -84851, -84637, -84757, -84814, -84852, -85065, -84866, -84903, -84851, -84637
921, -84747, -84817, -84851, -85064, -84870, -84902, -84848, -84641, -84747, -84817, -84851, -85064, -84870, -84902, -84848, -84641
922, -84744, -84809, -84848, -85064, -84865, -84895, -84843, -84652, -84744, -84809, -84848, -85064, -84865, -84895, -84843, -84652
923, -84749, -84807, -84846, -85058, -84871, -84883, -84833, -84637, -84749, -84807, -84846, -85058, -84871, -84883, -84833, -84637
924, -84745, -84795, -84845, -85065, -84860, -84888, -84836, -84642, -84745, -84795, -84845, -85065, -84860, -84888, -84836, -84642
925, -84746, -84789, -84842, -85068, -84868, -84889, -84841, -84640, -84746, -84789, -84842, -85068, -84868, -84889, -84841, -84640
926, -84750, -84805, -84837, -85061, -84868, -84902, -84844, -84637, -84750, -84805, -84837, -85061, -84868, -84902, -84844, -84637
927, -84756, -84812, -84844, -85063, -84872, -84900, -84854, -84638, -84756, -84812, -84844, -85063, -84872, -84900, -84854, -84638
928, -84766, -84811, -84853, -85064, -84865, -84901, -84829, -84642, -84766, -84811, -84853, -85064, -84865, -84901, -84829, -84642
929, -84757, -84811, -84849, -85068, -84864, -84889, -84834, -84641, -84757, -84811, -84849, -85068, -84864, -84889, -84834, -84641
930, -84757, -84802, -84842, -85064, -84863, -84885, -84838, -84644, -84757, -84802, -84842, -85064, -84863, -84885, -84838, -84644
931, -84767, -84797, -84855, -85070, -84872, -84897, -84847, -84653, -84767, -84797, -84855, -85070, -84872, -84897, -84847, -84653
932, -56968, -57011, -57093, -57293, -57085, -57106, -57092, -56876, -56968, -57011, -57093, -57293, -57085, -57106, -57092, -56876
933, 54801, 54756, 54583, 54398, 54641, 54673, 54514, 54805, 54805, 54772, 54565, 54414, 54644, 54669, 54521, 54814
934, 82896, 82853, 82641, 82476, 82723, 82766, 82564, 82876, 82904, 82856, 82640, 82470, 82713, 82755, 82558, 82883
935, 82907, 82855, 82648, 82484, 82722, 82759, 82564, 82881, 82903, 82864, 82653, 82473, 82719, 82758, 82552, 82886
936, 82900, 82851, 82649, 82476, 82718, 82737, 82566, 82877, 82902, 82853, 82653, 82478, 82726, 82751, 82562, 82876
937, 82894, 82854, 82637, 82479, 82718, 82739, 82561, 82866, 82911, 82867, 82654, 82482, 82710, 82754, 82566, 82866
938, 82904, 82861, 82656, 82491, 82713, 82759, 82557, 82879, 82907, 82876, 82644, 82485, 82714, 82758, 82563, 82868
939, 82908, 82861, 82661, 82484, 82711, 82758, 82567, 82885, 82902, 82865, 82647, 82487, 82733, 82751, 82556, 82878
940, 82906, 82854, 82651, 82487, 82716, 82755, 82552, 82881, 82908, 82868, 82635, 82475, 82726, 82758, 82554, 82875
941, 82908, 82859, 82645, 82481, 82723, 82748, 82549, 82878, 82906, 82866, 82636, 82476, 82720, 82763, 82561, 82873
942, 82888, 82850, 82649, 82475, 82710, 82753, 82566, 82878, 82904, 82853, 82643, 82482, 82726, 82753, 82559, 82866
943, 82896, 82859, 82654, 82481, 82728, 82768, 82566, 82872, 82888, 82854, 82648, 82471, 82730, 82760, 82556, 82876
944, 82892, 82861, 82655, 82479, 82719, 82761, 82551, 82868, 82899, 82858, 82652, 82474, 82724, 82747, 82560, 82880
945, 82894, 82868, 82647, 82481, 82719, 82764, 82551, 82875, 82903, 82849, 82648, 82481, 82717, 82743, 82555, 82874
946, 82906, 82871, 82650, 82486, 82718, 82766, 82553, 82879, 82894, 82861, 82648, 82473, 82723, 82753, 82541, 82873
947, 82899, 82873, 82646, 82482, 82724, 82758, 82565, 82879, 82911, 82871, 82656, 82483, 82726, 82763, 82554, 82884
948, 82887, 82859, 82640, 82476, 82721, 82758, 82568, 82876, 82925, 82862, 82648, 82485, 82721, 82769, 82564, 82888
949, 82896, 82859, 82645, 82486, 82720, 82755, 82561, 82866, 82912, 82861, 82648, 82485, 82721, 82768, 82560, 82881
950, 82909, 82866, 82649, 82492, 82731, 82753, 82571, 82885, 82904, 82866, 82659, 82481, 82719, 82766, 82558, 82884
951, 82903, 82864, 82646, 82486, 82731, 82762, 82575, 82883, 82900, 82864, 82656, 82477, 82710, 82752, 82553, 82871
952, 82899, 82849, 82647, 82474, 82724, 82754, 82556, 82870, 82897, 82860, 82643, 82473, 82721, 82750, 82555, 82864
953, 82912, 82857, 82652, 82476, 82719, 82761, 82563, 82879, 82888, 82859, 82643, 82465, 82711, 82748, 82551, 82864
954, 82911, 82853, 82645, 82467, 82739, 82761, 82551, 82879, 82905, 82869, 82638, 82462, 82704, 82759, 82549, 82871
955, 82910, 82854, 82650, 82466, 82739, 82759, 82546, 82891, 82905, 82858, 82646, 82469, 82716, 82771, 82551, 82866
956, 82893, 82853, 82653, 82481, 82727, 82760, 82561, 82882, 82901, 82848, 82636, 82476, 82716, 82755, 82546, 82867
957, 82889, 82860, 82649, 82474, 82714, 82761, 82559, 82876, 82894, 82846, 82646, 82474, 82715, 82759, 82553, 82868
958, 82887, 82861, 82636, 82469, 82724, 82754, 82556, 82873, 82894, 82866, 82659, 82483, 82734, 82764, 82568, 82880
959, 82898, 82855, 82631, 82481, 82718, 82747, 82561, 82881, 82903, 82868, 82647, 82483, 82730, 82759, 82563, 82876
960, 82898, 82858, 82634, 82482, 82718, 82748, 82557, 82875, 82901, 82863, 82647, 82486, 82724, 82753, 82565, 82873
961, 82898, 82858, 82631, 82484, 82723, 82745, 82563, 82872, 82899, 82864, 82648, 82494, 82734, 82748, 82563, 82881
962, 82910, 82859, 82647, 82484, 82726, 82756, 82574, 82876, 82911, 82861, 82657, 82482, 82731, 82754, 82549, 82888
963, 82901, 82861, 82652, 82488, 82724, 82768, 82570, 82883, 82909, 82854, 82641, 82471, 82719, 82748, 82555, 82889
964, 82904, 82859, 82651, 82479, 82728, 82761, 82559, 82881, 82899, 82866, 82640, 82469, 82725, 82751, 82563, 82876
965, 82916, 82861, 82649, 82479, 82724, 82773, 82560, 82871, 82899, 82876, 82644, 82476, 82725, 82759, 82561, 82881
966, 82908, 82854, 82640, 82479, 82728, 82765, 82561, 82874, 82898, 82856, 82644, 82468, 82726, 82745, 82556, 82869
967, 82898, 82854, 82629, 82471, 82725, 82749, 82555, 82873, 82901, 82856, 82652, 82484, 82721, 82754, 82560, 82865
968, 82899, 82863, 82644, 82478, 82721, 82743, 82561, 82874, 82912, 82865, 82648, 82491, 82724, 82764, 82568, 82879
