Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
2970, -84754, -84812, -84843, -85059, -84864, -84904, -84837, -84643
2971, -84754, -84803, -84856, -85056, -84853, -84894, -84835, -84631
2972, -84752, -84814, -84849, -85051, -84861, -84897, -84838, -84626
2973, -84761, -84814, -84851, -85059, -84857, -84894, -84851, -84629
2974, -84759, -84823, -84844, -85062, -84874, -84883, -84859, -84642
2975, -84762, -84807, -84852, -85072, -84874, -84891, -84859, -84642
2976, -84746, -84803, -84863, -85062, -84876, -84894, -84853, -84634
2977, -84752, -84831, -84865, -85065, -84879, -84896, -84849, -84639
2978, -84752, -84830, -84849, -85067, -84866, -84891, -84846, -84646
2979, -84755, -84811, -84850, -85059, -84874, -84891, -84853, -84653
2980, -56960, -57008, -57092, -57270, -57076, -57094, -57086, -56864
2981, 54813, 54768, 54574, 54404, 54633, 54661, 54516, 54813
2982, 82914, 82863, 82637, 82453, 82723, 82749, 82552, 82876
2983, 82908, 82859, 82644, 82462, 82732, 82742, 82553, 82866
2984, 82893, 82860, 82649, 82476, 82717, 82756, 82551, 82879
2985, 82905, 82860, 82648, 82483, 82713, 82760, 82562, 82882
2986, 82904, 82862, 82646, 82479, 82720, 82748, 82573, 82878
2987, 82902, 82861, 82634, 82469, 82717, 82750, 82566, 82881
2988, 82908, 82864, 82646, 82476, 82726, 82753, 82558, 82881
2989, 82914, 82860, 82644, 82474, 82731, 82751, 82561, 82876
2990, 82899, 82859, 82648, 82479, 82724, 82752, 82556, 82863
2991, 82904, 82860, 82646, 82488, 82714, 82753, 82564, 82865
2992, 82910, 82868, 82661, 82481, 82719, 82766, 82574, 82874
2993, 82914, 82866, 82652, 82476, 82726, 82765, 82574, 82889
2994, 82915, 82866, 82643, 82483, 82734, 82755, 82559, 82886
2995, 82904, 82850, 82630, 82491, 82736, 82754, 82562, 82871
2996, 82899, 82844, 82634, 82483, 82731, 82754, 82560, 82860
2997, 82901, 82848, 82639, 82478, 82725, 82764, 82555, 82878
2998, 82890, 82854, 82636, 82487, 82719, 82767, 82559, 82872
2999, 82881, 82859, 82653, 82480, 82726, 82754, 82559, 82872
3000, 82897, 82863, 82656, 82479, 82720, 82754, 82565, 82877
3001, 82899, 82853, 82651, 82475, 82708, 82755, 82571, 82874
3002, 82896, 82851, 82646, 82476, 82711, 82749, 82568, 82876
3003, 82893, 82853, 82628, 82481, 82716, 82750, 82559, 82880
3004, 82906, 82854, 82635, 82474, 82712, 82753, 82564, 82879
3005, 82913, 82857, 82652, 82491, 82723, 82758, 82569, 82868
3006, 82912, 82853, 82640, 82484, 82725, 82747, 82567, 82874
3007, 82909, 82840, 82641, 82474, 82715, 82747, 82561, 82885
3008, 82909, 82849, 82647, 82479, 82726, 82754, 82565, 82888
3009, 82899, 82854, 82645, 82473, 82729, 82761, 82554, 82886
3010, 82901, 82844, 82655, 82483, 82728, 82760, 82551, 82892
3011, 82899, 82844, 82651, 82474, 82726, 82758, 82569, 82897
3012, 82894, 82854, 82657, 82476, 82728, 82761, 82566, 82878
3013, 82909, 82866, 82649, 82476, 82718, 82763, 82566, 82878
3014, 82905, 82861, 82647, 82486, 82720, 82753, 82559, 82889
3015, 82901, 82853, 82651, 82489, 82724, 82757, 82556, 82883
3016, 82903, 82854, 82645, 82482, 82726, 82751, 82551, 82871
3017, 82888, 82856, 82635, 82486, 82719, 82757, 82556, 82881
3018, 82898, 82848, 82640, 82484, 82721, 82758, 82552, 82881
3019, 82892, 82841, 82634, 82478, 82719, 82759, 82551, 82873
3020, 82894, 82851, 82650, 82468, 82719, 82763, 82557, 82880
3021, 82908, 82863, 82656, 82473, 82717, 82755, 82563, 82875
3022, 82914, 82863, 82643, 82483, 82721, 82752, 82568, 82878
3023, 82908, 82844, 82640, 82476, 82722, 82758, 82560, 82869
3024, 82893, 82852, 82650, 82480, 82728, 82753, 82559, 82875
3025, 82896, 82849, 82647, 82484, 82726, 82749, 82559, 82873
3026, 82911, 82848, 82644, 82475, 82711, 82755, 82561, 82875
3027, 82906, 82854, 82643, 82477, 82728, 82765, 82556, 82871
3028, 82893, 82855, 82650, 82475, 82728, 82753, 82562, 82882
3029, 82893, 82849, 82646, 82473, 82726, 82755, 82545, 82878
3030, 82893, 82856, 82641, 82476, 82724, 82758, 82556, 82878
3031, 82898, 82865, 82646, 82486, 82729, 82758, 82561, 82871
3032, 82901, 82856, 82648, 82493, 82723, 82755, 82569, 82871
3033, 82899, 82855, 82644, 82485, 82716, 82769, 82560, 82873
3034, 82905, 82860, 82643, 82483, 82724, 82758, 82558, 82866
3035, 82904, 82866, 82649, 82489, 82720, 82751, 82570, 82876
3036, 82901, 82866, 82649, 82484, 82719, 82756, 82560, 82875
3037, 82901, 82849, 82643, 82482, 82723, 82754, 82564, 82881
3038, 82907, 82859, 82640, 82482, 82724, 82753, 82562, 82888
3039, 82890, 82858, 82633, 82469, 82720, 82752, 82558, 82871
3040, 82898, 82861, 82653, 82481, 82731, 82755, 82558, 82875
3041, 82901, 82864, 82648, 82478, 82730, 82750, 82567, 82871
3042, 82909, 82858, 82647, 82479, 82714, 82746, 82569, 82868
3043, 82903, 82873, 82636, 82483, 82710, 82757, 82549, 82866
3044, 55118, 55058, 54874, 54691, 54931, 54955, 54789, 55097
3045, -56649, -56720, -56790, -56999, -56782, -56807, -56800, -56579
3046, -84761, -84819, -84862, -85063, -84862, -84896, -84841, -84635
3047, -84756, -84807, -84852, -85059, -84859, -84908, -84847, -84636
3048, -84757, -84811, -84857, -85066, -84874, -84894, -84839, -84631
3049, -84753, -84804, -84863, -85066, -84872, -84895, -84841, -84641
3050, -84751, -84814, -84863, -85059, -84856, -84902, -84846, -84643
3051, -84746, -84805, -84857, -85058, -84856, -84887, -84842, -84639
3052, -84761, -84804, -84851, -85063, -84867, -84886, -84834, -84635
3053, -84747, -84806, -84860, -85050, -84879, -84884, -84837, -84622
3054, -84751, -84819, -84851, -85057, -84872, -84889, -84841, -84636
3055, -84752, -84805, -84841, -85068, -84868, -84898, -84838, -84644
3056, -84754, -84811, -84837, -85064, -84858, -84895, -84852, -84641
3057, -84755, -84815, -84839, -85067, -84872, -84892, -84842, -84641
3058, -84761, -84820, -84839, -85075, -84876, -84906, -84835, -84651
3059, -84765, -84809, -84846, -85069, -84865, -84893, -84835, -84647
3060, -84759, -84815, -84847, -85069, -84861, -84901, -84840, -84643
3061, -84746, -84805, -84851, -85070, -84866, -84890, -84846, -84647
3062, -84752, -84803, -84847, -85071, -84877, -84896, -84846, -84634
3063, -84757, -84804, -84852, -85063, -84861, -84891, -84850, -84631
3064, -84752, -84820, -84850, -85057, -84866, -84883, -84859, -84643
3065, -84760, -84813, -84847, -85064, -84869, -84892, -84837, -84654
3066, -84760, -84812, -84851, -85066, -84866, -84904, -84846, -84652
3067, -84751, -84812, -84857, -85062, -84868, -84889, -84847, -84639
3068, -84755, -84811, -84849, -85042, -84862, -84876, -84834, -84630
3069, -84754, -84819, -84851, -85056, -84867, -84892, -84838, -84644
3070, -84756, -84819, -84841, -85064, -84866, -84887, -84849, -84634
3071, -84756, -84809, -84844, -85072, -84872, -84900, -84851, -84648
3072, -84757, -84812, -84852, -85071, -84874, -84894, -84842, -84639
3073, -84760, -84814, -84859, -85059, -84867, -84894, -84839, -84645
3074, -84761, -84807, -84857, -85059, -84857, -84891, -84846, -84647
3075, -84758, -84806, -84856, -85071, -84871, -84897, -84842, -84643
3076, -84766, -84811, -84857, -85048, -84864, -84894, -84834, -84645
3077, -84758, -84818, -84850, -85060, -84870, -84899, -84838, -84651
3078, -84755, -84816, -84853, -85061, -84872, -84897, -84842, -84649
3079, -84752, -84819, -84856, -85062, -84866, -84891, -84842, -84634
3080, -84740, -84809, -84848, -85060, -84865, -84891, -84839, -84630
3081, -84744, -84811, -84846, -85060, -84868, -84902, -84835, -84649
3082, -84759, -84825, -84851, -85060, -84876, -84904, -84847, -84646
3083, -84761, -84827, -84862, -85067, -84879, -84906, -84852, -84650
3084, -84761, -84817, -84856, -85067, -84874, -84901, -84845, -84664
3085, -84763, -84816, -84846, -85066, -84864, -84890, -84841, -84659
3086, -84768, -84814, -84866, -85061, -84869, -84896, -84838, -84636
3087, -84754, -84805, -84852, -85068, -84857, -84885, -84829, -84636
3088, -84751, -84814, -84864, -85064, -84876, -84896, -84844, -84644
3089, -84752, -84815, -84854, -85062, -84869, -84892, -84847, -84638
3090, -84749, -84817, -84852, -85059, -84864, -84887, -84852, -84637
3091, -84749, -84810, -84855, -85057, -84861, -84885, -84851, -84635
3092, -84744, -84791, -84846, -85052, -84847, -84883, -84839, -84631
3093, -84753, -84809, -84848, -85057, -84849, -84891, -84841, -84639
3094, -84762, -84834, -84863, -85067, -84866, -84899, -84837, -84645
3095, -84762, -84817, -84856, -85071, -84864, -84895, -84849, -84642
3096, -84754, -84827, -84858, -85074, -84874, -84897, -84850, -84645
3097, -84743, -84816, -84859, -85064, -84872, -84891, -84840, -84639
3098, -84754, -84809, -84841, -85058, -84869, -84897, -84831, -84634
3099, -84751, -84808, -84845, -85067, -84876, -84902, -84835, -84642
3100, -84756, -84811, -84852, -85069, -84865, -84894, -84849, -84654
3101, -84755, -84817, -84852, -85054, -84865, -84880, -84840, -84648
3102, -84749, -84820, -84850, -85054, -84866, -84884, -84834, -84646
3103, -84761, -84821, -84856, -85061, -84867, -84886, -84846, -84640
3104, -84756, -84817, -84858, -85074, -84868, -84896, -84846, -84638
3105, -84744, -84823, -84855, -85074, -84873, -84881, -84834, -84637
3106, -84756, -84819, -84836, -85072, -84862, -84886, -84834, -84639
3107, -84759, -84813, -84849, -85064, -84857, -84901, -84844, -84640
3108, -56974, -57014, -57087, -57286, -57092, -57112, -57087, -56876
3109, 54807, 54761, 54579, 54393, 54637, 54649, 54509, 54813
3110, 82901, 82836, 82650, 82459, 82711, 82760, 82556, 82880
3111, 82901, 82843, 82656, 82472, 82721, 82774, 82554, 82876
3112, 82908, 82854, 82652, 82480, 82714, 82764, 82560, 82872
3113, 82900, 82853, 82642, 82478, 82706, 82752, 82552, 82869
3114, 82893, 82850, 82645, 82471, 82717, 82757, 82552, 82874
3115, 82890, 82854, 82656, 82471, 82729, 82756, 82564, 82887
3116, 82896, 82862, 82638, 82471, 82724, 82751, 82563, 82880
3117, 82901, 82860, 82641, 82473, 82719, 82758, 82556, 82865
3118, 82914, 82854, 82635, 82468, 82719, 82753, 82565, 82863
3119, 82914, 82854, 82649, 82464, 82719, 82763, 82560, 82867
3120, 82903, 82846, 82644, 82468, 82712, 82763, 82558, 82874
3121, 82896, 82853, 82644, 82474, 82708, 82751, 82560, 82866
3122, 82899, 82857, 82643, 82489, 82720, 82736, 82566, 82878
3123, 82900, 82853, 82653, 82498, 82740, 82756, 82566, 82881
3124, 82901, 82866, 82653, 82494, 82735, 82746, 82557, 82875
3125, 82906, 82869, 82646, 82483, 82730, 82743, 82554, 82871
3126, 82911, 82863, 82644, 82486, 82731, 82748, 82560, 82874
3127, 82896, 82866, 82649, 82483, 82719, 82751, 82554, 82868
3128, 82906, 82863, 82649, 82476, 82728, 82754, 82562, 82876
3129, 82904, 82859, 82644, 82473, 82731, 82748, 82557, 82882
3130, 82908, 82864, 82654, 82488, 82723, 82756, 82559, 82874
3131, 82899, 82859, 82661, 82478, 82727, 82769, 82562, 82869
3132, 82898, 82859, 82657, 82484, 82730, 82754, 82562, 82879
3133, 82903, 82851, 82655, 82478, 82725, 82747, 82559, 82876
3134, 82895, 82858, 82646, 82473, 82716, 82743, 82558, 82869
3135, 82896, 82853, 82652, 82472, 82721, 82756, 82554, 82873
3136, 82892, 82853, 82659, 82479, 82725, 82758, 82554, 82877
3137, 82893, 82858, 82652, 82470, 82723, 82739, 82565, 82871
3138, 82908, 82861, 82652, 82473, 82719, 82744, 82577, 82878
3139, 82918, 82860, 82643, 82487, 82729, 82754, 82571, 82880
3140, 82909, 82859, 82644, 82475, 82733, 82761, 82563, 82870
3141, 82901, 82849, 82641, 82488, 82722, 82754, 82565, 82867
3142, 82891, 82864, 82636, 82485, 82717, 82750, 82561, 82873
3143, 82893, 82861, 82636, 82484, 82719, 82751, 82559, 82876
3144, 82898, 82864, 82644, 82479, 82719, 82759, 82564, 82879
3145, 82905, 82850, 82658, 82482, 82714, 82762, 82560, 82873
3146, 82907, 82850, 82641, 82485, 82728, 82756, 82557, 82879
3147, 82898, 82857, 82641, 82479, 82723, 82759, 82555, 82871
3148, 82893, 82859, 82651, 82469, 82720, 82754, 82546, 82873
3149, 82903, 82864, 82649, 82484, 82715, 82757, 82554, 82889
3150, 82898, 82864, 82643, 82485, 82724, 82756, 82563, 82886
3151, 82898, 82855, 82641, 82475, 82730, 82758, 82564, 82881
3152, 82909, 82859, 82634, 82491, 82726, 82761, 82561, 82883
3153, 82918, 82853, 82635, 82489, 82733, 82761, 82553, 82885
3154, 82902, 82856, 82643, 82469, 82728, 82762, 82548, 82882
3155, 82905, 82864, 82643, 82483, 82734, 82757, 82569, 82876
3156, 82899, 82861, 82635, 82488, 82724, 82749, 82569, 82878
3157, 82898, 82844, 82643, 82474, 82721, 82764, 82557, 82874
3158, 82909, 82850, 82651, 82473, 82729, 82776, 82568, 82877
3159, 82917, 82863, 82651, 82488, 82729, 82766, 82578, 82881
3160, 82901, 82852, 82643, 82481, 82733, 82754, 82569, 82871
3161, 82900, 82853, 82641, 82474, 82723, 82749, 82561, 82864
3162, 82906, 82856, 82639, 82492, 82733, 82767, 82561, 82878
3163, 82894, 82855, 82638, 82487, 82720, 82767, 82561, 82874
3164, 82913, 82866, 82639, 82489, 82714, 82764, 82571, 82884
3165, 82902, 82850, 82642, 82478, 82723, 82764, 82564, 82885
3166, 82895, 82853, 82641, 82480, 82718, 82763, 82558, 82878
3167, 82910, 82853, 82641, 82478, 82724, 82761, 82558, 82874
3168, 82908, 82862, 82649, 82475, 82726, 82771, 82555, 82878
3169, 82901, 82858, 82646, 82466, 82717, 82773, 82570, 82881
3170, 82901, 82857, 82651, 82469, 82728, 82778, 82570, 82882
3171, 82906, 82861, 82648, 82476, 82724, 82772, 82564, 82873
3172, 55114, 55058, 54884, 54686, 54935, 54962, 54807, 55090
3173, -56652, -56732, -56781, -57007, -56772, -56806, -56794, -56595
3174, -84749, -84816, -84847, -85069, -84851, -84898, -84840, -84646
3175, -84753, -84814, -84856, -85076, -84855, -84893, -84838, -84631
3176, -84751, -84806, -84847, -85054, -84860, -84882, -84839, -84636
3177, -84752, -84803, -84836, -85057, -84856, -84878, -84844, -84646
3178, -84746, -84807, -84847, -85067, -84866, -84882, -84848, -84652
3179, -84753, -84801, -84842, -85062, -84870, -84892, -84832, -84639
3180, -84756, -84807, -84841, -85062, -84871, -84886, -84833, -84637
3181, -84753, -84809, -84841, -85057, -84867, -84885, -84843, -84631
3182, -84753, -84814, -84847, -85069, -84867, -84899, -84851, -84641
3183, -84766, -84814, -84844, -85066, -84872, -84887, -84850, -84641
3184, -84759, -84807, -84859, -85060, -84875, -84895, -84849, -84637
3185, -84758, -84811, -84854, -85064, -84856, -84882, -84832, -84641
3186, -84764, -84814, -84862, -85064, -84859, -84896, -84840, -84644
3187, -84761, -84810, -84854, -85063, -84859, -84902, -84839, -84641
3188, -84762, -84810, -84859, -85062, -84869, -84909, -84851, -84634
3189, -84778, -84806, -84856, -85061, -84877, -84903, -84847, -84649
3190, -84769, -84810, -84854, -85059, -84866, -84899, -84837, -84649
3191, -84754, -84812, -84861, -85060, -84868, -84897, -84839, -84641
3192, -84755, -84808, -84853, -85050, -84878, -84892, -84841, -84637
3193, -84765, -84821, -84859, -85066, -84873, -84897, -84852, -84651
3194, -84755, -84828, -84863, -85057, -84867, -84901, -84852, -84640
3195, -84759, -84804, -84859, -85060, -84862, -84892, -84844, -84631
3196, -84751, -84806, -84852, -85061, -84854, -84886, -84851, -84631
3197, -84748, -84804, -84840, -85056, -84851, -84888, -84844, -84636
3198, -84748, -84805, -84850, -85070, -84862, -84892, -84856, -84654
3199, -84739, -84811, -84859, -85064, -84860, -84882, -84845, -84654
3200, -84738, -84811, -84847, -85061, -84856, -84888, -84843, -84651
3201, -84757, -84809, -84851, -85064, -84862, -84894, -84839, -84640
3202, -84758, -84807, -84858, -85064, -84859, -84901, -84845, -84640
3203, -84741, -84822, -84854, -85069, -84864, -84900, -84826, -84637
3204, -84762, -84814, -84854, -85065, -84879, -84888, -84843, -84643
3205, -84764, -84818, -84864, -85071, -84879, -84899, -84849, -84647
3206, -84767, -84831, -84850, -85066, -84864, -84896, -84855, -84643
3207, -84758, -84819, -84844, -85057, -84864, -84881, -84846, -84645
3208, -84744, -84819, -84852, -85059, -84864, -84878, -84835, -84648
3209, -84757, -84819, -84856, -85052, -84861, -84875, -84839, -84638
3210, -84766, -84826, -84860, -85060, -84867, -84885, -84854, -84649
3211, -84758, -84816, -84864, -85070, -84866, -84899, -84860, -84661
3212, -84741, -84816, -84848, -85063, -84874, -84900, -84847, -84642
3213, -84754, -84810, -84858, -85060, -84877, -84893, -84847, -84629
3214, -84760, -84817, -84862, -85056, -84871, -84884, -84853, -84641
3215, -84759, -84809, -84859, -85066, -84869, -84874, -84842, -84641
3216, -84759, -84812, -84860, -85079, -84869, -84888, -84847, -84632
3217, -84752, -84806, -84863, -85079, -84866, -84880, -84839, -84636
3218, -84760, -84809, -84851, -85074, -84861, -84894, -84841, -84647
3219, -84754, -84814, -84842, -85062, -84867, -84887, -84842, -84654
3220, -84746, -84822, -84857, -85067, -84873, -84881, -84849, -84643
3221, -84746, -84806, -84854, -85060, -84866, -84888, -84850, -84638
3222, -84748, -84802, -84859, -85072, -84871, -84882, -84847, -84642
3223, -84751, -84811, -84851, -85069, -84867, -84893, -84846, -84647
3224, -84756, -84812, -84851, -85053, -84861, -84893, -84830, -84638
3225, -84760, -84810, -84861, -85064, -84864, -84897, -84838, -84649
3226, -84754, -84814, -84855, -85077, -84863, -84893, -84847, -84644
3227, -84749, -84815, -84844, -85064, -84876, -84893, -84849, -84645
3228, -84755, -84815, -84844, -85054, -84870, -84882, -84834, -84640
3229, -84742, -84799, -84846, -85058, -84866, -84885, -84829, -84643
3230, -84748, -84814, -84856, -85061, -84870, -84891, -84852, -84647
3231, -84761, -84806, -84863, -85061, -84876, -84886, -84856, -84649
3232, -84752, -84814, -84858, -85052, -84864, -84887, -84843, -84647
3233, -84747, -84817, -84832, -85063, -84866, -84886, -84836, -84634
3234, -84743, -84819, -84852, -85070, -84869, -84890, -84851, -84642
3235, -84741, -84814, -84854, -85066, -84867, -84895, -84847, -84633
3236, -56966, -57016, -57091, -57283, -57079, -57104, -57079, -56856
3237, 54801, 54763, 54579, 54406, 54649, 54667, 54511, 54802
3238, 82916, 82856, 82644, 82476, 82725, 82766, 82554, 82866
3239, 82906, 82854, 82643, 82474, 82711, 82753, 82549, 82862
3240, 82903, 82854, 82649, 82473, 82734, 82763, 82559, 82873
3241, 82903, 82876, 82652, 82486, 82734, 82760, 82567, 82890
3242, 82894, 82866, 82634, 82476, 82731, 82742, 82568, 82880
3243, 82882, 82859, 82629, 82468, 82723, 82744, 82562, 82869
3244, 82879, 82866, 82651, 82472, 82719, 82757, 82564, 82870
3245, 82900, 82867, 82659, 82476, 82724, 82765, 82563, 82871
3246, 82900, 82857, 82661, 82482, 82729, 82758, 82554, 82876
3247, 82908, 82855, 82663, 82488, 82722, 82763, 82564, 82889
3248, 82903, 82851, 82646, 82466, 82724, 82763, 82564, 82876
3249, 82881, 82840, 82631, 82469, 82721, 82755, 82566, 82867
3250, 82898, 82848, 82636, 82478, 82710, 82759, 82562, 82881
3251, 82898, 82849, 82644, 82473, 82716, 82764, 82556, 82884
3252, 82901, 82858, 82648, 82477, 82723, 82754, 82558, 82883
3253, 82891, 82848, 82634, 82479, 82715, 82759, 82558, 82873
3254, 82891, 82856, 82636, 82477, 82715, 82757, 82558, 82874
3255, 82906, 82865, 82633, 82464, 82726, 82748, 82556, 82876
3256, 82896, 82852, 82636, 82471, 82729, 82749, 82561, 82879
3257, 82889, 82839, 82646, 82473, 82726, 82757, 82554, 82866
3258, 82891, 82844, 82649, 82472, 82719, 82749, 82563, 82874
3259, 82888, 82848, 82640, 82474, 82721, 82753, 82564, 82868
3260, 82901, 82845, 82642, 82461, 82714, 82760, 82549, 82864
3261, 82903, 82847, 82634, 82470, 82716, 82754, 82547, 82865
3262, 82908, 82852, 82627, 82465, 82714, 82755, 82561, 82874
3263, 82906, 82865, 82643, 82476, 82708, 82759, 82561, 82878
3264, 82894, 82858, 82641, 82483, 82710, 82743, 82551, 82884
3265, 82895, 82859, 82638, 82484, 82707, 82748, 82562, 82881
3266, 82901, 82856, 82643, 82478, 82719, 82756, 82566, 82873
3267, 82890, 82849, 82639, 82467, 82726, 82748, 82551, 82873
3268, 82888, 82851, 82636, 82474, 82709, 82759, 82554, 82865
3269, 82898, 82848, 82643, 82474, 82715, 82751, 82566, 82872
3270, 82901, 82861, 82644, 82471, 82723, 82745, 82565, 82865
3271, 82890, 82868, 82649, 82470, 82729, 82758, 82561, 82874
3272, 82901, 82875, 82642, 82476, 82737, 82766, 82560, 82886
3273, 82896, 82866, 82638, 82479, 82724, 82751, 82569, 82887
3274, 82898, 82853, 82644, 82478, 82722, 82748, 82564, 82878
3275, 82899, 82861, 82651, 82477, 82727, 82761, 82557, 82874
3276, 82899, 82854, 82655, 82481, 82738, 82764, 82569, 82881
3277, 82899, 82843, 82651, 82479, 82729, 82759, 82569, 82876
3278, 82914, 82855, 82644, 82477, 82708, 82748, 82557, 82876
3279, 82911, 82858, 82638, 82479, 82724, 82753, 82546, 82869
3280, 82901, 82865, 82649, 82476, 82723, 82754, 82557, 82884
3281, 82909, 82859, 82644, 82471, 82724, 82744, 82564, 82883
3282, 82896, 82858, 82639, 82475, 82716, 82746, 82555, 82873
3283, 82900, 82849, 82639, 82485, 82720, 82759, 82558, 82875
3284, 82910, 82852, 82658, 82486, 82714, 82766, 82568, 82884
3285, 82925, 82863, 82658, 82481, 82719, 82764, 82563, 82885
3286, 82921, 82859, 82646, 82472, 82719, 82758, 82561, 82880
3287, 82913, 82840, 82644, 82469, 82712, 82761, 82557, 82868
3288, 82911, 82848, 82638, 82479, 82723, 82768, 82564, 82873
3289, 82899, 82853, 82631, 82483, 82726, 82754, 82558, 82866
3290, 82899, 82844, 82641, 82474, 82731, 82754, 82545, 82878
3291, 82909, 82863, 82648, 82478, 82729, 82769, 82564, 82877
3292, 82901, 82859, 82646, 82484, 82718, 82759, 82559, 82878
3293, 82900, 82854, 82639, 82476, 82723, 82759, 82555, 82878
3294, 82905, 82866, 82651, 82476, 82721, 82751, 82568, 82883
3295, 82893, 82859, 82661, 82469, 82717, 82754, 82570, 82871
3296, 82897, 82854, 82656, 82490, 82727, 82755, 82572, 82864
3297, 82899, 82859, 82639, 82489, 82723, 82753, 82568, 82871
3298, 82897, 82857, 82641, 82477, 82716, 82745, 82571, 82869
3299, 82914, 82857, 82658, 82476, 82724, 82755, 82564, 82875
3300, 55131, 55050, 54881, 54706, 54944, 54957, 54795, 55091
3301, -56647, -56727, -56789, -56997, -56790, -56812, -56795, -56584
3302, -84757, -84823, -84854, -85076, -84871, -84892, -84842, -84637
3303, -84755, -84807, -84846, -85064, -84872, -84881, -84827, -84649
3304, -84762, -84798, -84841, -85059, -84864, -84885, -84842, -84649
3305, -84764, -84810, -84851, -85056, -84875, -84884, -84839, -84640
3306, -84749, -84820, -84842, -85059, -84882, -84889, -84849, -84636
3307, -84749, -84813, -84844, -85063, -84873, -84891, -84845, -84637
3308, -84765, -84813, -84844, -85067, -84857, -84894, -84846, -84643
3309, -84756, -84816, -84857, -85064, -84867, -84906, -84854, -84636
3310, -84759, -84814, -84851, -85061, -84869, -84905, -84850, -84647
3311, -84758, -84817, -84849, -85067, -84869, -84902, -84844, -84649
3312, -84747, -84824, -84846, -85054, -84871, -84887, -84844, -84643
3313, -84752, -84817, -84851, -85061, -84868, -84881, -84844, -84647
3314, -84757, -84796, -84852, -85064, -84859, -84889, -84841, -84638
3315, -84762, -84806, -84852, -85064, -84862, -84889, -84836, -84637
3316, -84759, -84810, -84854, -85060, -84866, -84893, -84842, -84637
3317, -84760, -84820, -84856, -85067, -84872, -84899, -84838, -84636
3318, -84766, -84823, -84853, -85068, -84876, -84889, -84837, -84636
3319, -84755, -84817, -84861, -85079, -84864, -84894, -84841, -84642
3320, -84745, -84824, -84857, -85069, -84868, -84890, -84847, -84637
3321, -84760, -84821, -84850, -85059, -84866, -84888, -84844, -84638
3322, -84758, -84815, -84846, -85065, -84874, -84888, -84840, -84643
3323, -84745, -84811, -84839, -85063, -84870, -84893, -84835, -84639
3324, -84766, -84814, -84847, -85059, -84871, -84894, -84829, -84642
3325, -84761, -84816, -84847, -85057, -84867, -84897, -84832, -84645
3326, -84756, -84808, -84844, -85058, -84862, -84881, -84846, -84650
3327, -84751, -84803, -84844, -85059, -84870, -84882, -84842, -84637
3328, -84755, -84807, -84859, -85063, -84867, -84891, -84847, -84640
3329, -84744, -84803, -84851, -85062, -84866, -84895, -84852, -84646
3330, -84748, -84814, -84844, -85058, -84862, -84893, -84834, -84649
3331, -84754, -84813, -84847, -85073, -84866, -84881, -84827, -84644
3332, -84762, -84818, -84857, -85067, -84864, -84892, -84832, -84647
3333, -84756, -84814, -84851, -85055, -84855, -84900, -84845, -84642
3334, -84743, -84813, -84850, -85051, -84854, -84891, -84842, -84640
3335, -84747, -84816, -84854, -85065, -84868, -84890, -84836, -84632
3336, -84757, -84815, -84849, -85066, -84874, -84892, -84842, -84631
3337, -84753, -84817, -84856, -85056, -84879, -84902, -84841, -84634
3338, -84758, -84829, -84864, -85054, -84871, -84892, -84851, -84645
3339, -84756, -84829, -84861, -85066, -84867, -84888, -84849, -84647
3340, -84757, -84832, -84856, -85060, -84860, -84894, -84831, -84634
3341, -84754, -84821, -84856, -85057, -84867, -84908, -84841, -84634
3342, -84757, -84820, -84864, -85074, -84866, -84896, -84843, -84641
3343, -84754, -84811, -84858, -85056, -84860, -84889, -84851, -84632
3344, -84757, -84816, -84855, -85056, -84877, -84886, -84849, -84646
3345, -84762, -84815, -84851, -85062, -84881, -84886, -84855, -84642
3346, -84749, -84814, -84848, -85060, -84871, -84896, -84839, -84636
3347, -84749, -84817, -84844, -85059, -84867, -84894, -84826, -84633
3348, -84743, -84806, -84846, -85053, -84870, -84891, -84836, -84631
3349, -84747, -84822, -84845, -85056, -84866, -84894, -84850, -84641
3350, -84751, -84827, -84854, -85071, -84871, -84895, -84847, -84649
3351, -84753, -84818, -84849, -85064, -84873, -84893, -84843, -84647
3352, -84757, -84809, -84841, -85059, -84872, -84894, -84841, -84648
3353, -84759, -84818, -84848, -85062, -84869, -84901, -84841, -84652
3354, -84744, -84815, -84857, -85070, -84862, -84892, -84846, -84644
3355, -84740, -84810, -84853, -85071, -84860, -84888, -84859, -84645
3356, -84752, -84816, -84862, -85063, -84859, -84894, -84860, -84648
3357, -84762, -84819, -84862, -85065, -84865, -84907, -84846, -84641
3358, -84757, -84819, -84848, -85059, -84859, -84890, -84849, -84636
3359, -84751, -84808, -84849, -85053, -84855, -84886, -84845, -84631
3360, -84760, -84809, -84848, -85066, -84858, -84900, -84842, -84631
3361, -84764, -84804, -84848, -85075, -84861, -84905, -84835, -84639
3362, -84765, -84805, -84851, -85062, -84874, -84895, -84838, -84641
3363, -84754, -84814, -84854, -85062, -84881, -84891, -84844, -84629
3364, -56969, -57009, -57092, -57278, -57086, -57093, -57088, -56860
3365, 54801, 54772, 54576, 54406, 54651, 54669, 54516, 54804
3366, 82893, 82852, 82643, 82474, 82722, 82749, 82563, 82871
3367, 82902, 82851, 82631, 82479, 82709, 82746, 82561, 82876
