CH1SET,CH2SET,CH3SET,CH4SET,CH5SET,CH6SET,CH7SET,CH8SET,CH1SET1,CH2SET1,CH3SET1,CH4SET1,CH5SET1,CH6SET1,CH7SET1,CH8SET1
209267, -24959, 325896, 467876, -29016, 63224, 304709, -21073, -24959, 325896, 467876, -29016, 63224, 304709, -21073, -24959, 325896, 467876, -29016, 63224, 304709, -21073
220644, -24799, 316449, 456969, -29066, 69760, 328282, -21200, -24799, 316449, 456969, -29066, 69760, 328282, -21200, -24799, 316449, 456969, -29066, 69760, 328282, -21200
215808, -23708, 304414, 455857, -28942, 64653, 280787, -21199, -23708, 304414, 455857, -28942, 64653, 280787, -21199, -23708, 304414, 455857, -28942, 64653, 280787, -21199
211061, -24584, 304993, 466788, -29006, 61004, 312832, -21200, -24584, 304993, 466788, -29006, 61004, 312832, -21200, -24584, 304993, 466788, -29006, 61004, 312832, -21200
217144, -24947, 317421, 449211, -29151, 58439, 316592, -21271, -24947, 317421, 449211, -29151, 58439, 316592, -21271, -24947, 317421, 449211, -29151, 58439, 316592, -21271
213263, -24621, 311883, 447389, -29247, 55351, 299293, -21458, -24621, 311883, 447389, -29247, 55351, 299293, -21458, -24621, 311883, 447389, -29247, 55351, 299293, -21458
194226, -24481, 301019, 448491, -29341, 61460, 284025, -21613, -24481, 301019, 448491, -29341, 61460, 284025, -21613, -24481, 301019, 448491, -29341, 61460, 284025, -21613
197476, -24312, 318836, 445664, -29281, 62164, 305443, -21389, -24312, 318836, 445664, -29281, 62164, 305443, -21389, -24312, 318836, 445664, -29281, 62164, 305443, -21389
201489, -24576, 315221, 438821, -28989, 59816, 291399, -21243, -24576, 315221, 438821, -28989, 59816, 291399, -21243, -24576, 315221, 438821, -28989, 59816, 291399, -21243
209344, -24544, 317674, 427479, -28753, 54978, 278606, -21455, -24544, 317674, 427479, -28753, 54978, 278606, -21455, -24544, 317674, 427479, -28753, 54978, 278606, -21455
207289, -24655, 303278, 429182, -28912, 57816, 283216, -21262, -24655, 303278, 429182, -28912, 57816, 283216, -21262, -24655, 303278, 429182, -28912, 57816, 283216, -21262
206027, -24478, 289489, 448419, -29077, 65858, 283769, -21287, -24478, 289489, 448419, -29077, 65858, 283769, -21287, -24478, 289489, 448419, -29077, 65858, 283769, -21287
217429, -24758, 297174, 449316, -29045, 67349, 272315, -21345, -24758, 297174, 449316, -29045, 67349, 272315, -21345, -24758, 297174, 449316, -29045, 67349, 272315, -21345
210211, -24929, 317828, 448898, -28957, 62893, 274914, -21259, -24929, 317828, 448898, -28957, 62893, 274914, -21259, -24929, 317828, 448898, -28957, 62893, 274914, -21259
210887, -24362, 311306, 444590, -29070, 62952, 302588, -21299, -24362, 311306, 444590, -29070, 62952, 302588, -21299, -24362, 311306, 444590, -29070, 62952, 302588, -21299
211567, -24261, 306500, 459258, -29116, 58790, 307629, -21335, -24261, 306500, 459258, -29116, 58790, 307629, -21335, -24261, 306500, 459258, -29116, 58790, 307629, -21335
212642, -24307, 317918, 425476, -29036, 56974, 280330, -21459, -24307, 317918, 425476, -29036, 56974, 280330, -21459, -24307, 317918, 425476, -29036, 56974, 280330, -21459
203077, -24161, 312146, 420516, -28710, 59741, 258816, -21289, -24161, 312146, 420516, -28710, 59741, 258816, -21289, -24161, 312146, 420516, -28710, 59741, 258816, -21289
205715, -24573, 318117, 455487, -28879, 63054, 258118, -21303, -24573, 318117, 455487, -28879, 63054, 258118, -21303, -24573, 318117, 455487, -28879, 63054, 258118, -21303
206352, -24761, 315663, 450611, -29210, 61069, 255083, -21450, -24761, 315663, 450611, -29210, 61069, 255083, -21450, -24761, 315663, 450611, -29210, 61069, 255083, -21450
208893, -24703, 306723, 424299, -28972, 59881, 280910, -21183, -24703, 306723, 424299, -28972, 59881, 280910, -21183, -24703, 306723, 424299, -28972, 59881, 280910, -21183
210747, -24334, 309577, 410703, -28969, 65354, 285536, -21228, -24334, 309577, 410703, -28969, 65354, 285536, -21228, -24334, 309577, 410703, -28969, 65354, 285536, -21228
213298, -24519, 302314, 416224, -29217, 61598, 266419, -21441, -24519, 302314, 416224, -29217, 61598, 266419, -21441, -24519, 302314, 416224, -29217, 61598, 266419, -21441
205688, -25007, 317348, 436796, -28949, 62844, 259413, -21441, -25007, 317348, 436796, -28949, 62844, 259413, -21441, -25007, 317348, 436796, -28949, 62844, 259413, -21441
207365, -24928, 297412, 426418, -28577, 63456, 262011, -21387, -24928, 297412, 426418, -28577, 63456, 262011, -21387, -24928, 297412, 426418, -28577, 63456, 262011, -21387
215892, -24506, 299176, 422433, -28743, 61124, 267743, -21516, -24506, 299176, 422433, -28743, 61124, 267743, -21516, -24506, 299176, 422433, -28743, 61124, 267743, -21516
