nivel,grupo,n_clases,feature_set,n_features,clasificador,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,MLP,0.8477517836402854,0.034998333631903716,0.7603366469665434,0.04339047817983127
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,SVM_Lineal,0.8599502239920358,0.02609128877400465,0.7572033758753498,0.0323003115445618
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,Ensamble_SVMLin_LogReg,0.8566981914717106,0.029714584896545812,0.75428280135013,0.035228619671974694
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,LogReg,0.855072175211548,0.03134860752852723,0.7540676551981773,0.035441558608057505
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,SVM_RBF,0.8526331508213042,0.03183435804377013,0.7495261985845365,0.0393109629526047
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,Ensamble_MLP_SVMRBF,0.8510104529616725,0.032143846684598645,0.7488989781930602,0.040035173281072575
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,RF,0.8363597146175543,0.038800540075280554,0.7470835981934251,0.04542688011752654
super_clase,Letters/Numbers/Controls,3,TODAS,686,LogReg,0.8501775344284056,0.03320245446992562,0.7463741356039935,0.04989349687560821
super_clase,Letters/Numbers/Controls,3,Frecuencias_Todas,350,XGBC,0.8371594491455119,0.02672336112412318,0.7440646192597026,0.03363851705624721
super_clase,Letters/Numbers/Controls,3,Frecuencias_Rel,70,MLP,0.8469221835075494,0.02582527810999978,0.7418987226536025,0.01910566018334769
super_clase,Letters/Numbers/Controls,3,TODAS,686,Ensamble_SVMLin_LogReg,0.848551518168243,0.0326895894000531,0.7408916746366963,0.049618077527724146
super_clase,Letters/Numbers/Controls,3,TODAS,686,SVM_Lineal,0.8493612078977932,0.028683583130713897,0.7404792467907776,0.04139122133683363
super_clase,Letters/Numbers/Controls,3,TODAS,686,MLP,0.837149493943919,0.03638607645695899,0.738725882552117,0.04991032558187617
super_clase,Letters/Numbers/Controls,3,TODAS,686,SVM_RBF,0.8452961672473869,0.03488963382992272,0.7340427796319068,0.047458310500586236
super_clase,Letters/Numbers/Controls,3,TODAS,686,Ensamble_MLP_SVMRBF,0.8436701509872242,0.034650650315185494,0.733759480946794,0.04786072875297942
