Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,7.77999,8.34185,-1.83312,10.76192,-5.35584,-14.16714,4.773,14.90368
1,14.65311,13.44585,3.0552,16.36576,-2.5504,-11.09706,12.15524,19.78592
2,18.21695,16.25305,6.65712,21.46016,2.80544,-9.05034,13.17348,21.58464
3,7.01631,8.85225,0.73968,17.12992,1.78528,-13.39962,1.46372,15.67456
4,2.43423,4.76905,-4.92048,11.7808,0.0,-14.67882,-3.88204,11.30624
5,9.30735,9.10745,-3.11952,11.7808,0.25504,-11.60874,1.46372,12.848
6,8.03455,10.89385,0.99696,14.07328,0.25504,-13.39962,4.26388,15.67456
7,-0.36593,8.34185,1.51152,15.6016,-0.76512,-16.4697,1.20916,15.93152
8,4.21615,12.16985,3.82704,17.38464,0.25504,-14.42298,5.28212,18.24416
9,21.52623,23.39865,12.83184,24.26208,10.96672,-1.63098,15.97364,26.20992
10,29.92671,30.54425,21.57936,31.13952,18.36288,6.81174,20.81028,31.34912
11,12.36207,19.31545,14.11824,23.75264,5.61088,-2.91018,8.33684,22.86944
12,-3.16609,6.81065,2.28336,14.83744,-8.16128,-16.72554,-1.08188,14.1328
13,1.92511,7.83145,1.25424,15.85632,-8.16128,-20.3073,4.00932,15.93152
14,13.12575,16.50825,6.9144,20.95072,-1.53024,-13.39962,12.91892,22.09856
15,13.88943,19.57065,8.45808,20.696,0.25504,-9.81786,12.15524,23.1264
16,10.32559,16.76345,5.628,16.11104,-3.06048,-12.37626,7.57316,20.81376
17,14.65311,18.03945,6.65712,15.34688,-1.78528,-12.88794,11.39156,23.1264
18,19.99887,21.10185,10.25904,14.58272,0.0,-10.0737,16.73732,25.696
19,14.39855,16.76345,6.9144,9.74304,-4.08064,-12.6321,11.39156,21.8416
20,12.36207,14.21145,5.11344,9.99776,-6.376,-15.70218,8.84596,21.32768
21,19.48975,18.29465,8.71536,16.11104,-2.04032,-15.1905,13.42804,25.696
22,22.79903,20.84665,11.54544,17.63936,-0.25504,-15.70218,15.71908,26.72384
23,15.41679,15.23225,7.68624,12.29024,-3.8256,-16.4697,9.10052,21.32768
24,3.96159,5.27945,-1.06128,4.1392,-12.49696,-22.60986,-2.35468,12.59104
25,-0.36593,0.94105,-5.69232,1.08256,-15.55744,-28.75002,-5.66396,10.2784
26,5.48895,4.25865,-3.89136,4.64864,-9.18144,-26.95914,-0.3182,12.59104
27,4.47071,2.72745,-4.40592,5.92224,-3.31552,-20.05146,-4.64572,10.2784
28,-2.40241,-2.37655,-8.26512,1.08256,-9.18144,-18.26058,-12.28252,5.91008
29,-1.63873,-0.33495,-6.46416,0.82784,-10.2016,-15.95802,-8.97324,8.22272
30,2.68879,4.76905,-1.57584,5.4128,-4.84576,-14.16714,-2.35468,12.07712
31,4.72527,6.04505,-1.83312,8.72416,-3.8256,-16.4697,-2.60924,10.02144
32,5.74351,5.27945,-5.9496,6.17696,-8.9264,-18.77226,-5.4094,5.39616
