Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,-20.22161,-25.59975,-23.44464,-19.04032,-8.41632,-7.00362,-17.62828,-16.95936
1,-15.13041,-21.00615,-19.07088,-13.18176,-3.31552,-2.65434,-12.28252,-10.53536
2,-9.53009,-15.13655,-12.89616,-6.81376,1.2752,1.18326,-6.6822,-3.59744
3,-9.78465,-14.11575,-11.60976,-5.79488,0.76512,0.1599,-6.6822,-3.08352
4,-11.82113,-14.88135,-11.35248,-6.81376,-0.25504,-2.14266,-6.93676,-4.11136
5,-9.53009,-12.83975,-8.00784,-4.52128,2.29536,-0.35178,-3.88204,-1.02784
6,-4.43889,-9.01175,-3.89136,-0.19104,5.86592,3.74166,0.44548,3.08352
7,-6.72993,-12.83975,-7.75056,-3.24768,1.02016,1.18326,-2.8638,-0.77088
8,-11.82113,-18.45415,-14.43984,-8.85152,-5.35584,-3.93354,-7.44588,-6.16704
9,-8.76641,-15.13655,-12.63888,-6.30432,-2.5504,-2.3985,-3.62748,-2.05568
10,-2.91153,-9.52215,-6.72144,-0.19104,4.33568,2.46246,1.46372,3.8544
11,-3.67521,-9.52215,-6.46416,0.3184,5.1008,2.7183,0.70004,3.8544
12,-7.23905,-12.32935,-9.03696,-2.2288,3.06048,-1.1193,-1.84556,2.31264
13,-2.91153,-8.24615,-5.17776,0.82784,6.63104,0.1599,2.48196,6.68096
14,3.45247,-1.35575,0.4824,4.90336,10.45664,2.7183,7.57316,11.04928
15,2.43423,-0.84535,0.4824,4.39392,8.41632,-0.35178,7.57316,10.53536
16,1.92511,-1.35575,0.73968,3.88448,7.14112,-3.42186,9.60964,11.82016
17,7.52543,1.96185,5.11344,6.43168,9.94656,-1.63098,15.20996,16.7024
18,12.61663,5.53465,8.2008,8.46944,12.49696,0.41574,17.75556,18.75808
19,8.28911,1.45145,3.0552,3.62976,8.41632,-4.18938,12.4098,12.07712
20,2.17967,-3.90775,-3.63408,-1.97408,2.5504,-9.81786,7.82772,5.39616
21,4.97983,-2.12135,-2.86224,-0.9552,4.08064,-8.53866,9.60964,6.68096
22,8.03455,0.17545,-1.57584,0.06368,5.86592,-7.5153,10.62788,7.7088
23,4.72527,-3.39735,-4.92048,-4.01184,2.5504,-11.60874,6.0458,3.08352
24,-0.36593,-9.26695,-9.55152,-8.85152,-1.02016,-15.44634,1.46372,-3.08352
25,0.14319,-9.26695,-9.55152,-8.5968,1.78528,-12.6321,1.71828,-2.5696
26,3.19791,-5.94935,-7.49328,-6.0496,6.12096,-8.7945,2.99108,-0.51392
27,-0.62049,-9.77735,-10.83792,-9.36096,2.80544,-10.84122,-2.35468,-5.65312
28,-6.47537,-15.13655,-15.72624,-13.6912,-1.02016,-13.39962,-7.70044,-10.79232
29,-8.00273,-15.13655,-16.2408,-12.67232,0.76512,-12.6321,-7.44588,-9.76448
30,-5.45713,-10.54295,-12.89616,-8.34208,5.61088,-9.81786,-3.62748,-4.88224
31,-6.47537,-9.77735,-12.89616,-8.5968,5.61088,-10.32954,-4.39116,-4.88224
32,-10.54833,-12.83975,-16.2408,-11.39872,2.04032,-12.88794,-7.70044,-8.22272
33,-10.80289,-12.32935,-15.21168,-10.63456,2.80544,-10.32954,-7.70044,-7.7088
34,-9.78465,-11.81895,-14.43984,-9.61568,3.31552,-8.53866,-7.70044,-7.45184
35,-11.82113,-16.41255,-18.55632,-13.43648,-2.80544,-12.88794,-12.28252,-12.07712
36,-15.13041,-21.26135,-23.18736,-17.76672,-9.18144,-18.26058,-17.11916,-17.47328
37,-14.11217,-19.98535,-22.15824,-17.00256,-9.18144,-17.7489,-16.10092,-16.95936
38,-11.05745,-15.64695,-18.29904,-13.6912,-4.33568,-13.65546,-11.26428,-14.1328
39,-13.34849,-17.43335,-19.84272,-15.21952,-5.35584,-16.21386,-12.28252,-15.67456
40,-18.18513,-21.77175,-23.44464,-17.512,-9.69152,-21.07482,-15.5918,-16.95936
41,-17.42145,-20.75095,-21.12912,-14.9648,-8.67136,-19.79562,-13.0462,-13.87584
