Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,1.41599,2.98265,20.80752,-2.48352,-5.1008,11.41686,-0.57276,1.79872
1,1.41599,0.17545,18.492,-5.03072,-8.9264,9.62598,-2.8638,-1.2848
2,2.94335,1.45145,20.03568,-3.5024,-8.67136,10.13766,-1.591,0.0
3,1.16143,0.68585,21.57936,-2.48352,-7.39616,9.88182,-1.08188,0.25696
4,-3.16609,-1.61095,21.0648,-3.24768,-6.376,9.1143,-2.60924,-1.02784
5,-2.40241,-0.07975,22.3512,-1.71936,-4.33568,9.88182,-1.08188,0.77088
6,0.65231,2.21705,23.38032,-0.9552,-3.8256,10.13766,0.44548,3.59744
7,-1.63873,-0.59015,20.80752,-4.01184,-7.14112,7.8351,-2.8638,1.54176
8,-5.45713,-5.43895,17.2056,-8.34208,-10.96672,5.02086,-7.19132,-1.2848
9,-4.69345,-7.22535,16.94832,-9.10624,-10.71168,5.02086,-7.19132,-1.2848
10,-1.63873,-7.22535,18.74928,-7.06848,-9.43648,7.8351,-5.15484,1.02784
11,-2.40241,-10.03255,17.2056,-8.5968,-10.71168,7.8351,-7.19132,-0.51392
12,-4.43889,-12.07415,14.6328,-10.88928,-11.98688,8.09094,-10.24604,-3.34048
13,-3.16609,-10.28775,14.89008,-10.37984,-10.2016,9.88182,-9.2278,-3.8544
14,-0.87505,-8.24615,15.14736,-9.36096,-8.67136,9.62598,-7.70044,-4.11136
15,-2.14785,-9.26695,15.14736,-9.8704,-7.90624,8.34678,-9.2278,-4.88224
16,-5.20257,-11.56375,15.40464,-10.37984,-8.67136,8.85846,-10.75516,-5.65312
17,-4.43889,-10.54295,18.492,-7.57792,-7.6512,11.41686,-8.46412,-4.36832
18,-1.12961,-6.45975,22.09392,-4.52128,-6.63104,13.71942,-5.66396,-3.34048
19,-0.62049,-5.94935,21.32208,-5.28544,-9.18144,12.18438,-6.93676,-4.36832
20,-4.18433,-8.75655,17.72016,-7.83264,-12.752,9.37014,-11.00972,-5.91008
21,-5.96625,-9.77735,18.23472,-7.3232,-12.752,10.13766,-12.02796,-4.36832
22,-2.65697,-6.71495,22.86576,-2.99296,-7.90624,13.20774,-8.71868,-0.25696
23,-1.89329,-5.94935,24.40944,-2.99296,-6.63104,12.44022,-8.20956,0.77088
24,-4.43889,-7.73575,22.09392,-7.06848,-9.94656,8.85846,-9.73692,-0.77088
25,-4.69345,-7.73575,20.80752,-8.08736,-11.22176,6.81174,-8.97324,-1.79872
26,-1.89329,-5.94935,22.09392,-6.0496,-9.94656,8.85846,-7.19132,-2.05568
27,-0.62049,-5.94935,20.80752,-6.55904,-11.22176,8.60262,-8.20956,-5.1392
28,-2.40241,-8.75655,15.40464,-9.8704,-14.79232,6.04422,-11.00972,-8.9936
29,-0.62049,-7.73575,14.11824,-9.36096,-13.77216,7.06758,-9.73692,-7.45184
30,0.65231,-5.69415,16.17648,-7.57792,-11.98688,9.1143,-7.44588,-6.424
31,-3.16609,-7.48055,16.17648,-9.8704,-13.26208,7.32342,-9.99148,-8.9936
32,-6.98449,-10.03255,14.89008,-12.4176,-15.04736,5.53254,-12.53708,-10.2784
33,-4.43889,-7.48055,16.17648,-10.12512,-12.49696,8.34678,-10.24604,-6.424
34,2.17967,-1.61095,21.57936,-4.01184,-6.63104,13.71942,-2.8638,0.51392
35,6.50719,2.72745,26.46768,-0.70048,-4.33568,14.99862,3.24564,4.11136
36,5.99807,1.96185,27.23952,-2.2288,-7.14112,11.41686,4.00932,2.31264
37,1.16143,-2.12135,23.6376,-6.55904,-11.4768,8.09094,-0.57276,-2.82656
38,-4.94801,-7.22535,17.46288,-11.90816,-15.55744,5.53254,-8.20956,-9.76448
39,-8.76641,-10.54295,12.83184,-15.47424,-17.59776,3.9975,-13.80988,-14.90368
40,-10.03921,-13.86055,10.00176,-18.27616,-20.14816,1.95078,-15.33724,-16.18848
41,-5.96625,-12.83975,11.54544,-17.25728,-19.38304,2.46246,-12.02796,-12.848
42,-0.87505,-10.03255,13.86096,-14.9648,-17.08768,4.50918,-8.97324,-10.79232
43,-1.63873,-13.60535,11.03088,-17.512,-19.128,3.48582,-12.28252,-14.90368
44,-6.98449,-19.98535,3.56976,-22.6064,-23.97376,0.1599,-17.88284,-20.5568
45,-7.74817,-19.47495,0.73968,-22.35168,-22.69856,0.1599,-17.37372,-19.01504
46,-3.42065,-14.62615,4.08432,-18.02144,-18.36288,2.20662,-14.57356,-15.4176
47,-0.87505,-11.56375,7.94352,-15.47424,-15.81248,2.97414,-13.55532,-13.10496
48,-1.38417,-11.05335,9.4872,-14.71008,-15.81248,2.97414,-13.0462,-11.04928
49,-2.91153,-13.35015,6.9144,-16.2384,-17.8528,2.46246,-13.80988,-13.61888
50,-2.65697,-13.86055,5.628,-17.00256,-18.36288,3.48582,-14.57356,-16.44544
51,-3.42065,-13.60535,5.37072,-17.00256,-18.10784,2.97414,-14.319,-16.44544
52,-3.16609,-12.07415,7.17168,-15.21952,-17.08768,3.9975,-11.51884,-12.848
53,-0.36593,-7.99095,11.80272,-11.65344,-14.53728,6.30006,-7.70044,-8.9936
54,1.41599,-5.18375,15.14736,-9.10624,-12.49696,7.57926,-5.4094,-8.22272
55,1.67055,-3.39735,17.72016,-7.06848,-10.45664,9.1143,-2.8638,-7.19488
56,2.43423,-3.65255,18.23472,-6.81376,-9.94656,8.85846,-3.11836,-7.7088
57,3.96159,-3.65255,17.72016,-6.0496,-9.43648,8.60262,-4.39116,-8.47968
58,7.27087,-0.84535,21.32208,-2.2288,-5.35584,11.16102,-1.84556,-6.68096
59,6.76175,-1.10055,22.86576,-1.97408,-4.33568,11.6727,-0.82732,-5.91008
60,3.96159,-2.63175,22.86576,-2.48352,-5.1008,10.90518,-1.84556,-5.39616
61,6.25263,0.68585,26.46768,0.57312,-2.5504,12.9519,0.19092,-2.05568
62,9.05279,3.74825,28.01136,2.8656,-1.2752,14.2311,0.9546,-0.77088
63,7.01631,0.68585,23.6376,-0.19104,-4.59072,11.92854,-2.35468,-3.08352
64,5.48895,0.68585,21.32208,-0.44576,-5.35584,10.64934,-2.10012,-3.34048
65,4.97983,3.23785,21.0648,1.84672,-3.31552,11.6727,-0.57276,-2.5696
66,4.72527,4.00345,20.29296,3.37504,-1.78528,13.20774,-0.82732,-1.54176
67,3.70703,2.98265,18.492,2.35616,-2.29536,12.69606,-1.84556,0.0
68,2.43423,1.96185,17.2056,1.33728,-3.06048,12.69606,-1.84556,0.0
69,3.96159,4.51385,18.492,3.62976,-0.25504,16.53366,-0.06364,0.77088
70,4.21615,5.78985,19.26384,4.64864,1.53024,18.32454,-0.06364,1.54176
71,3.45247,4.51385,19.26384,4.90336,2.04032,18.0687,-1.33644,2.31264
72,4.72527,3.23785,19.52112,5.4128,2.29536,16.27782,-0.82732,3.59744
73,6.76175,3.23785,18.23472,4.64864,1.53024,13.20774,-0.57276,2.82656
74,9.81647,4.51385,18.492,3.88448,0.76512,11.6727,0.44548,1.54176
75,12.87119,6.55545,21.32208,4.1392,0.25504,12.44022,2.48196,1.02784
76,13.12575,5.78985,21.83664,3.62976,-0.25504,12.44022,2.2274,-0.51392
77,12.87119,4.51385,20.03568,3.12032,0.0,12.69606,2.2274,0.0
78,13.38031,4.00345,16.94832,2.10144,0.0,13.46358,1.46372,1.2848
79,10.58015,1.70665,12.83184,-0.9552,-3.31552,13.46358,-2.10012,-1.2848
80,6.25263,-1.86615,8.45808,-4.52128,-7.14112,11.6727,-5.66396,-4.62528
81,6.25263,-2.37655,6.65712,-5.28544,-7.90624,10.13766,-5.66396,-5.39616
82,10.83471,0.43065,8.97264,-2.99296,-4.84576,11.92854,-2.10012,-2.5696
83,16.94415,4.25865,13.3464,-0.44576,-1.53024,14.99862,1.20916,-0.77088
84,19.23519,5.53465,14.6328,-0.19104,-1.02016,15.5103,2.73652,-2.5696
85,21.27167,7.06585,14.6328,1.08256,0.0,16.27782,4.26388,-3.8544
86,25.59919,10.38345,17.46288,4.39392,2.80544,18.32454,7.82772,-1.79872
87,27.63567,11.40425,18.492,4.90336,3.06048,18.83622,9.60964,-1.02784
88,26.87199,10.12825,16.69104,3.62976,2.29536,18.32454,8.5914,-0.51392
