Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,45.96399,48.66345,50.90928,57.88512,58.40416,54.14214,44.73892,44.19712
1,46.72767,49.93945,51.68112,58.39456,57.63904,52.09542,44.2298,45.48192
2,44.43663,48.91865,49.62288,56.86624,55.59872,48.51366,42.19332,44.19712
3,45.70943,50.96025,51.16656,59.15872,59.42432,49.53702,43.46612,46.2528
4,52.58255,57.59545,56.56944,65.01728,65.54528,55.1655,49.06644,52.93376
5,55.63727,59.38185,58.88496,66.03616,66.3104,56.95638,51.35748,55.76032
6,60.21935,62.69945,62.74416,70.11168,70.64608,61.5615,56.9578,60.89952
7,74.47471,76.22505,75.60816,83.1024,84.41824,73.84182,71.97684,74.00448
8,81.09327,83.88105,82.812,90.23456,89.51904,78.1911,76.81348,77.85888
9,73.45647,76.73545,76.38,83.86656,80.08256,71.7951,67.90388,69.12224
10,62.76495,64.99625,65.31696,72.65888,67.5856,63.60822,56.70324,59.35776
11,63.78319,66.01705,65.31696,74.1872,68.09568,67.44582,60.7762,63.21216
12,74.22015,77.24585,75.86544,84.88544,78.29728,79.4703,72.2314,72.46272
13,69.12895,73.16265,73.03536,80.30048,73.19648,76.14438,66.12196,65.5248
14,59.96479,63.72025,64.54512,70.62112,64.52512,67.70166,57.72148,57.30208
15,62.25583,63.97545,64.03056,70.11168,63.50496,67.44582,59.75796,58.84384
16,62.25583,63.46505,61.97232,68.32864,59.42432,64.63158,58.2306,56.78816
17,49.27327,50.70505,49.88016,56.10208,45.39712,50.0487,46.26628,44.19712
18,38.07263,39.22105,37.788,43.36608,33.92032,37.00086,37.35668,34.17568
19,32.98143,33.09625,31.61328,35.72448,28.81952,32.65158,32.01092,28.77952
20,30.69039,30.03385,29.29776,31.64896,26.52416,32.39574,27.6834,25.43904
21,26.87199,26.20585,25.95312,27.57344,23.71872,30.09318,24.11956,22.09856
22,31.96319,31.05465,30.32688,32.1584,30.6048,35.46582,31.24724,28.52256
23,33.74511,32.07545,30.0696,32.92256,31.36992,35.46582,30.229,27.75168
24,22.03535,21.10185,17.97744,22.47904,19.38304,24.20886,15.97364,15.4176
25,9.56191,9.87305,6.9144,11.7808,8.16128,12.9519,3.24564,4.11136
26,6.25263,7.57625,5.37072,10.76192,7.14112,11.92854,3.5002,3.8544
27,23.05359,23.65385,22.86576,28.08288,24.99392,30.34902,22.08308,20.29984
28,36.54527,36.41385,35.72976,40.56416,37.23584,44.67606,32.26548,28.77952
29,23.05359,24.16425,22.86576,27.064,23.46368,32.1399,17.501,13.36192
30,5.99807,8.34185,5.628,9.74304,7.39616,14.74278,2.48196,-0.77088
31,4.21615,6.04505,3.31248,7.70528,6.376,11.41686,2.99108,-1.02784
32,10.58015,10.89385,8.71536,13.56384,11.22176,15.5103,10.62788,4.36832
33,16.68959,15.99785,14.37552,18.65824,16.83264,21.39462,16.99188,11.30624
34,22.54447,21.61225,20.03568,24.5168,23.97376,29.06982,21.3194,17.47328
35,14.39855,14.21145,12.06,17.38464,16.5776,22.92966,10.88244,7.7088
36,-15.63953,-15.13655,-17.5272,-10.88928,-13.77216,-5.72442,-19.91932,-24.15424
37,-46.69585,-46.01575,-48.65808,-40.94624,-44.88704,-34.63434,-48.17548,-53.44768
38,-56.87825,-56.73415,-59.46384,-52.15392,-55.85376,-46.14714,-57.33964,-63.46912
39,-54.33265,-53.92695,-56.37648,-49.60672,-53.04832,-45.8913,-53.7758,-60.3856
40,-50.00513,-48.82295,-51.23088,-45.02176,-49.22272,-43.3329,-49.9574,-56.78816
41,-50.76881,-49.33335,-51.23088,-46.55008,-49.7328,-44.86794,-52.24844,-57.816
42,-55.86001,-53.92695,-54.57552,-52.15392,-54.32352,-49.21722,-58.10332,-63.21216
43,-56.11457,-53.92695,-52.77456,-51.8992,-52.79328,-46.14714,-57.33964,-62.9552
44,-52.29617,-51.37495,-49.17264,-49.352,-49.98784,-42.30954,-55.0486,-60.3856
