Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,3.19791,9.61785,9.74448,3.62976,-0.76512,0.41574,16.99188,4.36832
1,0.39775,7.57625,8.45808,2.61088,-0.51008,0.67158,14.9554,2.5696
2,4.21615,11.14905,11.80272,6.43168,4.08064,5.78838,19.28292,5.65312
3,8.79823,15.23225,15.14736,9.2336,6.88608,8.85846,22.33764,8.22272
4,4.72527,11.40425,12.06,5.15808,3.06048,5.53254,19.02836,4.36832
5,0.14319,6.04505,8.45808,1.84672,-0.25504,2.97414,16.2282,0.0
6,3.70703,8.85225,12.57456,5.92224,4.59072,7.32342,20.30116,2.5696
7,9.81647,14.46665,18.23472,11.01664,11.22176,11.92854,23.61044,6.68096
8,9.56191,13.70105,17.97744,10.5072,11.98688,11.6727,20.81028,7.19488
9,8.28911,11.14905,16.17648,9.2336,10.45664,10.3935,18.01012,8.22272
10,12.87119,14.46665,19.00656,12.03552,12.752,13.71942,21.57396,13.87584
11,18.47151,20.33625,24.924,17.12992,17.59776,19.3479,25.1378,19.78592
12,15.41679,18.29465,23.38032,15.85632,16.83264,19.85958,19.79204,16.44544
13,3.70703,7.32105,13.60368,7.19584,9.69152,14.99862,9.35508,5.1392
14,-4.43889,-0.07975,6.65712,0.82784,4.33568,10.64934,3.24564,-3.08352
15,-7.23905,-2.37655,4.85616,-1.97408,2.04032,8.09094,1.71828,-5.65312
16,-12.58481,-6.20455,0.22512,-6.30432,-3.57056,3.74166,-1.591,-8.9936
17,-16.91233,-9.52215,-4.40592,-8.5968,-7.39616,0.41574,-4.64572,-12.33408
18,-15.89409,-9.01175,-4.6632,-6.81376,-4.59072,2.20662,-4.1366,-12.59104
19,-12.83937,-6.45975,-2.34768,-2.73824,0.25504,5.53254,-1.591,-12.07712
20,-12.58481,-7.22535,-2.0904,-1.46464,0.51008,5.2767,-1.33644,-14.1328
21,-11.56657,-7.99095,-3.3768,-2.99296,-1.2752,2.7183,-1.33644,-14.64672
22,-8.51185,-5.43895,-1.83312,-2.99296,-1.02016,2.7183,0.70004,-11.30624
23,-6.98449,-3.39735,-0.03216,-2.2288,-0.25504,3.74166,1.46372,-8.47968
