Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,18.47151,20.59145,21.83664,20.44128,11.73184,4.25334,18.51924,20.5568
1,23.05359,25.95065,26.2104,26.80928,17.34272,8.60262,26.15604,28.2656
2,21.27167,23.14345,22.09392,20.95072,9.94656,-1.63098,19.79204,23.89728
3,7.52543,16.25305,20.03568,18.91296,9.43648,-4.18938,9.60964,21.58464
4,7.52543,19.31545,26.98224,26.29984,18.61792,6.30006,13.42804,27.75168
5,15.41679,23.65385,30.84144,31.64896,25.504,13.71942,18.26468,31.34912
6,19.99887,24.67465,29.55504,29.6112,22.18848,14.74278,19.28292,30.06432
7,18.98063,20.84665,23.89488,22.47904,13.26208,4.50918,16.48276,25.18208
8,10.32559,14.72185,19.00656,18.65824,11.4768,-3.93354,9.10052,20.04288
9,0.14319,7.06585,12.57456,12.29024,5.61088,-8.02698,0.19092,14.1328
10,-0.87505,4.00345,7.94352,6.6864,-0.51008,-3.42186,-2.60924,9.25056
11,0.90687,3.74825,6.65712,5.4128,-0.51008,-0.86346,-1.08188,8.47968
12,5.99807,8.08665,11.54544,9.2336,6.12096,3.9975,6.0458,15.16064
13,10.07103,13.70105,17.72016,14.83744,11.4768,-1.37514,12.15524,23.38336
14,0.65231,8.85225,14.6328,9.74304,6.376,-10.32954,6.0458,17.9872
15,-0.11137,7.32105,13.3464,7.96,6.63104,-3.6777,5.28212,14.64672
16,13.63487,15.74265,21.83664,16.11104,16.06752,6.04422,19.02836,23.89728
17,32.21775,26.97145,31.356,24.26208,24.48384,3.74166,30.229,32.12
18,14.14399,15.74265,23.12304,16.11104,16.83264,-4.18938,16.2282,23.64032
19,0.65231,8.08665,17.2056,11.7808,10.96672,-0.86346,9.35508,20.81376
20,9.30735,15.23225,23.89488,19.93184,19.63808,7.57926,17.24644,28.77952
21,16.43503,19.31545,25.69584,19.93184,21.42336,5.2767,20.0466,28.77952
22,18.72607,18.29465,23.38032,15.34688,18.10784,-3.16602,20.55572,27.75168
23,21.27167,19.82585,25.95312,18.40352,22.44352,7.57926,22.33764,29.80736
24,12.87119,14.97705,21.83664,14.83744,16.06752,9.88182,14.19172,21.32768
25,15.16223,15.99785,21.57936,12.79968,10.96672,-1.1193,15.46452,17.9872
26,17.45327,15.99785,19.7784,10.25248,7.39616,-9.81786,14.70084,15.16064
27,5.48895,8.59705,15.66192,9.48832,9.43648,-7.5153,4.51844,12.07712
28,8.79823,12.68025,21.32208,17.89408,21.42336,6.5559,8.33684,17.73024
29,16.68959,16.25305,21.32208,14.83744,16.5776,10.3935,11.137,14.90368
30,13.38031,11.40425,16.17648,7.19584,7.6512,6.04422,5.53668,7.7088
31,-0.36593,3.74825,12.83184,3.88448,2.29536,1.95078,-0.3182,5.91008
32,-0.11137,6.30025,16.94832,7.45056,6.63104,4.25334,2.73652,10.53536
33,11.85295,15.99785,25.69584,16.36576,18.10784,13.46358,11.90068,18.24416
34,21.27167,22.63305,30.32688,20.18656,20.14816,14.74278,18.26468,22.61248
35,12.87119,17.01865,24.924,15.09216,11.98688,12.9519,14.19172,17.9872
36,-0.11137,8.59705,18.23472,11.52608,8.16128,6.81174,5.28212,9.25056
37,1.41599,8.34185,17.72016,12.03552,6.12096,-1.63098,5.79124,8.9936
38,8.03455,10.63865,18.74928,12.79968,5.61088,-0.86346,8.33684,10.2784
39,10.83471,10.89385,19.52112,15.6016,11.4768,5.53254,10.11876,11.82016
40,13.88943,15.48745,25.43856,24.26208,22.69856,9.62598,15.71908,19.78592
41,9.56191,14.97705,25.18128,24.26208,21.16832,16.02198,14.70084,20.81376
42,11.34383,15.99785,25.18128,24.77152,21.42336,20.37126,15.97364,23.38336
43,19.99887,21.35705,28.01136,28.08288,24.73888,21.13878,22.33764,27.75168
44,24.07183,23.90905,28.52592,27.31872,20.4032,13.71942,25.64692,27.23776
45,19.99887,20.84665,28.01136,25.53568,19.63808,11.16102,23.10132,24.66816
46,15.67135,17.01865,25.69584,22.47904,19.38304,8.60262,18.51924,19.78592
47,12.10751,9.87305,16.43376,9.99776,4.84576,5.53254,8.5914,7.45184
48,-0.62049,3.23785,12.31728,5.4128,1.78528,8.09094,2.2274,3.08352
49,-5.71169,0.68585,12.57456,6.17696,6.376,9.88182,0.9546,4.62528
50,-5.20257,-2.88695,7.17168,1.08256,2.29536,1.4391,-1.33644,1.2848
51,1.92511,-2.88695,2.79792,-0.19104,-0.76512,-4.9569,0.9546,0.0
52,6.76175,1.45145,5.11344,2.8656,-1.02016,-1.1193,5.79124,4.88224
53,6.25263,5.02425,8.97264,4.1392,-0.51008,6.5559,7.57316,10.79232
54,1.67055,4.25865,10.51632,4.64864,1.53024,3.74166,5.79124,13.87584
55,4.97983,4.25865,11.80272,6.43168,5.1008,-0.35178,5.28212,12.848
56,5.74351,2.72745,9.74448,3.37504,2.5504,-1.63098,3.24564,5.65312
57,4.47071,1.70665,6.39984,-1.46464,-4.08064,-2.3985,1.46372,0.25696
58,8.28911,4.00345,7.42896,-1.46464,-6.376,-3.16602,3.24564,1.2848
59,-4.94801,-3.39735,3.82704,-4.26656,-7.6512,-2.3985,-4.90028,-2.31264
60,-10.54833,-6.20455,2.28336,-4.01184,-4.08064,5.53254,-6.93676,-2.82656
61,0.90687,1.19625,7.68624,-0.19104,-0.25504,5.78838,0.44548,3.34048
62,1.67055,0.43065,6.39984,-3.24768,-4.33568,-5.21274,-1.33644,2.31264
63,-4.94801,-4.16295,3.82704,-5.03072,-5.86592,-3.16602,-4.90028,-1.2848
64,-7.49361,-5.69415,1.7688,-6.55904,-9.43648,5.53254,-9.2278,-6.68096
65,-1.63873,-1.86615,4.3416,-4.26656,-6.88608,9.1143,-4.90028,-3.8544
66,2.68879,0.68585,5.37072,-4.776,-5.86592,3.22998,-1.84556,-2.82656
67,-9.53009,-4.16295,2.02608,-6.30432,-5.61088,-3.6777,-6.93676,-5.91008
68,-6.22081,-1.35575,4.08432,-4.26656,-6.376,-6.49194,-3.62748,-4.62528
69,1.92511,2.72745,6.65712,-3.5024,-10.2016,-10.32954,1.46372,-2.31264
70,3.19791,2.72745,7.42896,-2.73824,-6.376,-7.00362,1.20916,-1.2848
71,-2.14785,-1.61095,3.82704,-4.26656,-5.35584,-2.3985,-5.66396,-5.1392
72,-1.89329,-4.16295,-1.31856,-8.85152,-12.24192,-5.46858,-10.5006,-10.2784
73,-6.98449,-7.48055,-4.6632,-12.4176,-14.79232,-6.2361,-13.30076,-12.848
74,-13.09393,-8.50135,-2.86224,-10.37984,-7.90624,-3.93354,-13.0462,-9.76448
75,-13.34849,-10.54295,-4.40592,-12.4176,-6.63104,-3.6777,-17.37372,-13.10496
76,-15.13041,-15.13655,-8.77968,-18.53088,-13.00704,-3.93354,-25.51964,-21.32768
77,-13.34849,-15.64695,-8.26512,-20.31392,-18.36288,-2.91018,-25.01052,-23.1264
78,-4.18433,-10.28775,-2.60496,-16.2384,-15.04736,-0.86346,-18.39196,-18.24416
79,-8.00273,-10.79815,-1.06128,-13.6912,-9.43648,-0.09594,-20.42844,-15.67456
80,-14.62129,-11.56375,0.4824,-11.144,-3.8256,2.7183,-22.46492,-13.10496
81,-11.05745,-8.24615,1.7688,-10.88928,-6.12096,5.02086,-20.17388,-11.5632
82,-5.96625,-4.41815,3.82704,-10.37984,-9.18144,6.30006,-17.37372,-9.76448
83,-0.36593,0.94105,9.74448,-4.26656,-3.31552,12.9519,-11.26428,-2.31264
84,2.43423,6.55545,17.97744,5.92224,7.90624,18.0687,-5.66396,7.19488
85,1.92511,6.81065,21.0648,9.74304,10.71168,12.44022,-6.6822,7.7088
86,-4.18433,-2.63175,11.28816,-1.46464,-2.04032,5.78838,-14.82812,-4.11136
87,-9.53009,-10.03255,2.54064,-11.39872,-11.98688,3.22998,-17.88284,-10.79232
88,-12.33025,-9.52215,3.0552,-10.63456,-9.18144,8.34678,-16.35548,-6.68096
89,-5.20257,-2.63175,8.97264,-6.0496,-4.59072,8.09094,-9.99148,-0.25696
90,-0.62049,-0.07975,9.74448,-6.81376,-6.12096,5.53254,-7.19132,-0.51392
91,-2.14785,-1.10055,8.97264,-6.81376,-6.12096,7.06758,-7.19132,-1.2848
92,5.48895,3.74825,13.3464,-0.70048,-1.53024,14.2311,-2.10012,3.59744
93,13.38031,10.89385,18.23472,5.66752,3.8256,19.09206,1.46372,8.47968
94,7.27087,8.59705,16.94832,4.39392,2.5504,11.6727,-2.35468,5.65312
95,-2.65697,2.21705,12.57456,1.592,3.06048,9.88182,-8.20956,1.2848
96,0.39775,4.00345,13.08912,1.08256,3.06048,15.25446,-6.17308,1.2848
97,6.25263,6.04505,11.80272,-3.5024,-5.86592,15.76614,-4.1366,-1.02784
98,6.76175,5.02425,12.06,-4.01184,-5.86592,15.76614,-3.88204,-1.2848
99,2.94335,3.23785,13.86096,-1.46464,-0.76512,17.30118,-3.88204,1.02784
100,4.21615,5.27945,17.72016,2.8656,3.8256,16.27782,-0.06364,4.62528
101,11.08927,10.89385,22.09392,6.43168,5.86592,16.27782,5.28212,7.7088
102,22.03535,18.29465,27.23952,11.01664,10.71168,18.32454,11.90068,12.33408
103,19.74431,17.27385,27.75408,12.29024,12.752,25.99974,11.90068,14.1328
104,13.88943,14.46665,26.46768,10.5072,10.71168,29.83734,9.8642,13.36192
105,5.48895,9.87305,24.40944,9.2336,11.4768,28.3023,5.28212,11.30624
106,9.30735,9.36265,21.83664,5.4128,8.16128,25.23222,4.00932,9.76448
107,8.28911,6.30025,15.66192,-1.20992,-0.25504,22.16214,0.44548,6.424
108,13.88943,12.93545,19.00656,3.88448,4.84576,24.72054,7.3186,13.10496
109,22.03535,22.37785,26.46768,12.79968,15.81248,31.62822,16.48276,20.29984
110,18.21695,18.54985,23.38032,9.74304,13.77216,28.04646,10.11876,14.38976
111,10.32559,11.14905,16.94832,3.88448,6.88608,14.48694,-0.3182,6.93792
112,7.77999,9.36265,15.14736,2.35616,4.84576,14.2311,-2.60924,5.91008
113,10.07103,10.63865,15.14736,0.57312,0.51008,17.81286,-2.35468,5.1392
114,15.16223,12.93545,16.69104,1.592,0.0,12.18438,0.44548,7.19488
115,19.74431,15.48745,20.03568,6.43168,7.6512,12.18438,4.51844,10.53536
116,7.52543,7.06585,14.11824,0.82784,2.80544,16.27782,-3.88204,2.82656
117,4.47071,4.25865,10.00176,-3.75712,-3.57056,19.85958,-6.93676,-0.77088
118,1.92511,4.51385,9.74448,-3.24768,-2.04032,19.09206,-6.6822,0.51392
119,10.58015,11.40425,15.66192,2.8656,5.1008,20.88294,2.73652,7.45184
120,13.12575,14.72185,19.00656,4.90336,7.90624,21.9063,3.5002,9.25056
121,5.48895,12.16985,18.492,4.64864,9.94656,19.09206,-1.591,8.22272
122,2.17967,8.08665,15.66192,2.35616,8.16128,14.48694,-6.42764,2.82656
123,-0.11137,2.98265,10.00176,-4.52128,-1.78528,9.88182,-11.26428,-4.88224
124,0.65231,2.98265,9.22992,-5.28544,-3.8256,11.16102,-8.46412,-3.59744
125,12.36207,9.61785,13.86096,-1.46464,2.80544,14.2311,-1.08188,1.2848
126,-4.69345,0.68585,10.25904,-6.0496,0.25504,8.09094,-12.02796,-6.424
127,-5.71169,1.70665,13.3464,-3.5024,3.06048,8.85846,-10.24604,-4.36832
128,8.03455,11.14905,20.03568,1.592,8.67136,14.2311,-2.35468,0.0
129,4.21615,6.81065,15.14736,-5.54016,0.51008,6.81174,-6.42764,-5.65312
130,13.88943,7.06585,12.83184,-8.08736,0.0,0.92742,-6.6822,-5.1392
131,5.48895,1.96185,8.71536,-11.144,-3.06048,4.76502,-15.33724,-8.73664
132,-19.45793,-8.50135,3.0552,-15.21952,-7.6512,9.1143,-25.01052,-15.16064
133,-23.53089,-12.58455,-0.28944,-18.7856,-10.2016,5.78838,-27.55612,-20.5568
134,-13.34849,-10.28775,-0.03216,-19.54976,-8.67136,0.67158,-25.26508,-20.81376
135,-6.98449,-7.48055,0.73968,-18.7856,-7.14112,1.4391,-20.42844,-19.01504
