Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,-3.92977,-4.92855,-21.90096,-9.10624,-4.84576,-1.88682,-7.70044,-9.50752
1,-5.96625,-7.48055,-22.6728,-11.144,-6.376,-3.16602,-10.24604,-11.5632
2,-7.74817,-8.24615,-22.93008,-12.92704,-8.16128,-3.93354,-13.30076,-15.16064
3,-5.45713,-5.94935,-21.64368,-12.92704,-8.41632,-3.16602,-12.28252,-14.64672
4,-3.92977,-4.16295,-21.3864,-12.67232,-8.9264,-3.42186,-10.75516,-13.10496
5,-5.71169,-4.41815,-21.3864,-12.4176,-8.67136,-3.42186,-11.26428,-12.848
6,-5.71169,-3.39735,-20.35728,-10.63456,-6.63104,-1.63098,-10.75516,-12.33408
7,-5.96625,-3.65255,-20.61456,-9.8704,-5.35584,-0.35178,-10.5006,-12.33408
8,-6.22081,-5.43895,-20.87184,-10.37984,-5.61088,0.41574,-11.26428,-13.61888
9,-5.20257,-5.18375,-19.32816,-9.8704,-5.35584,0.41574,-11.7734,-14.1328
10,-2.14785,-2.12135,-15.98352,-8.34208,-4.33568,-0.35178,-8.71868,-11.5632
11,1.92511,1.19625,-12.3816,-6.30432,-3.8256,-1.37514,-2.60924,-7.45184
12,2.43423,0.94105,-12.89616,-6.30432,-5.61088,-3.6777,-1.33644,-6.424
13,1.67055,0.43065,-14.9544,-6.81376,-6.376,-4.18938,-2.60924,-6.68096
14,2.17967,1.70665,-15.98352,-6.30432,-5.86592,-2.65434,-1.84556,-6.424
15,4.21615,2.98265,-15.21168,-5.54016,-4.33568,-1.37514,1.20916,-4.88224
16,4.72527,2.47225,-15.21168,-5.79488,-4.84576,-1.1193,1.20916,-4.36832
17,3.96159,0.94105,-15.98352,-7.3232,-7.39616,-1.88682,-2.10012,-6.424
18,2.43423,-1.10055,-16.75536,-8.5968,-8.16128,-1.88682,-4.39116,-9.50752
19,3.19791,0.43065,-15.21168,-7.3232,-5.86592,0.1599,-2.8638,-8.9936
20,4.47071,2.98265,-14.43984,-5.54016,-3.57056,1.4391,-0.3182,-6.424
21,2.43423,2.98265,-15.72624,-6.0496,-4.84576,-0.35178,-1.33644,-5.65312
22,-0.36593,2.21705,-15.46896,-6.81376,-5.61088,-1.37514,-2.8638,-5.39616
23,-1.89329,1.70665,-14.18256,-6.81376,-5.1008,0.1599,-3.62748,-6.424
24,-3.16609,-0.07975,-14.69712,-7.3232,-4.84576,0.67158,-4.1366,-8.73664
25,-2.14785,0.68585,-14.43984,-5.79488,-3.31552,1.4391,-2.35468,-7.96576
26,-1.89329,3.23785,-14.69712,-4.26656,-1.78528,2.46246,-1.84556,-5.91008
27,-2.14785,4.51385,-14.18256,-2.99296,-0.76512,3.48582,-2.10012,-4.88224
28,-2.65697,4.25865,-14.9544,-3.5024,-0.25504,3.74166,-3.37292,-5.39616
29,-3.92977,2.47225,-17.26992,-5.79488,-1.78528,1.95078,-4.39116,-6.424
30,-3.42065,2.72745,-17.26992,-6.0496,-3.06048,1.69494,-4.1366,-5.91008
31,-3.42065,3.23785,-15.72624,-5.54016,-3.8256,1.69494,-3.62748,-7.19488
32,-5.45713,1.70665,-15.46896,-7.57792,-5.86592,0.41574,-5.15484,-11.30624
33,-9.78465,-1.10055,-16.2408,-9.61568,-8.16128,-2.3985,-6.17308,-13.10496
34,-12.58481,-0.84535,-14.43984,-8.85152,-7.6512,-1.63098,-5.66396,-10.2784
35,-12.07569,0.94105,-11.35248,-6.81376,-5.61088,0.92742,-4.90028,-7.96576
36,-12.58481,0.43065,-11.60976,-7.57792,-5.61088,0.92742,-5.91852,-8.73664
37,-13.09393,-0.33495,-12.3816,-7.83264,-5.86592,0.41574,-6.17308,-9.25056
38,-11.05745,1.45145,-11.35248,-6.0496,-4.08064,1.4391,-2.35468,-6.93792
39,-6.98449,5.53465,-8.00784,-3.24768,-1.53024,4.50918,2.2274,-1.54176
40,-4.43889,8.59705,-4.92048,-0.9552,-0.25504,6.30006,3.5002,2.31264
41,-3.16609,9.61785,-3.11952,0.82784,0.25504,7.32342,4.26388,4.36832
42,-0.62049,13.19065,0.22512,5.4128,4.08064,10.13766,7.57316,8.22272
43,3.19791,18.80505,5.11344,10.5072,9.43648,12.69606,11.39156,11.82016
44,3.19791,19.31545,6.39984,11.01664,9.94656,12.69606,9.8642,10.02144
45,-1.12961,15.99785,4.08432,7.96,7.39616,10.64934,5.02756,6.93792
46,-2.65697,15.48745,3.56976,6.94112,6.376,9.88182,4.51844,7.45184
47,0.39775,18.29465,4.59888,7.96,7.39616,11.16102,7.82772,8.47968
48,3.70703,20.33625,6.9144,10.5072,10.2016,13.71942,9.8642,8.73664
49,4.21615,21.10185,10.25904,13.30912,13.51712,15.25446,11.137,11.5632
50,2.68879,21.61225,13.60368,14.83744,15.3024,16.53366,12.66436,15.16064
51,2.17967,22.88825,15.66192,16.11104,16.06752,19.09206,14.44628,17.73024
52,1.41599,22.12265,14.37552,14.58272,14.0272,18.0687,13.17348,16.44544
53,-0.62049,18.54985,10.00176,10.25248,10.45664,14.2311,10.11876,12.59104
54,1.41599,18.54985,8.71536,9.48832,11.4768,13.71942,10.88244,12.07712
55,3.70703,20.33625,9.74448,10.76192,13.00704,14.99862,11.137,12.07712
56,3.70703,20.59145,9.22992,9.74304,10.71168,13.97526,10.88244,8.9936
57,2.94335,20.33625,7.17168,8.72416,8.67136,11.41686,11.90068,7.45184
58,5.23439,21.86745,7.42896,11.01664,11.22176,11.92854,13.93716,12.07712
59,9.05279,24.92985,10.7736,15.6016,15.55744,14.74278,15.97364,16.95936
60,9.05279,24.92985,11.80272,16.62048,16.06752,15.25446,16.73732,16.7024
61,4.72527,22.37785,8.97264,13.81856,12.752,13.20774,15.46452,13.36192
62,1.92511,21.10185,6.9144,12.54496,10.96672,12.18438,15.71908,13.36192
63,3.19791,22.88825,8.71536,14.83744,12.752,14.48694,16.48276,18.24416
64,2.43423,22.63305,9.4872,16.11104,13.51712,14.99862,14.70084,20.29984
65,0.90687,19.57065,7.42896,13.56384,11.4768,12.69606,11.90068,18.50112
66,1.16143,17.01865,4.85616,10.5072,9.18144,10.64934,9.10052,14.90368
67,2.43423,17.27385,4.85616,10.76192,10.71168,12.18438,9.10052,14.64672
68,3.19791,18.03945,6.65712,13.56384,14.0272,15.25446,11.137,17.73024
69,2.94335,18.29465,8.97264,15.34688,16.06752,16.53366,12.15524,21.07072
70,3.45247,18.80505,10.00176,16.36576,17.08768,18.32454,12.15524,21.8416
71,5.74351,20.08105,10.7736,17.12992,18.87296,20.37126,13.42804,20.5568
72,6.50719,19.82585,10.51632,16.62048,18.61792,19.3479,13.93716,19.01504
73,4.97983,18.29465,10.00176,15.34688,17.34272,17.55702,13.93716,19.78592
74,4.47071,17.52905,10.00176,14.07328,16.83264,17.04534,14.9554,20.04288
75,5.99807,18.29465,9.74448,13.56384,16.32256,16.53366,16.73732,19.01504
76,6.76175,18.80505,8.97264,13.0544,15.55744,15.76614,16.2282,16.7024
77,5.99807,16.76345,7.68624,11.52608,14.0272,14.48694,13.42804,13.10496
78,7.52543,15.99785,7.68624,11.01664,14.0272,14.2311,13.17348,11.04928
79,10.58015,16.76345,6.9144,11.52608,14.79232,14.2311,14.44628,12.33408
80,9.81647,15.74265,3.56976,9.99776,13.77216,12.9519,11.90068,12.59104
81,7.01631,14.72185,2.54064,9.99776,14.53728,12.69606,10.11876,13.61888
82,5.74351,14.46665,4.85616,11.52608,16.5776,13.46358,10.37332,15.4176
83,5.99807,15.99785,8.2008,13.56384,17.59776,15.25446,12.66436,18.75808
84,10.58015,20.84665,13.3464,16.8752,18.61792,17.30118,18.26468,25.18208
85,13.12575,22.88825,16.69104,17.89408,17.59776,16.53366,21.06484,28.00864
86,11.85295,21.35705,17.72016,16.11104,16.32256,15.76614,20.30116,27.23776
87,12.10751,21.61225,20.03568,17.63936,17.8528,17.30118,21.3194,29.29344
88,14.14399,23.65385,22.60848,19.93184,19.89312,19.09206,22.33764,31.34912
89,15.41679,23.90905,21.57936,19.93184,19.63808,19.09206,20.81028,29.5504
90,14.14399,22.37785,19.52112,18.91296,19.128,19.60374,19.53748,26.46688
91,12.36207,20.84665,18.74928,18.91296,19.89312,20.6271,18.51924,23.38336
92,11.08927,20.33625,19.52112,20.18656,21.16832,21.13878,17.75556,21.32768
93,10.58015,20.08105,19.26384,20.18656,20.4032,19.85958,17.24644,20.5568
94,11.85295,21.10185,19.52112,20.18656,19.38304,18.58038,18.7738,21.07072
95,14.39855,22.88825,19.7784,20.44128,19.38304,17.04534,19.79204,21.58464
96,11.59839,21.35705,17.72016,18.65824,17.34272,13.97526,16.99188,20.04288
97,7.01631,18.54985,14.89008,15.6016,14.79232,11.16102,14.44628,17.73024
98,3.70703,16.50825,13.86096,13.81856,14.79232,11.6727,12.66436,16.7024
99,0.65231,12.93545,12.31728,11.7808,14.79232,12.69606,9.8642,14.38976
100,-4.43889,6.81065,7.94352,6.6864,10.96672,10.3935,4.26388,7.96576
101,-6.22081,3.23785,5.11344,4.1392,7.90624,8.09094,2.73652,3.59744
102,-3.42065,4.51385,7.17168,6.43168,10.2016,10.13766,5.53668,3.8544
103,1.41599,8.08665,11.03088,11.27136,14.79232,14.48694,9.10052,6.93792
104,4.21615,10.38345,13.08912,13.30912,16.5776,16.27782,10.62788,9.50752
105,3.96159,10.38345,11.03088,12.29024,15.3024,14.74278,9.8642,9.25056
106,4.21615,10.63865,8.97264,12.03552,14.53728,14.2311,10.37332,9.76448
107,9.05279,14.97705,12.06,15.09216,16.32256,15.5103,14.9554,13.36192
108,11.59839,17.78425,15.66192,16.11104,16.5776,14.48694,17.501,16.95936
109,5.99807,14.72185,14.37552,11.7808,12.49696,9.37014,13.17348,16.95936
110,1.92511,12.93545,14.11824,9.74304,10.45664,6.30006,11.64612,17.47328
111,4.97983,16.50825,17.46288,12.54496,13.26208,9.1143,14.44628,20.5568
112,8.03455,18.54985,20.03568,14.83744,15.3024,11.92854,17.24644,22.61248
113,9.05279,19.31545,20.80752,15.85632,17.08768,12.69606,20.55572,24.92512
114,12.36207,22.37785,22.86576,18.65824,20.65824,14.99862,23.865,28.77952
115,15.92591,25.18505,25.69584,21.71488,24.48384,19.09206,25.1378,30.57824
116,15.92591,24.67465,25.69584,21.71488,25.75904,20.6271,24.11956,29.80736
117,12.36207,22.63305,22.3512,19.67712,23.71872,17.81286,21.3194,25.95296
118,9.56191,21.86745,19.7784,18.1488,21.93344,15.25446,19.79204,22.35552
119,8.79823,22.12265,19.52112,18.65824,20.91328,14.99862,20.30116,21.58464
120,7.27087,20.84665,19.00656,18.40352,19.63808,14.99862,19.28292,21.58464
121,3.19791,17.27385,17.2056,16.11104,17.59776,13.46358,16.73732,21.07072
122,0.14319,14.46665,15.66192,14.07328,16.83264,11.92854,14.9554,19.01504
123,-0.36593,13.95625,14.11824,13.30912,16.83264,11.16102,15.20996,18.24416
124,0.65231,13.70105,12.57456,12.54496,16.32256,9.88182,15.46452,19.272
125,0.14319,12.42505,11.54544,11.27136,15.3024,8.09094,14.9554,19.272
126,-1.12961,10.63865,10.51632,9.99776,14.28224,6.81174,13.6826,16.44544
127,-3.42065,8.85225,8.71536,8.72416,13.51712,6.5559,12.4098,12.33408
128,-5.96625,6.30025,6.65712,7.19584,12.49696,5.78838,11.64612,9.50752
129,-7.74817,4.51385,6.14256,5.92224,11.22176,3.9975,10.37332,9.50752
130,-5.45713,6.55545,7.94352,7.96,12.49696,5.02086,10.88244,12.59104
131,-2.40241,9.87305,10.00176,10.5072,14.53728,7.57926,11.64612,14.64672
132,-1.89329,9.10745,9.4872,9.74304,13.77216,7.57926,10.88244,14.38976
133,-3.92977,7.06585,7.42896,7.45056,10.96672,5.02086,8.33684,14.38976
134,-4.69345,6.81065,6.65712,7.19584,9.94656,4.50918,7.57316,14.1328
135,-2.91153,8.08665,7.17168,7.70528,10.2016,5.78838,8.08228,12.59104
136,-0.62049,8.08665,6.39984,7.70528,10.71168,6.04422,9.10052,11.30624
137,0.14319,7.06585,4.59888,7.19584,10.96672,5.2767,8.5914,10.79232
