Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,-5.45713,-6.97015,-4.14864,1.33728,-2.29536,0.67158,-2.35468,-2.05568
1,3.96159,1.45145,2.02608,6.94112,4.08064,7.57926,6.55492,4.62528
2,16.18047,11.91465,9.4872,12.79968,9.18144,14.48694,14.19172,9.25056
3,14.14399,10.89385,8.97264,12.03552,7.14112,11.16102,11.39156,7.45184
4,15.67135,12.68025,10.25904,15.34688,9.43648,12.18438,12.91892,10.79232
5,25.85375,19.82585,15.9192,22.22432,18.10784,23.69718,20.0466,17.9872
6,21.01711,18.29465,15.66192,22.73376,20.91328,29.5815,16.73732,17.21632
7,9.56191,11.14905,10.00176,17.12992,13.51712,17.04534,10.37332,12.59104
8,11.85295,12.16985,10.00176,15.85632,10.2016,12.69606,13.17348,13.87584
9,20.25343,19.31545,15.14736,20.18656,14.53728,19.09206,19.53748,19.78592
10,22.28991,22.88825,18.492,22.98848,16.83264,21.9063,21.06484,23.1264
11,18.47151,20.59145,17.72016,22.22432,17.34272,23.44134,18.01012,22.61248
12,25.85375,24.16425,21.57936,26.29984,22.69856,26.25558,24.88324,28.77952
13,37.30895,29.01305,24.924,26.80928,18.61792,13.97526,30.99268,32.12
14,27.89023,22.63305,19.00656,20.95072,11.22176,7.06758,22.84676,24.66816
15,22.03535,17.52905,14.11824,18.40352,10.2016,12.44022,18.51924,19.01504
16,31.70863,22.37785,16.43376,21.71488,13.26208,15.5103,24.11956,19.78592
17,38.07263,24.92985,17.46288,21.71488,11.73184,11.92854,26.4106,18.50112
18,30.94495,18.54985,12.57456,14.83744,5.1008,9.37014,21.3194,12.848
19,10.07103,4.00345,1.51152,4.90336,-2.5504,6.04422,6.55492,4.62528
20,3.19791,-1.86615,-3.89136,0.57312,-6.88608,-4.18938,0.70004,2.31264
21,9.56191,2.98265,-0.54672,3.62976,-2.5504,-4.9569,6.0458,6.93792
22,12.10751,5.02425,2.54064,5.92224,2.04032,3.74166,8.84596,8.73664
23,4.97983,-1.86615,-3.11952,0.3184,-1.78528,5.53254,1.71828,2.05568
24,3.96159,-4.41815,-6.97872,-4.01184,-6.63104,2.46246,-0.3182,-2.82656
25,13.88943,4.25865,-0.54672,2.8656,-0.76512,8.60262,7.06404,2.5696
26,17.70783,9.61785,5.11344,8.21472,4.33568,14.74278,11.64612,8.47968
27,13.38031,6.30025,2.28336,4.39392,0.0,8.85846,7.82772,6.424
28,12.87119,6.55545,2.02608,4.39392,-0.25504,7.57926,9.35508,7.19488
29,22.03535,14.21145,8.2008,10.5072,7.90624,19.85958,14.9554,11.82016
30,18.98063,13.19065,8.2008,11.7808,10.2016,21.39462,12.91892,10.53536
31,16.18047,10.63865,6.65712,12.03552,8.41632,10.3935,11.90068,9.76448
32,22.79903,15.23225,10.51632,15.6016,8.41632,4.25334,16.73732,13.10496
33,21.78079,17.27385,12.57456,18.65824,12.752,17.30118,15.46452,12.848
34,11.34383,11.91465,9.4872,17.38464,13.51712,23.44134,8.33684,9.25056
35,6.50719,7.83145,5.628,13.30912,10.45664,18.83622,5.53668,7.19488
36,5.74351,8.08665,4.85616,11.7808,7.39616,15.25446,8.08228,7.45184
37,15.41679,15.74265,10.00176,16.11104,10.71168,16.02198,14.9554,11.82016
38,23.56271,20.33625,12.83184,18.65824,12.752,15.25446,16.99188,12.33408
39,17.70783,15.48745,7.94352,15.09216,10.71168,19.3479,12.15524,6.68096
40,12.87119,12.42505,5.11344,13.81856,8.67136,18.58038,10.11876,4.88224
41,9.30735,11.14905,4.08432,14.328,7.6512,13.97526,8.08228,5.39616
42,7.01631,8.85225,1.51152,12.03552,5.61088,13.71942,4.51844,2.5696
43,1.41599,2.21705,-3.89136,6.94112,1.2752,13.71942,-1.08188,-2.31264
44,1.67055,0.43065,-4.40592,6.6864,2.5504,16.7895,-1.08188,-1.79872
45,13.63487,7.57625,1.7688,12.54496,9.94656,22.92966,8.5914,4.62528
46,12.87119,6.30025,-0.28944,10.25248,6.12096,18.32454,6.30036,1.02784
47,-4.18433,-6.45975,-12.12432,-1.20992,-5.1008,11.16102,-6.93676,-10.02144
48,-4.69345,-7.22535,-14.43984,-3.5024,-3.8256,18.32454,-6.93676,-10.02144
49,6.50719,1.45145,-7.75056,1.592,0.0,16.7895,1.46372,-4.62528
50,10.83471,5.02425,-3.89136,3.37504,-2.80544,6.04422,5.28212,-4.62528
51,5.48895,0.17545,-6.72144,-0.19104,-5.86592,5.53254,-0.06364,-10.2784
52,6.25263,-1.10055,-7.49328,0.57312,-3.06048,17.30118,-0.82732,-10.53536
53,11.85295,3.74825,-2.34768,8.46944,5.1008,30.34902,2.73652,-4.88224
54,9.05279,2.47225,-2.34768,8.72416,3.31552,23.44134,2.2274,-3.08352
55,3.96159,-0.84535,-5.43504,3.12032,-2.5504,12.18438,0.70004,-3.8544
56,5.48895,0.43065,-4.14864,3.12032,-1.02016,17.55702,3.24564,-0.77088
57,7.77999,1.70665,-1.57584,5.66752,2.80544,24.20886,4.51844,2.31264
58,3.96159,-1.61095,-3.63408,3.62976,-0.51008,23.69718,-1.591,-1.79872
59,-0.36593,-4.92855,-6.72144,1.592,-3.31552,23.69718,-5.66396,-7.19488
60,1.41599,-2.63175,-3.63408,5.66752,0.51008,27.0231,-1.591,-3.8544
61,11.59839,5.78985,4.59888,13.56384,9.43648,34.44246,8.33684,5.65312
62,16.43503,9.36265,7.94352,16.8752,14.0272,41.0943,10.37332,7.96576
63,10.32559,4.25865,2.28336,10.76192,6.63104,28.3023,4.26388,2.05568
64,10.58015,3.23785,-0.804,7.45056,0.0,16.02198,3.24564,0.77088
65,8.28911,5.27945,1.7688,10.5072,3.8256,22.16214,5.79124,6.16704
66,8.54367,7.06585,5.88528,15.6016,10.45664,32.39574,9.60964,10.53536
67,7.27087,6.30025,6.39984,17.38464,12.24192,31.37238,9.60964,9.76448
68,8.03455,6.81065,5.37072,17.12992,11.22176,28.3023,8.84596,6.93792
69,10.83471,9.87305,5.88528,18.1488,12.49696,29.83734,10.88244,7.19488
70,11.85295,11.14905,5.11344,17.12992,12.24192,35.72166,11.137,5.91008
71,4.72527,5.78985,1.51152,13.56384,9.18144,33.16326,5.28212,1.02784
72,-0.36593,0.17545,-1.57584,8.72416,0.51008,16.7895,0.44548,-1.54176
73,6.76175,4.00345,1.7688,10.5072,1.2752,12.18438,6.30036,4.62528
74,17.70783,10.12825,6.14256,14.83744,7.14112,18.58038,13.42804,8.9936
75,14.14399,6.55545,1.51152,11.01664,4.59072,19.09206,7.57316,0.51392
76,1.16143,-1.61095,-5.69232,3.88448,-3.31552,10.13766,-1.33644,-8.22272
77,5.23439,1.70665,-4.14864,4.64864,-6.12096,1.18326,3.5002,-5.39616
78,9.30735,5.27945,-1.31856,7.96,-3.31552,4.25334,8.84596,-0.77088
79,-3.42065,-3.39735,-6.20688,4.39392,-5.35584,7.32342,0.9546,-5.1392
80,-10.80289,-7.48055,-7.236,4.90336,-2.80544,12.9519,-2.60924,-5.91008
81,-0.36593,1.45145,0.99696,12.29024,3.31552,15.76614,6.0458,2.05568
