Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,-17.42145,-19.47495,-29.36208,-31.01216,-36.21568,-16.4697,-14.82812,-22.09856
1,-10.03921,-15.39175,-24.47376,-24.89888,-29.3296,-14.16714,-9.48236,-17.73024
2,-10.80289,-15.39175,-22.15824,-22.09696,-25.504,-16.4697,-7.19132,-14.38976
3,-9.27553,-12.07415,-19.07088,-19.29504,-23.20864,-13.65546,-3.88204,-10.79232
4,-13.09393,-13.86055,-20.61456,-19.54976,-24.2288,-4.18938,-8.46412,-13.10496
5,-17.16689,-17.43335,-24.47376,-20.31392,-26.52416,-4.70106,-13.80988,-16.44544
6,-16.91233,-20.24055,-31.16304,-27.7008,-40.04128,-14.67882,-17.37372,-22.35552
7,-16.14865,-19.21975,-29.36208,-23.88,-36.72576,-20.81898,-14.57356,-17.9872
8,-7.74817,-10.03255,-18.04176,-9.61568,-21.93344,-8.28282,-4.39116,-6.68096
9,3.45247,-0.59015,-11.60976,-2.48352,-18.10784,5.2767,4.51844,0.51392
10,7.77999,3.74825,-9.03696,0.57312,-17.34272,1.69494,7.06404,4.11136
11,0.39775,0.68585,-9.55152,2.10144,-18.87296,-4.18938,0.9546,4.11136
12,-1.89329,-0.07975,-7.49328,5.66752,-15.3024,0.1599,-2.35468,3.8544
13,1.67055,1.19625,-7.236,5.66752,-16.32256,-1.88682,-1.33644,0.51392
14,8.28911,5.02425,-7.236,2.61088,-21.42336,-4.9569,3.24564,-0.77088
15,12.61663,8.34185,-7.75056,-1.20992,-26.7792,-0.09594,6.0458,-1.79872
16,14.90767,12.42505,-3.3768,1.84672,-21.6784,-4.44522,12.66436,4.88224
17,13.63487,13.95625,-0.28944,5.15808,-16.5776,-9.81786,11.64612,6.93792
18,2.17967,3.49305,-9.29424,-3.75712,-22.18848,-5.98026,-4.90028,-5.1392
19,1.92511,1.19625,-12.89616,-4.776,-20.14816,-1.63098,-5.91852,-6.424
20,13.88943,11.65945,-3.63408,6.94112,-6.63104,3.22998,7.82772,4.88224
21,14.65311,11.40425,-3.89136,3.88448,-10.96672,11.6727,10.11876,2.82656
22,2.94335,1.96185,-10.58064,-5.54016,-19.38304,2.46246,0.19092,-5.65312
23,-1.38417,-0.84535,-10.83792,-6.81376,-19.128,-5.98026,-2.10012,-4.88224
24,3.96159,4.00345,-4.92048,-0.9552,-11.4768,-2.65434,2.2274,2.31264
25,1.41599,4.76905,-0.54672,6.6864,-0.25504,2.20662,6.30036,8.47968
26,-0.11137,3.23785,-1.06128,7.45056,2.5504,2.97414,6.55492,7.19488
27,-0.36593,-0.33495,-6.97872,-0.44576,-6.88608,-0.86346,2.2274,0.77088
28,5.48895,2.98265,-4.92048,1.08256,-5.1008,-0.35178,6.30036,3.8544
29,5.74351,3.49305,-3.63408,3.88448,-1.02016,-1.37514,5.53668,2.82656
30,2.68879,1.96185,-2.86224,5.92224,0.25504,-12.88794,5.53668,3.34048
31,10.32559,7.83145,2.79792,9.2336,2.5504,-15.44634,14.19172,10.53536
32,23.05359,15.99785,9.4872,11.52608,6.63104,5.53254,20.30116,13.87584
33,11.85295,7.32105,2.28336,3.62976,-2.80544,7.57926,6.80948,2.05568
34,5.48895,2.47225,-3.3768,1.08256,-5.61088,-16.98138,3.5002,-1.02784
35,20.50799,12.68025,3.56976,11.27136,5.35584,-15.1905,14.70084,8.22272
36,8.54367,5.78985,-1.06128,6.94112,-1.2752,-1.37514,3.5002,1.02784
37,-7.23905,-6.45975,-11.0952,-3.75712,-11.98688,-4.9569,-10.75516,-12.07712
38,-4.94801,-6.97015,-13.15344,-5.03072,-13.77216,-11.86458,-9.99148,-13.87584
39,3.70703,-1.61095,-9.8088,-0.9552,-7.39616,-13.65546,-4.1366,-9.76448
40,3.45247,-1.10055,-9.55152,-2.2288,-9.18144,-7.25946,-2.10012,-8.47968
41,-4.94801,-5.18375,-11.86704,-4.26656,-9.94656,0.92742,-5.15484,-7.19488
42,-0.36593,-3.90775,-12.63888,-4.52128,-9.43648,-1.1193,-2.35468,-4.88224
43,4.97983,-2.12135,-14.9544,-7.83264,-12.49696,-4.44522,-2.35468,-6.93792
44,-1.89329,-3.90775,-14.18256,-5.79488,-11.4768,-4.18938,-4.39116,-6.424
45,-5.96625,-4.41815,-10.32336,0.06368,-6.12096,-1.1193,-6.17308,-4.36832
46,-9.53009,-4.41815,-7.49328,4.90336,1.2752,-4.70106,-7.955,-3.34048
47,-6.47537,-3.39735,-8.00784,2.35616,0.0,-18.26058,-7.44588,-5.65312
48,-0.87505,0.43065,-6.20688,0.06368,-4.33568,-7.5153,-1.591,-5.65312
49,4.21615,4.51385,-1.83312,1.33728,-3.8256,3.48582,3.24564,-3.59744
50,7.77999,7.83145,1.25424,2.61088,-3.57056,1.69494,7.06404,-1.2848
51,8.79823,12.42505,6.9144,8.46944,0.25504,6.04422,10.88244,5.91008
52,12.87119,17.78425,12.83184,15.85632,6.12096,7.06758,13.17348,12.33408
53,16.18047,17.27385,10.00176,12.79968,2.04032,4.25334,11.64612,9.25056
54,19.48975,15.99785,5.37072,8.97888,0.25504,8.09094,11.39156,4.88224
55,8.03455,7.32105,-4.6632,-0.70048,-12.752,-5.72442,2.99108,-4.11136
56,0.65231,3.74825,-7.236,-0.44576,-12.24192,-10.32954,1.71828,-4.11136
57,7.01631,9.10745,-2.86224,4.90336,-6.63104,0.41574,7.82772,0.25696
58,4.47071,7.32105,-4.6632,3.12032,-5.35584,10.3935,2.48196,-3.8544
59,-0.11137,3.23785,-9.29424,-0.44576,-6.376,12.44022,-3.62748,-8.73664
60,1.16143,4.25865,-9.8088,0.82784,-3.31552,10.13766,-3.37292,-7.96576
61,-1.38417,5.02425,-6.72144,7.45056,8.9264,5.78838,-1.08188,-2.31264
62,-0.11137,4.25865,-7.75056,4.90336,4.84576,1.4391,-0.57276,-4.88224
63,-3.92977,-3.65255,-17.5272,-7.83264,-14.79232,-2.3985,-9.2278,-16.95936
64,-4.18433,-5.69415,-17.78448,-6.0496,-15.55744,1.18326,-8.46412,-15.93152
65,-4.69345,-4.16295,-12.12432,3.37504,-3.8256,2.7183,-4.90028,-8.22272
66,-3.42065,-1.86615,-7.49328,7.70528,3.06048,7.06758,-1.08188,-2.31264
67,3.96159,3.23785,-4.6632,6.6864,0.25504,15.5103,6.30036,1.02784
68,14.14399,8.34185,-1.83312,6.94112,-1.78528,20.11542,11.90068,3.8544
69,9.30735,6.81065,0.22512,10.76192,3.8256,16.7895,9.35508,6.16704
70,7.52543,4.00345,-1.83312,9.48832,3.06048,0.67158,6.55492,4.11136
71,2.68879,-0.59015,-7.75056,2.61088,-6.88608,1.18326,-0.3182,-2.31264
72,-5.71169,-2.63175,-7.236,5.92224,-0.51008,16.53366,0.44548,1.02784
73,0.90687,3.49305,-3.63408,10.5072,4.59072,13.46358,8.08228,4.62528
74,1.92511,2.47225,-9.55152,3.62976,-9.18144,-3.42186,2.48196,-2.05568
75,4.21615,4.51385,-8.77968,4.90336,-10.45664,-2.3985,3.5002,0.25696
76,13.12575,13.95625,1.51152,14.328,4.08064,12.9519,12.91892,9.50752
77,18.72607,18.54985,6.65712,18.1488,8.9264,20.88294,18.01012,11.04928
78,15.16223,13.70105,1.25424,12.29024,0.0,8.34678,13.93716,5.1392
79,16.68959,13.44585,0.4824,13.0544,0.0,6.04422,15.20996,4.88224
80,10.83471,13.44585,5.37072,23.49792,14.53728,18.32454,16.99188,11.30624
81,15.92591,19.06025,13.08912,32.92256,26.01408,29.5815,23.35588,17.21632
82,10.58015,11.91465,5.11344,18.91296,2.04032,17.81286,13.93716,5.65312
83,2.94335,5.53465,-0.28944,11.27136,-4.84576,16.7895,6.30036,0.25696
84,9.30735,10.89385,3.82704,15.09216,2.5504,31.62822,12.15524,5.39616
85,20.76255,19.31545,9.4872,21.9696,6.376,35.72166,18.7738,11.82016
86,18.72607,17.52905,7.94352,24.5168,4.33568,27.79062,15.46452,10.53536
87,11.34383,11.65945,4.08432,23.75264,1.2752,23.44134,10.62788,6.68096
88,7.77999,11.14905,5.37072,24.00736,4.33568,29.5815,10.88244,7.45184
89,8.54367,11.14905,5.11344,21.71488,2.80544,23.44134,9.60964,5.39616
90,4.47071,7.57625,0.99696,16.8752,-1.02016,17.04534,5.28212,1.79872
91,3.70703,7.83145,-0.54672,15.85632,0.0,18.83622,5.53668,2.82656
92,21.27167,20.84665,10.00176,25.28096,12.49696,19.60374,19.02836,13.36192
93,21.78079,20.08105,9.22992,18.1488,-1.02016,22.16214,16.48276,9.50752
94,7.01631,9.36265,0.73968,9.2336,-13.77216,22.16214,6.80948,2.5696
95,9.05279,12.16985,3.0552,15.34688,-3.06048,19.3479,10.11876,8.22272
96,9.05279,14.21145,4.08432,15.85632,1.2752,12.18438,8.33684,7.7088
97,3.19791,10.12825,1.25424,10.5072,-5.1008,5.2767,2.48196,3.08352
98,0.90687,7.32105,-0.03216,7.96,-5.86592,3.48582,0.70004,1.2848
99,5.48895,11.40425,6.14256,15.34688,5.86592,8.85846,9.10052,8.73664
100,11.34383,17.27385,11.28816,19.4224,9.94656,21.9063,16.99188,15.16064
101,17.45327,21.35705,11.28816,18.91296,5.61088,13.97526,20.55572,16.7024
102,11.34383,14.97705,2.28336,10.5072,-6.376,1.18326,13.6826,8.47968
103,-3.16609,5.27945,-5.69232,4.64864,-8.16128,7.57926,2.2274,0.0
104,12.87119,16.25305,4.3416,14.58272,5.35584,18.58038,12.66436,8.47968
105,24.58095,24.67465,12.83184,20.95072,11.4768,6.30006,21.3194,14.1328
106,9.05279,16.50825,9.4872,17.89408,7.6512,2.7183,13.93716,10.02144
107,7.52543,15.74265,8.97264,17.63936,5.61088,16.02198,10.37332,8.73664
108,12.10751,18.80505,12.31728,21.46016,10.45664,27.79062,13.6826,9.50752
109,19.23519,23.14345,14.37552,21.9696,8.67136,18.0687,18.26468,10.2784
110,10.83471,17.52905,9.4872,17.63936,0.51008,2.97414,10.37332,5.91008
111,1.92511,13.95625,8.45808,18.65824,3.06048,6.5559,7.3186,7.96576
112,4.21615,17.27385,11.54544,23.49792,13.00704,16.53366,11.137,12.59104
113,8.54367,19.06025,10.00176,21.46016,15.81248,25.48806,13.42804,11.30624
114,15.67135,21.35705,7.68624,17.63936,13.26208,17.30118,15.46452,8.47968
115,12.36207,20.08105,8.71536,18.65824,16.06752,4.50918,13.93716,7.45184
116,10.32559,20.08105,11.54544,20.696,22.18848,8.34678,15.20996,8.9936
117,7.77999,15.99785,8.2008,15.34688,20.4032,6.04422,9.10052,4.88224
118,8.03455,14.21145,5.37072,11.01664,13.00704,11.16102,8.33684,4.36832
119,7.01631,12.93545,3.56976,9.2336,8.67136,19.60374,8.08228,3.34048
120,2.43423,10.63865,2.02608,9.48832,7.90624,13.97526,7.82772,3.34048
121,9.81647,15.48745,3.56976,12.03552,8.41632,5.53254,12.66436,6.16704
122,11.08927,14.21145,0.22512,9.2336,7.39616,7.57926,8.08228,1.02784
123,-2.91153,3.23785,-8.77968,2.61088,4.08064,7.32342,-0.3182,-6.424
124,-7.74817,0.43065,-10.32336,3.37504,6.63104,5.2767,2.73652,-3.8544
125,0.39775,7.57625,-4.92048,7.70528,7.90624,0.41574,13.93716,3.59744
126,8.03455,14.21145,-0.804,9.48832,8.9264,-0.86346,16.99188,6.93792
127,0.65231,8.85225,-4.40592,4.90336,5.86592,0.1599,5.28212,1.2848
128,1.16143,9.61785,-2.34768,8.97888,11.22176,-0.09594,8.33684,5.91008
129,10.83471,15.99785,1.7688,15.6016,18.61792,0.1599,16.2282,11.04928
130,17.19871,19.82585,1.7688,16.36576,15.3024,-3.6777,17.24644,10.53536
131,14.65311,17.27385,-0.804,14.58272,6.63104,2.97414,11.39156,5.39616
132,2.17967,9.10745,-6.72144,11.7808,0.76512,6.5559,1.20916,-2.82656
133,-6.22081,4.76905,-9.03696,12.54496,2.04032,10.64934,-1.33644,-4.36832
134,-3.16609,7.32105,-5.9496,14.58272,4.08064,11.92854,4.51844,-1.2848
135,7.27087,13.19065,-1.06128,16.62048,6.376,11.16102,11.137,2.31264
136,14.39855,16.76345,1.51152,18.65824,10.71168,10.13766,13.17348,3.59744
137,12.36207,17.01865,1.7688,18.65824,10.2016,9.88182,15.46452,5.39616
138,5.48895,11.65945,-3.89136,9.74304,-4.59072,3.22998,9.10052,-0.25696
139,4.72527,11.14905,-4.6632,8.46944,-4.84576,3.9975,7.06404,-1.54176
140,9.30735,17.01865,0.4824,15.6016,6.63104,10.64934,10.88244,2.82656
141,8.28911,15.74265,-1.06128,14.07328,6.12096,10.90518,8.5914,-0.25696
142,4.72527,10.38345,-3.11952,14.58272,7.6512,6.04422,6.0458,-0.25696
143,10.58015,13.44585,1.51152,19.4224,15.55744,6.81174,10.88244,4.11136
144,18.98063,16.76345,-1.31856,12.03552,1.78528,10.64934,11.90068,-0.77088
145,5.99807,9.87305,-7.75056,6.94112,-6.376,5.2767,4.00932,-5.91008
146,-11.82113,0.17545,-10.58064,8.97888,0.25504,1.69494,-3.37292,-7.96576
147,-14.87585,-3.90775,-13.41072,6.17696,-1.2752,8.60262,-5.91852,-11.04928
148,-0.62049,4.51385,-9.03696,7.70528,-2.04032,4.76502,2.48196,-3.8544
149,10.83471,12.42505,-4.92048,9.99776,-2.04032,-7.00362,9.35508,2.05568
150,5.99807,8.85225,-7.75056,7.45056,0.76512,-8.53866,4.773,-1.02784
151,-4.69345,1.19625,-12.12432,2.10144,1.2752,4.50918,-1.84556,-4.88224
152,-6.98449,-1.10055,-13.92528,-1.97408,-3.31552,6.04422,-2.8638,-5.39616
153,-9.53009,-1.35575,-13.668,-0.9552,-2.80544,-9.81786,-0.06364,-4.11136
154,-4.43889,2.47225,-10.06608,6.6864,10.45664,-8.53866,3.75476,-2.31264
155,-0.87505,5.02425,-8.77968,5.92224,3.31552,16.53366,4.26388,-4.62528
156,9.30735,12.16985,-5.17776,5.15808,-6.12096,16.53366,9.35508,-2.82656
157,1.67055,8.59705,-6.72144,2.10144,-7.14112,5.2767,0.44548,-7.96576
158,-9.27553,1.45145,-10.83792,-4.26656,-12.49696,0.1599,-4.39116,-11.82016
159,1.41599,10.38345,-3.63408,2.61088,-8.67136,6.81174,8.84596,-1.2848
160,14.14399,22.12265,8.2008,17.12992,4.84576,13.71942,18.7738,10.53536
161,6.25263,17.01865,4.3416,15.6016,6.63104,13.97526,7.82772,1.79872
162,1.41599,10.89385,-3.89136,7.45056,2.5504,10.13766,0.44548,-7.7088
163,2.68879,13.19065,-0.804,9.74304,7.6512,6.5559,4.00932,-4.36832
164,11.08927,21.35705,7.17168,14.58272,8.67136,7.06758,13.93716,4.62528
165,16.43503,26.46105,10.25904,16.8752,9.94656,12.44022,18.7738,7.96576
166,20.50799,28.24745,12.83184,22.98848,20.65824,18.83622,20.30116,9.76448
167,26.61743,33.35145,20.55024,30.63008,27.28928,10.64934,26.66516,17.47328
168,28.65391,39.22105,28.26864,32.1584,20.14816,11.41686,35.06564,26.46688
169,27.89023,39.98665,29.81232,30.63008,19.38304,15.76614,36.08388,27.23776
170,26.10831,35.90345,25.43856,27.57344,19.89312,12.18438,30.48356,20.5568
171,25.59919,33.09625,20.29296,24.00736,16.06752,16.02198,27.93796,15.16064
172,20.25343,29.77865,16.43376,24.00736,18.10784,14.2311,23.61044,12.59104
