Tm,Oz,Po7,Po4,Po3,P4,P3,Po8,Pz
0,-15.89409,-9.01175,-10.06608,-13.43648,-10.71168,-11.09706,-9.2278,-18.75808
1,-8.51185,-2.12135,-2.0904,-7.57792,-5.35584,-5.72442,0.44548,-10.02144
2,-2.40241,1.70665,2.02608,-5.54016,-3.8256,-3.16602,6.55492,-5.1392
3,-1.89329,0.94105,-0.03216,-7.83264,-7.14112,-6.74778,5.79124,-7.96576
4,-4.43889,-0.33495,-2.60496,-10.37984,-8.41632,-9.81786,1.97284,-10.79232
5,-6.72993,0.43065,0.99696,-7.57792,-4.84576,-6.49194,2.99108,-7.45184
6,-2.40241,4.00345,7.42896,-1.97408,-1.53024,-3.42186,8.5914,-2.05568
7,0.14319,4.25865,7.68624,-0.70048,-3.8256,-6.49194,8.33684,-2.05568
8,-1.38417,0.17545,4.08432,-3.5024,-7.6512,-10.32954,4.773,-5.1392
9,-1.38417,-0.84535,2.28336,-3.5024,-7.39616,-9.30618,4.51844,-6.68096
10,-10.80289,-6.71495,-1.31856,-5.54016,-8.67136,-10.58538,-4.1366,-11.82016
11,-25.05825,-16.41255,-8.00784,-11.39872,-14.53728,-17.23722,-13.80988,-17.47328
12,-19.45793,-12.58455,-6.46416,-12.16288,-15.3024,-20.3073,-7.955,-13.10496
13,-2.65697,-0.59015,3.56976,-6.0496,-8.67136,-16.4697,3.5002,-3.59744
14,1.16143,4.51385,10.00176,-0.9552,-3.06048,-12.88794,5.79124,-0.51392
15,-7.23905,-0.07975,8.71536,-0.70048,-2.04032,-11.3529,1.46372,-2.05568
16,-6.47537,0.68585,8.2008,1.08256,-0.76512,-10.0737,4.00932,1.54176
17,1.16143,5.53465,10.25904,4.39392,0.25504,-8.7945,8.84596,5.39616
18,0.90687,3.23785,6.14256,1.08256,-4.33568,-10.84122,6.0458,-0.25696
19,-6.22081,-5.69415,-2.86224,-7.83264,-13.00704,-17.49306,-0.82732,-11.04928
20,-11.56657,-14.62615,-10.83792,-16.2384,-21.16832,-23.63322,-6.6822,-19.52896
21,-13.60305,-16.66775,-12.12432,-17.512,-21.16832,-21.07482,-9.2278,-21.8416
22,-19.96705,-20.49575,-15.21168,-18.7856,-20.4032,-16.72554,-16.61004,-27.49472
23,-26.84017,-27.38615,-21.90096,-23.88,-23.97376,-18.51642,-25.26508,-35.9744
24,-30.40401,-30.44855,-24.21648,-25.40832,-25.75904,-20.81898,-27.30156,-38.03008
25,-25.05825,-23.04775,-16.75536,-18.53088,-20.65824,-17.23722,-17.11916,-29.03648
26,-19.96705,-17.43335,-11.0952,-13.18176,-18.61792,-12.6321,-10.75516,-22.61248
27,-20.47617,-19.21975,-12.3816,-14.20064,-22.9536,-13.39962,-11.00972,-22.09856
28,-16.91233,-18.45415,-12.12432,-15.72896,-24.73888,-14.93466,-8.20956,-19.01504
29,-11.56657,-15.13655,-8.26512,-13.6912,-20.4032,-13.14378,-2.8638,-13.61888
30,-6.47537,-12.07415,-4.6632,-10.12512,-16.5776,-12.6321,0.70004,-10.2784
31,-10.29377,-13.86055,-4.6632,-8.5968,-16.32256,-14.67882,-2.10012,-11.5632
32,-15.38497,-15.39175,-4.40592,-6.81376,-16.06752,-14.42298,-2.8638,-10.79232
33,-8.25729,-10.03255,-0.54672,-1.97408,-13.00704,-12.12042,5.28212,-5.1392
34,9.30735,1.96185,6.14256,4.39392,-7.90624,-8.53866,18.7738,3.34048
35,9.30735,1.70665,4.85616,3.88448,-8.16128,-9.81786,14.19172,0.25696
36,-8.76641,-9.52215,-0.28944,0.57312,-8.41632,-12.6321,4.26388,-4.36832
37,-5.71169,-8.24615,3.0552,2.10144,-4.59072,-11.60874,10.11876,0.0
38,2.43423,-5.94935,2.79792,-0.44576,-7.14112,-13.14378,14.44628,0.77088
39,-5.96625,-13.86055,-5.43504,-7.83264,-15.3024,-18.26058,5.28212,-5.91008
40,-10.54833,-16.92295,-7.75056,-9.61568,-15.55744,-17.7489,0.19092,-7.96576
41,-5.20257,-11.56375,-2.0904,-4.26656,-7.6512,-10.32954,6.30036,-1.79872
42,-2.91153,-9.52215,1.25424,-2.2288,-6.12096,-7.25946,9.60964,-0.25696
43,-9.27553,-16.66775,-4.92048,-9.36096,-14.79232,-13.14378,1.20916,-9.25056
44,-13.85761,-20.49575,-9.8088,-12.92704,-19.89312,-16.4697,-5.15484,-14.38976
45,-9.78465,-16.15735,-6.46416,-9.10624,-16.5776,-12.6321,-3.88204,-11.5632
46,-6.72993,-12.32935,-1.31856,-5.03072,-14.28224,-10.32954,-0.3182,-8.9936
47,0.90687,-7.73575,3.56976,-3.24768,-17.08768,-10.84122,3.5002,-7.45184
