Oz,Po7,Po4,Po3,P4,P3,Po8,Pz,Fz,F2,F3,F4,AF3,Cz,AF4,F1
0.14891204380972806,-0.3787179151461982,-0.0938129334845071,-0.15012957258158957,0.05845930821784568,-0.10425820950444278,0.1687643055003595,0.29091304712426724,-0.14709379845100784,-0.3876794836386603,-0.38571380138417016,-0.3145466185618348,-0.2337793672530964,-0.38816574420592487,-0.3858412887575879,0.3324285649954957
0.0958042078225387,-0.4410814290558892,-0.09850801848236214,-0.20035137988039334,0.0003921576914774679,-0.15505623523607417,0.11331019046403662,0.2463855468795931,-0.0637813766548446,-0.45140363822908947,-0.44944687694613383,-0.24821842229229552,-0.15549297175975074,-0.45222004882294725,-0.45037458656241675,0.32372663549332015
0.03711398783910046,-0.49754951627485877,-0.10286518759189384,-0.2534258654306004,-0.06296969834938343,-0.21288847120425952,0.051085057486924386,0.18931069872620535,0.019658147901087514,-0.5094696938288794,-0.5075897772737514,-0.18136978796712913,-0.0644172136449159,-0.5104375202165542,-0.5093009937207507,0.3112658359583294
-0.019982228233175237,-0.5486387361412562,-0.10692471927348575,-0.3086619045048564,-0.12819628066551236,-0.2739915711776862,-0.00993117974167335,0.12621162074867673,0.10260977298498952,-0.5614882956254146,-0.5596449154870256,-0.11330930218831989,0.03830370545100072,-0.5623265880112831,-0.5619155790904738,0.3055784438644349
-0.07146876600299723,-0.5950155969637113,-0.11075298351999097,-0.3624733763114692,-0.18993770476178298,-0.33252961129194875,-0.06546797930775809,0.06451928429940625,0.18503904615899788,-0.6074266499862142,-0.6054995637317163,-0.043512066036737906,0.14857366130088034,-0.6078360860293196,-0.6079727054185183,0.31083661728487255
-0.11771362461380512,-0.6353413520013063,-0.11440688449109288,-0.4110624125531279,-0.245065542280366,-0.383604730934582,-0.11545402360664052,0.0069926209557221305,0.26700212921188443,-0.6455765069737686,-0.6434517409732757,0.027512815955410847,0.2575432023782429,-0.6452992538380051,-0.6457298924793395,0.32155589959832476
-0.15750307381072284,-0.6694958091155532,-0.11789207994245506,-0.45320055878122145,-0.292965375915129,-0.4264729498549057,-0.1578930994889793,-0.04438143637062897,0.34654366682240834,-0.6759329650733641,-0.6735786304360207,0.09738989757229954,0.3564653040243017,-0.6748303131101253,-0.6753118192469876,0.33339990278785414
-0.1892854102322435,-0.7004460354502429,-0.1211516821657569,-0.4902900109779179,-0.33410721398150767,-0.46459095530221195,-0.1914277646343436,-0.0868627150353765,0.4203033626224851,-0.7022018403116748,-0.6996786658181748,0.16318840222423192,0.4426638187734697,-0.7003633562762117,-0.7006677926133994,0.34543802505293975
-0.21765038449391905,-0.7304505397912244,-0.12410733491572946,-0.5250699888469563,-0.3706612080624575,-0.5027812438966377,-0.22207754501313623,-0.12271309312741358,0.48658071063749214,-0.7278017723376109,-0.7252091199045416,0.2236379382667871,0.5178975733617288,-0.7256079462301679,-0.7255086216192653,0.3514936707773306
-0.2502781919691016,-0.7582006393793176,-0.12673000512885657,-0.560963971800145,-0.40697915884768865,-0.5447052538594235,-0.25823894537757874,-0.16005832427064606,0.5460099756683501,-0.7524983750205008,-0.7499158926189894,0.27929984164116506,0.5822095514117027,-0.7505354378502059,-0.7498456166077213,0.3421468638739037
