Oz,Po7,Po4,Po3,P4,P3,Po8,Pz,Fz,F2,F3,F4,AF3,Cz,AF4,F1
0.28690518077913785,0.814871935544222,-0.03064377438847857,0.43590461949362763,-0.011619662280860336,1.0837151464892554,0.013320747212713735,-0.009799610004422133,0.815609929435909,0.8166565950489486,0.8198622570816445,0.8175002661197107,0.8155978581319062,0.8156525107458787,0.8194605581590905,-0.16357195455685158
0.28752169543400974,0.78721623724697,-0.02833222714000333,0.4501576186730116,-0.009556628273927878,1.1279858560074298,0.014937447816686303,-0.0017384384054177316,0.7816720231645791,0.7806462539220775,0.7866023187414414,0.7828115978568012,0.7830554409425604,0.7820715863323351,0.7848336302245845,-0.14956140224169315
0.28941156465281703,0.7490443650833649,-0.024992353437742292,0.4710260959685438,-0.0056795323096176025,1.1827192843057044,0.016517542050260375,0.009179045585976656,0.7419291742889561,0.7392353064332509,0.7480154169485016,0.7422447769658186,0.7443558943510882,0.7433161505079761,0.7449480550423931,-0.13595445852249913
0.2891297491807219,0.7022576344799948,-0.022453834879945903,0.4920008830043857,-0.0029916414512750076,1.2359636465558674,0.01626687278257658,0.01839751452482092,0.6989324866464444,0.6954817880102118,0.706235380551107,0.6988000118350425,0.7015481378979919,0.7013241164982204,0.7025212486807596,-0.12741291608759928
0.2861286973099292,0.6468865207239586,-0.019107122043095184,0.5071335989339767,-0.001156369893017414,1.2762261384607232,0.01653646136153098,0.024712628172121394,0.6513231859936678,0.6483204219315425,0.6592901317702025,0.6515089533147876,0.6533621897056942,0.654231300857022,0.6560531945282194,-0.12181568066380676
0.27988830374339907,0.5837144286389743,-0.01757193758583136,0.5145789222375781,-0.0018547806033242442,1.2976140094249295,0.013853014938973084,0.027543763526098587,0.5965048045234135,0.5950878922545126,0.6041127548734042,0.5977783170178377,0.5976610314118039,0.5992491474403072,0.602386400985882,-0.11796146763577427
0.265309871203408,0.5209081221688152,-0.02527329876616152,0.5138705366863179,-0.010519147110432094,1.2987332546989891,8.831840268396906e-06,0.023138840785062606,0.5390725194241224,0.5399315363155195,0.5453159879586987,0.5416738316021622,0.5394303073272941,0.5410822881268121,0.5453135893124222,-0.11950104565733624
0.23760369547876536,0.4676067139318925,-0.042826306933078956,0.5039303814741989,-0.02764832786178087,1.2785084325452931,-0.023840951711888853,0.010082077203485865,0.4866001337441116,0.4896770545719486,0.4910162697053742,0.48993249524673693,0.4862408109388851,0.48751419515299965,0.49175367166314404,-0.1263707922580049
0.19988469772399758,0.4224686418955281,-0.060227751210518585,0.485970149602625,-0.04471368013028676,1.2377756483839455,-0.04528736074240314,-0.0050844254621591764,0.43871850203506585,0.44310154946254604,0.4415643988983001,0.4415329812133777,0.43737961348453197,0.43829176121250446,0.4411656784620635,-0.1308200865748308
0.16013302295138124,0.377592193942335,-0.06951774495330833,0.4650247170679128,-0.0540827301439835,1.1846834643818098,-0.05677873067376763,-0.01430837110718977,0.3897839712045097,0.3939231801740348,0.3917483584544729,0.39079360857596646,0.3869183483909019,0.3877933526807676,0.38834638150599565,-0.12789662867459414
0.12238443756014562,0.33185475980430007,-0.07351999973493643,0.44592194912871574,-0.05759278237411941,1.1332016993095626,-0.06332023239135622,-0.017446573896198917,0.3407223094562728,0.3429692018874843,0.34241357662795235,0.3392709511634899,0.3359544481122436,0.3370253844849285,0.33518369361977346,-0.12243202019794755
0.08663589344609074,0.2903522975310337,-0.07710787316325239,0.42989548057893395,-0.060233261295906906,1.0938669362056088,-0.07012574398586577,-0.019314008476200295,0.29759309243932613,0.29682763010004165,0.2991693405110509,0.2939489159702303,0.29117923153772984,0.29227506490306465,0.28887770525791234,-0.11937878995552799
0.05520454791928493,0.25156406809348786,-0.07838985907741838,0.4167739584351813,-0.0615199443954621,1.0679710988703253,-0.07404201799290556,-0.02056199804775251,0.2583229951355841,0.2543155087650064,0.25946696398412994,0.2534348477841305,0.25116667053284036,0.2517484017028699,0.24811772841647747,-0.11468873331064247
