Oz,Po7,Po4,Po3,P4,P3,Po8,Pz,Fz,F2,F3,F4,AF3,Cz,AF4,F1
0.07014054012210696,-0.3908933999924444,0.07803154869024545,-0.1890220165066952,0.05730765003414084,-0.3124554466613498,0.09404436777687512,-0.002228451384051683,-0.23217030436438277,-0.24345871388285964,-0.24214738143046477,-0.23770826895222277,-0.23086553602892582,-0.2351375540390795,-0.24219361620755858,0.12566660213233943
0.06201119564563037,-0.39052458224488795,0.0753476940914073,-0.19730809183221057,0.05756960749377233,-0.3169597835128563,0.09507359478690268,-0.005464771055975913,-0.2287623566569335,-0.2403814511331788,-0.2392518942893504,-0.23554968500467804,-0.22886158941109017,-0.2343301262454101,-0.24345580246088466,0.12765119381663612
0.0489948596310954,-0.4035530680629021,0.07189767653163813,-0.21181516946469348,0.05805551790352165,-0.33314771991403247,0.09484108482762099,-0.010998515807673796,-0.23470262816565268,-0.24599330534999006,-0.2446296697715521,-0.24253050823534988,-0.23571102749815262,-0.2426746545992026,-0.25259008641653824,0.1227899332443694
0.029300481413878653,-0.42746719378146897,0.06475429364755195,-0.23366576487648488,0.05437391003591213,-0.3590954010694798,0.08972721215266669,-0.022126555320336052,-0.23987221857625493,-0.2503494823456508,-0.24931540610263497,-0.24884200300190307,-0.2408898398214451,-0.2492815267957556,-0.2588484939569352,0.10868612312927761
0.005518259648240931,-0.45589905761046495,0.05682153260991237,-0.2601717708565303,0.04818234318903303,-0.3904099687047444,0.08384823563545651,-0.037400161730374776,-0.2357320468839388,-0.2450609875279254,-0.24538980741160715,-0.2458397330423854,-0.23595057978234954,-0.24509024271346305,-0.2535544022905725,0.09105744113203171
-0.014273820742474297,-0.48129016296316995,0.0533108597867703,-0.280448356499404,0.044813953855307634,-0.4209276225950693,0.08234904591302329,-0.04957410437452363,-0.22796792775136057,-0.2358909395602401,-0.23808066779434278,-0.23857055918207665,-0.2271415464887087,-0.23575752623276508,-0.24278912969008482,0.07926328042802996
-0.026200606891197936,-0.4952391241446232,0.05241909428075772,-0.28566499797568606,0.0435479900180337,-0.44267744136969717,0.0820273225938859,-0.055694695113291066,-0.22509558696876528,-0.2314714280486291,-0.23472599761194948,-0.2347906615060283,-0.22364351618367023,-0.23022453284306252,-0.23584004022569657,0.07537648797061326
-0.03521614767466585,-0.49302879092804436,0.048008106501080394,-0.27874837732730395,0.0390373616186257,-0.45121251822256353,0.07723642496061991,-0.06049834574981525,-0.2245478671096429,-0.22953184749294692,-0.23190382894727504,-0.23173712306480657,-0.22322370469679348,-0.2265933988460118,-0.2310177730824873,0.07526023123471269
-0.046515820181512166,-0.4797500828532288,0.04046824998123128,-0.2680608309686472,0.031898951770023456,-0.451434280653754,0.07078352835761537,-0.06672851343959256,-0.22042122315198018,-0.22463150700730655,-0.2241296760582875,-0.22431268224718368,-0.2198752653407243,-0.2196854902486414,-0.22323403051372204,0.07830939558105653
-0.059037865062718985,-0.467993170707253,0.03605144859757053,-0.25752402147526954,0.028741304883119774,-0.4544345741457668,0.06954073889006747,-0.07019501193173132,-0.21597264373662134,-0.2204246537570234,-0.21641335805535505,-0.21737675863578895,-0.21658974515301924,-0.2134605062932968,-0.2164603885316307,0.08688143152849986
-0.07204071915593327,-0.467589999459407,0.035310849370378115,-0.24999515927081134,0.0306998279438599,-0.46833191932593565,0.07213758730307497,-0.06895789599420228,-0.21653197719925424,-0.22229371253299487,-0.21616322008850122,-0.21785698276716223,-0.21861510057270264,-0.21386667982576016,-0.21655612855321835,0.09679255320219768
-0.0911466864154804,-0.479553462464897,0.03124857371307637,-0.25358295092219096,0.030807574759331786,-0.49451234707870007,0.07076320915369294,-0.06968978716926547,-0.21730911732384722,-0.22511107005854872,-0.2195766756784154,-0.22165392028393166,-0.22134968611685898,-0.21644810524496944,-0.21887433799472242,0.09859203260976747
-0.12084663804527593,-0.49921657099292577,0.020658749826945023,-0.2735734573324886,0.025052161278756112,-0.5306652331625793,0.0637869815562045,-0.07861312507565073,-0.21111940698915452,-0.2212293895660569,-0.21856417881283738,-0.22093761673483078,-0.21781801295854297,-0.21375245693880565,-0.2158274338266022,0.0904045883325356
-0.15553744105883097,-0.5207741407657385,0.009070592567124402,-0.300308704056883,0.018009316415540336,-0.5722409963384439,0.05718023968372835,-0.09191577081980118,-0.2028927302036675,-0.2152932991423882,-0.2156687407760031,-0.21894706675920464,-0.21278729218872364,-0.20967875825588406,-0.2114302590774721,0.08110658227676773
