Oz,Po7,Po4,Po3,P4,P3,Po8,Pz,Fz,F2,F3,F4,AF3,Cz,AF4,F1
-0.29837773729970796,-0.413193593233188,-0.2199409295893301,-0.3212518101790232,-0.11810741412470299,-0.41127042113526063,-0.058723539071474276,-0.22416840366910018,-0.09145829500620253,-0.09163403162730151,-0.09141376999185884,-0.09149593790444369,-0.09122453243316628,-0.09181565188455058,-0.09182128461069869,0.01912473734411755
0.09385428317783714,-0.7919812938055262,0.5780775665341558,-0.375419627068524,0.6520069963191811,-0.713730663700544,0.918891371844106,0.3759213237660061,-0.23425228589230657,-0.23559714156079406,-0.23293938250904672,-0.23380527345835808,-0.23467517326838933,-0.23513611330562317,-0.2327379800465469,1.1317682789901722
0.3451605059072937,-1.0725134608619151,1.105466433878638,-0.4312361502758842,1.1624610245141231,-0.9412543952966266,1.5719424677782912,0.770671576391355,-0.34183360012651254,-0.3438543099907795,-0.3392635394433439,-0.3409374863571607,-0.34253466827108703,-0.34287286148950796,-0.33883161799381817,1.8829995084987512
0.3985556764829414,-1.2127362816890388,1.2538839899947958,-0.48926449304954606,1.3099572159347599,-1.0617866919923595,1.7726281251450375,0.8764526340739429,-0.3980651333065454,-0.400015261807693,-0.39433823337598256,-0.3967785772208829,-0.3985140310864227,-0.3987361404130797,-0.3941646733611737,2.129193144381348
0.2990657867556554,-1.2425862351321317,1.1117853597331402,-0.549139648257714,1.1796416199945632,-1.0983180480999195,1.6277330085934365,0.7586697968614482,-0.41305910476355884,-0.41428976886164154,-0.4084556961052541,-0.41144990993821307,-0.4128705346963151,-0.41295463550290196,-0.40877948682443216,1.9887651169577627
0.14359207798373683,-1.2296550194485858,0.8651016920487297,-0.6094868199599414,0.9495391562218884,-1.1024216857088476,1.3571228805469542,0.5588092864351857,-0.4122020252663031,-0.41244832486900085,-0.40718961632829376,-0.41031241641245986,-0.4113503394276039,-0.41122129233965,-0.4078716941220081,1.7084359161032636
0.009095739515855164,-1.2311231958091717,0.6638040128277,-0.6706748394528919,0.762515408548812,-1.1177730103047865,1.1371187012804371,0.39090832681264415,-0.4164081450160185,-0.41586752349530004,-0.41153460494591865,-0.41423459185040906,-0.4152321235156817,-0.41479392903472634,-0.4122191744501101,1.4854233950158342
-0.08233800330291535,-1.2693998112698939,0.5577773780460711,-0.7361869175918451,0.6654672872378302,-1.1617515746788925,1.0280830896250288,0.2905147325070147,-0.4311109996767754,-0.4302701522171569,-0.4268187175592986,-0.42862856211914085,-0.4300841114414276,-0.4293304926623868,-0.4271977613753577,1.3833109647273707
-0.14790509928670395,-1.3381430584174452,0.5185019580768098,-0.8088766445599878,0.6312463292448303,-1.229580223902057,0.9990352049100181,0.23444331781102173,-0.45101502733909365,-0.4503277834032564,-0.44746115341084475,-0.4482355847212165,-0.4504090481203226,-0.4495389721844107,-0.4474372754211931,1.3621644997609788
-0.21135214859625398,-1.4197915096542135,0.4931627715580781,-0.8865919725611774,0.6106100862971388,-1.3071826288028574,0.9879607712298458,0.18586216621615295,-0.47004370332849127,-0.4696736230631043,-0.46703666152823964,-0.46707248339262936,-0.46972420752666505,-0.4691333473563336,-0.4667348018252483,1.3511407886228828
-0.2856795250040487,-1.4981998516017103,0.4435939238805191,-0.9634882372101168,0.5680082412894726,-1.381141450323987,0.9479986321618925,0.1209621225150578,-0.4846214862167239,-0.48442204739082123,-0.48173724514378147,-0.48167195389111556,-0.48414244293576897,-0.4842376362160579,-0.4814282456522993,1.3006326611272576
-0.3721024050220947,-1.564728688791356,0.36099313240047454,-1.0349782970266432,0.49434160701422786,-1.4440735596569405,0.8679856491825108,0.03422217548011473,-0.4921498192778792,-0.4918607364584289,-0.48896877826393825,-0.4894841220592241,-0.4910699832232941,-0.4920165447954743,-0.48895528421680773,1.2019089295423555
-0.46278299439769965,-1.6203910962486887,0.2622184317194489,-1.0996777534032698,0.40415799046422224,-1.4963342501133432,0.7683261984822072,-0.06404161307642638,-0.49201022295824437,-0.4914768300064971,-0.48832062615136235,-0.48981443353098963,-0.49016529834088746,-0.4917638485082817,-0.48880580238823196,1.08130523165368
-0.5458026687938479,-1.672899119660811,0.17178582012581772,-1.1577781342561586,0.32033792338607897,-1.5432799523519287,0.6774177732667611,-0.1560669795149845,-0.487570726101123,-0.48681110808002176,-0.4834176804149738,-0.48584266804604254,-0.4851017516221392,-0.48689876096840684,-0.4844051546071735,0.9744732495730744
-0.6138841721837958,-1.729235146627424,0.10228090216108407,-1.2100877344010397,0.25600804676392785,-1.5895501553591531,0.6090359790164624,-0.23036613769263062,-0.48332649090635543,-0.4824368460398201,-0.4789087819762169,-0.48186880709904645,-0.4805010851979268,-0.48204956624922984,-0.48020018791722635,0.8987467849468933
-0.6682293758060678,-1.7892509616256271,0.05082689228714421,-1.2575432244369786,0.2100366570215015,-1.6345983178925225,0.5607957664945845,-0.2879291644863961,-0.47960222879972997,-0.47862555313203353,-0.47511350277346975,-0.4781334650483486,-0.47661696437722095,-0.47770217931542847,-0.4764142200208497,0.8479116716019651
-0.7113143944133226,-1.8437605709087028,0.010659675896090258,-1.2977160556098128,0.1768749510692006,-1.6712344353670394,0.5265831916835236,-0.33378447808572553,-0.472074920430336,-0.47095992609061793,-0.46759952632955293,-0.47038091052723974,-0.468983249249518,-0.469689758015778,-0.46866828842931,0.8078750792421612
