Oz,Po7,Po4,Po3,P4,P3,Po8,Pz,Fz,F2,F3,F4,AF3,Cz,AF4,F1
-0.9424670238502139,-0.760461522586262,-0.24748822267720416,-0.8448083680623844,-0.47231665704611253,-0.9209891084336268,-0.026978536910452343,-0.8175583366953719,-1.1870093013010574,-1.182754082510045,-1.1805620704509179,-1.1795012119639834,-1.1787361009933306,-1.1855684122509411,-1.1814554839904412,0.13078421749572744
-0.9804230449770394,-0.720015921976611,-0.2819365310057818,-0.8747514694963613,-0.512919327978604,-0.9283394511453291,-0.04764174867739586,-0.8627509632455578,-1.3096809809665548,-1.3047795365588741,-1.300999858201859,-1.3003853146614515,-1.29980895134632,-1.3067462849432219,-1.2998460963133636,0.13485820787254318
-1.0302577679403593,-0.6815980787753418,-0.32641607603715755,-0.90811961142204,-0.5608605096961107,-0.9348071950528155,-0.07516007194702166,-0.9193616252472799,-1.4262183500942047,-1.4211386617203061,-1.417032639566987,-1.4156494063498497,-1.4158355525221957,-1.4224955606881995,-1.412390146153387,0.11986130026841368
-1.0923188662285295,-0.6515834595377386,-0.3750390511957283,-0.9486497674307618,-0.6124674254745184,-0.9474929608707083,-0.10582357918627575,-0.9871395960093481,-1.536215705463361,-1.531347781213811,-1.5286861111087897,-1.5256576892787428,-1.5261036810609976,-1.5324162507101429,-1.519968544096117,0.09725961546906296
-1.1644453097564134,-0.6330963775396912,-0.42564535878300414,-1.0004687094268654,-0.6681886322111087,-0.9710063975224182,-0.13974541589342723,-1.0656489346620686,-1.6440477694873001,-1.6397037216390042,-1.639736462170377,-1.6349234203241705,-1.6344526154724544,-1.6407768367679576,-1.6275295217032222,0.07637643091344855
-1.25668660672532,-0.6216545344884101,-0.489008092847061,-1.0698138936812052,-0.7417356803958707,-1.0031452323950016,-0.1843177628431951,-1.1719064993748745,-1.7422034373048187,-1.7385699069896619,-1.7413190996309083,-1.7351461804735147,-1.733092036362504,-1.7398299642268689,-1.7271683455440872,0.05236195115609187
-1.3800260545864427,-0.6118185011676109,-0.5712759800737452,-1.16199922936774,-0.8397518724149556,-1.0401254918091738,-0.24025382468341344,-1.3208979379942858,-1.8125444290885904,-1.809559573087662,-1.813812075673436,-1.8069503736804071,-1.8040534058209543,-1.8110675820093904,-1.7996259599991544,0.01939997721506196
-1.522916598978041,-0.6051441152571083,-0.6585584414061444,-1.272576083687775,-0.9438976555646702,-1.0822673479539757,-0.2950805434377392,-1.4943645007924635,-1.8477848049412675,-1.8450738496513652,-1.8490320014227277,-1.8422229221549773,-1.8404396871639872,-1.8467846587191616,-1.8364588134362705,-0.016086586156478982
-1.6576337617410757,-0.6069733606004453,-0.7316611328551113,-1.3860364074562472,-1.0283909099595523,-1.1309646369609174,-0.3371600106066402,-1.653265402023225,-1.8579177147245414,-1.8549463290015167,-1.8571218462102526,-1.8510748687161458,-1.8524288816702037,-1.8566576780639583,-1.8472100307973587,-0.046042121129159154
-1.7688820199158242,-0.6180278491830122,-0.7865685773157702,-1.4866602709901442,-1.086114379028933,-1.1828862747527888,-0.3668776635948746,-1.7777078993268687,-1.8517133125165182,-1.848126584482154,-1.8479420741804824,-1.8431670171151069,-1.8485069079811505,-1.8493797166847017,-1.841096438468893,-0.07455298254456523
-1.8586441530939832,-0.6336110763492786,-0.8280713921391983,-1.5670125796955001,-1.1236705451688154,-1.2306202169574767,-0.38792659113023864,-1.8724984122085375,-1.8262611948083296,-1.8221645129021753,-1.8199524070421849,-1.816600130019632,-1.8251028100328774,-1.822284333515952,-1.8160038294751462,-0.1089951153210773
